,State,Disaster Type,Disaster Title,year start,year end
915,IA,Storm,"Severe Storms, Flooding, and Tornadoes",2010,2010
916,IA,Storm,"Severe Storms, Flooding, and Tornadoes",2010,2010
917,IA,Storm,"Severe Storms, Flooding, and Tornadoes",2010,2010
918,IA,Storm,"Severe Storms, Flooding, and Tornadoes",2010,2010
919,IA,Storm,"Severe Storms, Flooding, and Tornadoes",2010,2010
920,IA,Storm,"Severe Storms, Flooding, and Tornadoes",2010,2010
921,IA,Storm,"Severe Storms, Flooding, and Tornadoes",2010,2010
922,IA,Storm,"Severe Storms, Tornadoes, and Straight-Line Winds",2011,2011
923,IA,Storm,"Severe Storms, Tornadoes, and Straight-Line Winds",2011,2011
924,IA,Storm,"Severe Storms, Tornadoes, and Straight-Line Winds",2011,2011
925,IA,Storm,"Severe Storms, Tornadoes, and Straight-Line Winds",2011,2011
926,IA,Storm,"Severe Storms, Tornadoes, and Straight-Line Winds",2011,2011
927,IA,Storm,"Severe Storms, Tornadoes, and Straight-Line Winds",2011,2011
928,IA,Flood,Flooding,2011,2011
929,IA,Flood,Flooding,2011,2011
930,IA,Flood,Flooding,2011,2011
931,IA,Flood,Flooding,2011,2011
932,IA,Flood,Flooding,2011,2011
933,IA,Flood,Flooding,2011,2011
934,IA,Storm,"Severe Storms, Straight-Line Winds, and Flooding",2011,2011
935,IA,Storm,"Severe Storms, Straight-Line Winds, and Flooding",2011,2011
936,IA,Storm,"Severe Storms, Straight-Line Winds, and Flooding",2011,2011
937,IA,Storm,"Severe Storms, Straight-Line Winds, and Flooding",2011,2011
938,IA,Storm,"Severe Storms, Straight-Line Winds, and Flooding",2011,2011
939,IA,Storm,"Severe Storms, Straight-Line Winds, and Flooding",2011,2011
940,IA,Storm,Severe Storms and Flooding,2011,2011
941,IA,Storm,Severe Storms and Flooding,2011,2011
942,IA,Storm,Severe Winter Storm,2013,2013
943,IA,Storm,Severe Winter Storm,2013,2013
944,IA,Storm,Severe Winter Storm,2013,2013
945,IA,Storm,Severe Winter Storm,2013,2013
946,IA,Storm,Severe Winter Storm,2013,2013
947,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
948,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
949,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
950,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
951,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
952,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
953,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
954,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
955,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
956,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
957,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
958,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
959,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
960,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
961,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
962,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
963,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
964,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
965,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
966,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
967,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
968,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
969,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
970,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
971,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
972,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
973,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
974,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
975,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
976,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
977,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
978,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
979,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
980,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
981,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
982,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
983,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
984,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
985,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
986,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
987,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
988,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
989,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
990,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
991,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
992,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
993,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
994,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
995,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
996,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
997,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
998,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
999,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1000,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1001,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1002,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1003,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1004,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1005,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1006,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1007,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1008,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1009,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1010,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1011,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1012,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1013,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1014,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1015,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1016,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1017,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1018,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1019,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1020,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1021,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1022,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1023,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1024,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1025,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1026,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1027,IA,Storm,"Severe Storms, Tornadoes, and Flooding",2013,2013
1028,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1029,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1030,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1031,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1032,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1033,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1034,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1035,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1036,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1037,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1038,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1039,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1040,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1041,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1042,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1043,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1044,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1045,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1046,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1047,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1048,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1049,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1050,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1051,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1052,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1053,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1054,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1055,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1056,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1057,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1058,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1059,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1060,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1061,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1062,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1063,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1064,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1065,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1066,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1067,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1068,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1069,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1070,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1071,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1072,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1073,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1074,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1075,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1076,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1077,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1078,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1079,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1080,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1081,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1082,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1083,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1084,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1085,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1086,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1087,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2014,2014
1088,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2015,2015
1089,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2015,2015
1090,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2015,2015
1091,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2015,2015
1092,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2015,2015
1093,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2015,2015
1094,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2015,2015
1095,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2015,2015
1096,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2015,2015
1097,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2015,2015
1098,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2015,2015
1099,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2015,2015
1100,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2015,2015
1101,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2015,2015
1102,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2015,2015
1103,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2015,2015
1104,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2015,2015
1105,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2015,2015
1106,IA,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2015,2015
1107,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2016,2016
1108,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2016,2016
1109,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2016,2016
1110,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2016,2016
1111,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2016,2016
1112,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2016,2016
1113,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2016,2016
1114,IA,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2016,2016
1115,IA,Flood,Severe Stotms and Flooding,2016,2016
1116,IA,Flood,Severe Stotms and Flooding,2016,2016
1117,IA,Flood,Severe Stotms and Flooding,2016,2016
1118,IA,Flood,Severe Stotms and Flooding,2016,2016
1119,IA,Flood,Severe Stotms and Flooding,2016,2016
1120,IA,Flood,Severe Stotms and Flooding,2016,2016
1121,IA,Flood,Severe Stotms and Flooding,2016,2016
1122,IA,Flood,Severe Stotms and Flooding,2016,2016
1123,IA,Flood,Severe Stotms and Flooding,2016,2016
1124,IA,Flood,Severe Stotms and Flooding,2016,2016
1125,IA,Flood,Severe Stotms and Flooding,2016,2016
1126,IA,Flood,Severe Stotms and Flooding,2016,2016
1127,IA,Flood,Severe Stotms and Flooding,2016,2016
1128,IA,Flood,Severe Stotms and Flooding,2016,2016
1129,IA,Flood,Severe Stotms and Flooding,2016,2016
1130,IA,Flood,Severe Stotms and Flooding,2016,2016
1131,IA,Flood,Severe Stotms and Flooding,2016,2016
1132,IA,Flood,Severe Stotms and Flooding,2016,2016
1133,IA,Flood,Severe Stotms and Flooding,2016,2016
1134,ID,Storm,Severe Storms and Flooding,2010,2010
1135,ID,Storm,Severe Storms and Flooding,2010,2010
1136,ID,Storm,Severe Storms and Flooding,2010,2010
1137,ID,Storm,Severe Storms and Flooding,2010,2010
1138,ID,Storm,Severe Storms and Flooding,2010,2010
1139,ID,Storm,Severe Storms and Flooding,2010,2010
1140,ID,Storm,Severe Storms and Flooding,2010,2010
1141,ID,Flood,"Flooding, Landslides, and Mudslides",2011,2011
1142,ID,Flood,"Flooding, Landslides, and Mudslides",2011,2011
1143,ID,Flood,"Flooding, Landslides, and Mudslides",2011,2011
1144,ID,Flood,"Flooding, Landslides, and Mudslides",2011,2011
1145,ID,Flood,"Flooding, Landslides, and Mudslides",2011,2011
1146,ID,Flood,"Flooding, Landslides, and Mudslides",2011,2011
1147,ID,Storm,Severe Storm and Straight-Line Wind,2015,2015
1148,ID,Storm,Severe Storm and Straight-Line Wind,2015,2015
1149,ID,Storm,Severe Storm and Straight-Line Wind,2015,2015
1150,ID,Storm,Severe Storm and Straight-Line Wind,2015,2015
1151,ID,Storm,Severe Storm and Straight-Line Wind,2015,2015
1152,ID,Storm,Severe Winter Storms,2015,2015
1153,ID,Storm,Severe Winter Storms,2015,2015
1154,ID,Storm,Severe Winter Storms,2015,2015
1155,IL,Storm,Severe Storms and Flooding,2010,2010
1156,IL,Storm,Severe Storms and Flooding,2010,2010
1157,IL,Storm,Severe Storms and Flooding,2010,2010
1158,IL,Storm,Severe Storms and Flooding,2010,2010
1159,IL,Storm,Severe Storms and Flooding,2010,2010
1160,IL,Storm,Severe Storms and Flooding,2010,2010
1161,IL,Storm,Severe Storms and Flooding,2010,2010
1162,IL,Storm,Severe Storms and Flooding,2010,2010
1163,IL,Storm,Severe Storms and Flooding,2010,2010
1164,IL,Storm,Severe Storms and Flooding,2010,2010
1165,IL,Storm,Severe Storms and Flooding,2010,2010
1166,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1167,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1168,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1169,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1170,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1171,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1172,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1173,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1174,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1175,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1176,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1177,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1178,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1179,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1180,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1181,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1182,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1183,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1184,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1185,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1186,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1187,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1188,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1189,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1190,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1191,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1192,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1193,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1194,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1195,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1196,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1197,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1198,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1199,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1200,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1201,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1202,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1203,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1204,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1205,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1206,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1207,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1208,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1209,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1210,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1211,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1212,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1213,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1214,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1215,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1216,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1217,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1218,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1219,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1220,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1221,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1222,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1223,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1224,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1225,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1226,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1227,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1228,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1229,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1230,IL,Snow,Severe Winter Storm and Snowstorm,2011,2011
1231,IL,Storm,Severe Storms and Flooding,2011,2011
1232,IL,Storm,Severe Storms and Flooding,2011,2011
1233,IL,Storm,Severe Storms and Flooding,2011,2011
1234,IL,Storm,Severe Storms and Flooding,2011,2011
1235,IL,Storm,Severe Storms and Flooding,2011,2011
1236,IL,Storm,Severe Storms and Flooding,2011,2011
1237,IL,Storm,Severe Storms and Flooding,2011,2011
1238,IL,Storm,Severe Storms and Flooding,2011,2011
1239,IL,Storm,Severe Storms and Flooding,2011,2011
1240,IL,Storm,Severe Storms and Flooding,2011,2011
1241,IL,Storm,Severe Storms and Flooding,2011,2011
1242,IL,Storm,Severe Storms and Flooding,2011,2011
1243,IL,Storm,Severe Storms and Flooding,2011,2011
1244,IL,Storm,Severe Storms and Flooding,2011,2011
1245,IL,Storm,Severe Storms and Flooding,2011,2011
1246,IL,Storm,Severe Storms and Flooding,2011,2011
1247,IL,Storm,Severe Storms and Flooding,2011,2011
1248,IL,Storm,Severe Storms and Flooding,2011,2011
1249,IL,Storm,Severe Storms and Flooding,2011,2011
1250,IL,Storm,Severe Storms and Flooding,2011,2011
1251,IL,Storm,Severe Storms and Flooding,2011,2011
1252,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1253,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1254,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1255,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1256,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1257,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1258,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1259,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1260,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1261,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1262,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1263,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1264,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1265,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1266,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1267,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1268,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1269,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1270,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1271,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1272,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1273,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1274,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1275,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1276,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1277,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1278,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1279,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1280,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1281,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1282,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1283,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1284,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1285,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1286,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1287,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1288,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1289,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1290,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1291,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
1292,IL,Flood,"Severe Storms, Straight-Line Winds, and Flooding",2013,2013
