State,Year,Population,Violent_crime_total,Murder_and_nonnegligent_Manslaughter,Murder_per100000,Legacy_rape_/1,Revised_rape_/2,Robbery,Aggravated_assault,State_code
Idaho,1994,1133000,3238,40,3.5304501324,316,NA,209,2673,ID
Idaho,1995,1163000,3745,48,4.1272570937,330,NA,279,3088,ID
Idaho,1996,1189000,3177,43,3.6164844407,313,NA,241,2580,ID
Idaho,1997,1210000,3107,39,3.2231404959,350,NA,237,2481,ID
Idaho,1998,1229000,3468,36,2.9292107404,386,NA,264,2782,ID
Idaho,1999,1251700,3066,25,1.9972836942,417,NA,223,2401,ID
Idaho,2000,1293953,3267,16,1.2365209556,384,NA,223,2644,ID
Idaho,2001,1320585,3211,30,2.2717204875,425,NA,245,2511,ID
Idaho,2002,1343124,3419,36,2.6803184218,497,NA,240,2646,ID
Idaho,2003,1367034,3362,26,1.9019278233,535,NA,245,2556,ID
Idaho,2004,1395140,3452,31,2.2219992259,594,NA,241,2586,ID
Idaho,2005,1429367,3670,35,2.4486363544,577,NA,266,2792,ID
Idaho,2006,1466465,3666,35,2.3866918065,611,NA,294,2726,ID
Idaho,2007,1499402,3841,49,3.2679694972,607,NA,243,2942,ID
Idaho,2008,1523816,3680,23,1.5093685852,579,NA,239,2839,ID
Idaho,2009,1545801,3805,24,1.5525931216,575,NA,254,2952,ID
Idaho,2010,1571102,3464,22,1.4002910059,533,NA,213,2696,ID
Idaho,2011,1583744,3202,35,2.2099531237,444,NA,188,2535,ID
Idaho,2012,1595590,3348,30,1.8801822523,495,NA,243,2580,ID
Idaho,2013,1612843,3471,29,1.7980671398,516,674,220,2548,ID
Idaho,2014,1634464,3468,32,1.9578283768,468,609,204,2623,ID
Illinois,1960,10081158,36802,489,4.8506332308,1773,NA,21048,13492,IL
Illinois,1961,10258000,37156,492,4.7962565802,1767,NA,20977,13920,IL
Illinois,1962,10146000,38926,537,5.2927261975,1884,NA,20442,16063,IL
Illinois,1963,10182000,33627,523,5.1365154194,1416,NA,19193,12495,IL
Illinois,1964,10489000,36916,572,5.4533320622,1569,NA,19123,15652,IL
Illinois,1965,10644000,34345,551,5.1766253288,1706,NA,17535,14553,IL
Illinois,1966,10722000,39116,745,6.9483305353,1777,NA,19824,16770,IL
Illinois,1967,10893000,42956,793,7.2799045258,1953,NA,21879,18331,IL
Illinois,1968,10974000,44776,893,8.1374157099,1798,NA,23209,18876,IL
Illinois,1969,11047000,49543,950,8.5996198063,2113,NA,26153,20327,IL
Illinois,1970,11113976,52006,1066,9.5915269207,2270,NA,27908,20762,IL
Illinois,1971,11196000,53436,1079,9.6373704895,2418,NA,28900,21039,IL
Illinois,1972,11251000,57162,985,8.7547773531,2623,NA,29267,24287,IL
Illinois,1973,11236000,62457,1163,10.3506585974,2694,NA,30651,27949,IL
Illinois,1974,11131000,69806,1319,11.8497888779,3082,NA,34882,30523,IL
Illinois,1975,11145000,74699,1179,10.5787348587,2869,NA,36308,34343,IL
Illinois,1976,11229000,70266,1161,10.3393000267,2763,NA,32243,34099,IL
Illinois,1977,11245000,70910,1109,9.8621609604,2932,NA,31524,35345,IL
Illinois,1978,11243000,76084,1108,9.8550209019,3151,NA,32932,38893,IL
Illinois,1979,11230000,83540,1203,10.7123775601,3702,NA,36056,42579,IL
Illinois,1980,11355062,91753,1205,10.6120072264,3950,NA,41675,44923,IL
Illinois,1981,11455000,90781,1205,10.5194238324,3716,NA,42752,43108,IL
Illinois,1982,11448000,88644,1005,8.7788259958,3424,NA,39700,44515,IL
Illinois,1983,11486000,83629,1112,9.6813512102,3619,NA,36625,42273,IL
Illinois,1984,11511000,83441,1033,8.9740248458,3594,NA,34965,43849,IL
Illinois,1985,11535000,82448,927,8.0364109233,4529,NA,33120,43872,IL
Illinois,1986,11533000,93454,1023,8.8701985607,4765,NA,37583,50083,IL
Illinois,1987,11582000,92216,967,8.3491624935,4443,NA,36406,50400,IL
Illinois,1988,11544000,93557,991,8.5845460845,4449,NA,36097,52020,IL
Illinois,1989,11658000,98611,1051,9.0152684852,4161,NA,39138,54261,IL
Illinois,1990,11430602,110575,1182,10.3406627228,4505,NA,45038,59850,IL
Illinois,1991,11543000,119955,1300,11.2622368535,4615,NA,52653,61387,IL
Illinois,1992,11631000,113664,1322,11.366176597,4312,NA,47973,60057,IL
Illinois,1993,11697000,112260,1332,11.3875352655,4046,NA,44584,62298,IL
Illinois,1994,11752000,112928,1378,11.7256637168,3913,NA,43788,63849,IL
Illinois,1995,11830000,117836,1221,10.3212172443,4313,NA,39139,73163,IL
Illinois,1996,11847000,105482,1179,9.9518865536,4548,NA,33106,66649,IL
Illinois,1997,11896000,102476,1096,9.2131809011,4415,NA,33123,63842,IL
Illinois,1998,12045000,97291,1008,8.3686176837,4095,NA,29927,62261,IL
Illinois,1999,12128370,83621,939,7.7421780503,4297,NA,26365,52020,IL
Illinois,2000,12419293,81196,898,7.2306853538,3926,NA,25641,50731,IL
Illinois,2001,12520227,79270,982,7.8433082723,4010,NA,24931,49347,IL
Illinois,2002,12586447,75759,961,7.6351968113,4370,NA,25314,45114,IL
Illinois,2003,12649087,70376,895,7.0756094887,4189,NA,23786,41506,IL
Illinois,2004,12712016,69365,780,6.135926827,4220,NA,22582,41783,IL
Illinois,2005,12765427,70496,770,6.0319173029,4313,NA,23255,42158,IL
Illinois,2006,12831970,69498,780,6.0785678271,4078,NA,23782,40858,IL
Illinois,2007,12852548,68528,752,5.8509798991,4103,NA,23100,40573,IL
Illinois,2008,12901563,67780,790,6.123289093,4118,NA,24054,38818,IL
Illinois,2009,12910409,64185,773,5.98741682,3901,NA,22923,36588,IL
Illinois,2010,12841980,57132,704,5.4820206853,3066,NA,20386,32976,IL
Illinois,2011,12859752,54523,781,6.0732119873,3030,NA,20217,30495,IL
Illinois,2012,12868192,53556,770,5.98374659,3581,NA,19480,29725,IL
Illinois,2013,12890552,51956,722,5.6010014156,3895,5340,17733,28161,IL
Illinois,2014,12880580,47663,685,5.3180835025,3081,4159,15299,27520,IL
Indiana,1960,4662498,3945,204,4.3753369975,240,NA,1609,1892,IN
Indiana,1961,4711000,4044,192,4.07556782,250,NA,1829,1773,IN
Indiana,1962,4715000,4191,167,3.5418875928,289,NA,1814,1921,IN
Indiana,1963,4694000,4819,130,2.7694929697,380,NA,2219,2090,IN
Indiana,1964,4825000,6564,147,3.0466321244,505,NA,2802,3110,IN
Indiana,1965,4885000,6695,173,3.5414534289,516,NA,2802,3204,IN
Indiana,1966,4918000,7196,197,4.0056933713,520,NA,3089,3390,IN
Indiana,1967,5000000,8143,188,3.76,633,NA,3933,3389,IN
Indiana,1968,5067000,10229,243,4.7957371226,741,NA,5119,4126,IN
Indiana,1969,5118000,10141,255,4.9824150059,864,NA,4788,4234,IN
Indiana,1970,5193669,12184,253,4.8713154419,1031,NA,5729,5171,IN
Indiana,1971,5274000,13031,282,5.3469852105,1025,NA,6646,5078,IN
Indiana,1972,5291000,12968,321,6.0669060669,1192,NA,5878,5577,IN
Indiana,1973,5316000,13696,388,7.2987208427,1239,NA,5785,6284,IN
Indiana,1974,5330000,15631,427,8.0112570356,1255,NA,7166,6783,IN
Indiana,1975,5311000,17677,449,8.4541517605,1291,NA,8328,7609,IN
Indiana,1976,5302000,16721,377,7.1105243304,1228,NA,6830,8286,IN
Indiana,1977,5330000,16553,395,7.4108818011,1412,NA,6565,8181,IN
Indiana,1978,5374000,17383,334,6.2151097879,1451,NA,6526,9072,IN
Indiana,1979,5400000,18254,448,8.2962962963,1681,NA,7167,8958,IN
Indiana,1980,5461103,20633,485,8.8809897927,1808,NA,7720,10620,IN
Indiana,1981,5466000,18672,388,7.0984266374,1616,NA,7050,9618,IN
Indiana,1982,5471000,16444,355,6.4887589106,1521,NA,5966,8602,IN
Indiana,1983,5479000,15547,286,5.2199306443,1509,NA,5474,8278,IN
Indiana,1984,5498000,16781,303,5.5110949436,1372,NA,5435,9671,IN
Indiana,1985,5499000,17014,319,5.8010547372,1318,NA,5065,10312,IN
Indiana,1986,5504000,16937,329,5.9774709302,1424,NA,4954,10230,IN
Indiana,1987,5531000,18169,307,5.5505333574,1609,NA,4901,11352,IN
Indiana,1988,5575000,21187,358,6.4215246637,1731,NA,4963,14135,IN
Indiana,1989,5593000,22735,353,6.3114607545,1804,NA,5671,14907,IN
Indiana,1990,5544159,26275,344,6.2047282554,2103,NA,5619,18209,IN
Indiana,1991,5610000,28349,423,7.5401069519,2318,NA,6506,19102,IN
Indiana,1992,5662000,28791,464,8.1949841046,2398,NA,6921,19008,IN
Indiana,1993,5713000,27941,430,7.526693506,2234,NA,6845,18432,IN
Indiana,1994,5752000,30205,453,7.8755215577,2046,NA,7490,20216,IN
Indiana,1995,5803000,30451,466,8.0303291401,1930,NA,7844,20211,IN
Indiana,1996,5841000,31366,420,7.1905495634,1992,NA,7249,21705,IN
Indiana,1997,5864000,30179,430,7.3328785812,1928,NA,7763,20058,IN
Indiana,1998,5899000,25423,454,7.6962196983,1952,NA,6561,16456,IN
Indiana,1999,5942901,22261,391,6.5792783693,1607,NA,6496,13767,IN
Indiana,2000,6080485,21230,352,5.7890118963,1759,NA,6282,12837,IN
Indiana,2001,6126743,22734,413,6.7409388643,1716,NA,7171,13434,IN
Indiana,2002,6156913,22001,362,5.8795698429,1843,NA,6612,13184,IN
Indiana,2003,6199571,21842,338,5.4519901458,1720,NA,6401,13383,IN
Indiana,2004,6226537,20294,316,5.0750521518,1803,NA,6373,11802,IN
Indiana,2005,6266019,20302,356,5.6814382465,1856,NA,6809,11281,IN
Indiana,2006,6313520,20303,361,5.7178879611,1811,NA,7175,10956,IN
Indiana,2007,6345289,21310,350,5.5159032158,1738,NA,7845,11377,IN
Indiana,2008,6376792,21525,322,5.0495609705,1711,NA,7580,11912,IN
Indiana,2009,6423113,21455,312,4.8574577467,1621,NA,7347,12175,IN
Indiana,2010,6490622,20983,268,4.1290341665,1760,NA,6559,12396,IN
Indiana,2011,6516353,21619,306,4.6958782006,1758,NA,6977,12578,IN
Indiana,2012,6537782,22544,307,4.6957821475,1661,NA,6601,13975,IN
Indiana,2013,6570713,23627,357,5.4332003239,1623,2241,7114,13915,IN
Indiana,2014,6596855,24099,330,5.0023837116,1615,2186,6897,14686,IN
Iowa,1960,2757537,656,17,0.6164921812,102,NA,301,236,IA
Iowa,1961,2779000,643,36,1.2954300108,81,NA,291,235,IA
Iowa,1962,2777000,559,31,1.1163125675,105,NA,238,185,IA
Iowa,1963,2780000,629,35,1.2589928058,100,NA,253,241,IA
Iowa,1964,2756000,1007,35,1.2699564586,137,NA,310,525,IA
Iowa,1965,2760000,1067,36,1.3043478261,123,NA,354,554,IA
Iowa,1966,2747000,1214,43,1.5653440116,132,NA,351,688,IA
Iowa,1967,2753000,1608,42,1.5256084272,155,NA,578,833,IA
Iowa,1968,2748000,1882,48,1.7467248908,186,NA,686,962,IA
Iowa,1969,2781000,1918,39,1.402373247,178,NA,622,1079,IA
Iowa,1970,2825041,2241,54,1.911476683,175,NA,804,1208,IA
Iowa,1971,2852000,2822,52,1.8232819074,255,NA,866,1649,IA
Iowa,1972,2883000,2519,50,1.7343045439,248,NA,770,1451,IA
Iowa,1973,2904000,2970,63,2.1694214876,329,NA,954,1624,IA
Iowa,1974,2855000,3455,54,1.8914185639,287,NA,1390,1724,IA
Iowa,1975,2870000,4039,71,2.4738675958,297,NA,1536,2135,IA
Iowa,1976,2870000,3813,67,2.3344947735,307,NA,1180,2259,IA
Iowa,1977,2879000,4145,67,2.3271969434,306,NA,1187,2585,IA
Iowa,1978,2896000,4674,74,2.5552486188,300,NA,1357,2943,IA
Iowa,1979,2903000,5259,65,2.2390630382,320,NA,1457,3417,IA
Iowa,1980,2907804,5826,63,2.1665834424,416,NA,1596,3751,IA
Iowa,1981,2897000,5915,76,2.6234035209,389,NA,1554,3896,IA
Iowa,1982,2905000,5018,67,2.3063683305,362,NA,1051,3538,IA
Iowa,1983,2905000,5262,68,2.3407917384,365,NA,1192,3637,IA
Iowa,1984,2910000,5781,59,2.0274914089,375,NA,1114,4233,IA
Iowa,1985,2884000,6106,55,1.907073509,363,NA,1187,4501,IA
Iowa,1986,2851000,6703,51,1.7888460189,356,NA,1197,5099,IA
Iowa,1987,2834000,6553,59,2.081863091,337,NA,1025,5132,IA
Iowa,1988,2834000,7279,47,1.6584333098,446,NA,1132,5654,IA
Iowa,1989,2840000,7563,54,1.9014084507,459,NA,1108,5942,IA
Iowa,1990,2776755,8321,54,1.9447160444,510,NA,1089,6668,IA
Iowa,1991,2795000,8477,57,2.0393559928,583,NA,1257,6580,IA
Iowa,1992,2812000,7816,44,1.5647226174,528,NA,1113,6131,IA
Iowa,1993,2814000,9159,66,2.3454157783,686,NA,1517,6890,IA
Iowa,1994,2829000,8914,47,1.6613644397,666,NA,1327,6874,IA
Iowa,1995,2842000,10071,51,1.7945109078,619,NA,1507,7894,IA
Iowa,1996,2852000,7771,53,1.858345021,561,NA,1286,5871,IA
Iowa,1997,2852000,8841,52,1.8232819074,579,NA,1593,6617,IA
Iowa,1998,2862000,8916,54,1.8867924528,728,NA,1456,6678,IA
Iowa,1999,2869413,8034,43,1.4985643405,780,NA,1051,6160,IA
Iowa,2000,2926324,7796,46,1.5719380356,676,NA,1071,6003,IA
Iowa,2001,2931967,7865,50,1.7053397941,649,NA,1154,6012,IA
Iowa,2002,2935840,8388,44,1.4987192763,797,NA,1169,6378,IA
Iowa,2003,2941976,8175,50,1.6995379976,796,NA,1131,6198,IA
Iowa,2004,2952904,8499,44,1.4900585999,782,NA,1160,6513,IA
Iowa,2005,2965524,8697,40,1.3488341352,847,NA,1153,6657,IA
Iowa,2006,2982085,8521,55,1.8443471598,871,NA,1309,6286,IA
Iowa,2007,2988046,8970,39,1.3052007901,970,NA,1328,6633,IA
Iowa,2008,3002555,8651,77,2.5644825823,937,NA,1249,6388,IA
Iowa,2009,3007856,8485,38,1.2633583523,890,NA,1201,6356,IA
Iowa,2010,3050202,8191,38,1.2458191294,883,NA,1012,6258,IA
Iowa,2011,3064097,7883,44,1.4359858712,866,NA,824,6149,IA
Iowa,2012,3075039,8167,49,1.593475725,901,NA,962,6255,IA
Iowa,2013,3092341,8443,41,1.3258563658,873,1133,937,6332,IA
Iowa,2014,3107126,8497,60,1.9310449592,828,1128,1045,6264,IA
Kansas,1960,2178611,1272,64,2.9376515587,109,NA,410,689,KS
Kansas,1961,2194000,1282,41,1.8687329079,118,NA,460,663,KS
Kansas,1962,2219000,1477,63,2.8391167192,147,NA,480,787,KS
Kansas,1963,2225000,1831,57,2.5617977528,148,NA,648,978,KS
Kansas,1964,2225000,2573,75,3.3707865169,246,NA,623,1629,KS
Kansas,1965,2234000,2392,60,2.6857654432,204,NA,537,1591,KS
Kansas,1966,2250000,2517,78,3.4666666667,200,NA,667,1572,KS
Kansas,1967,2275000,3248,90,3.956043956,243,NA,959,1956,KS
Kansas,1968,2303000,3463,86,3.7342596613,305,NA,1095,1977,KS
Kansas,1969,2321000,3873,81,3.4898750539,350,NA,1271,2171,KS
Kansas,1970,2249071,4561,107,4.7575198827,325,NA,1689,2440,KS
Kansas,1971,2258000,4843,115,5.0930026572,360,NA,1483,2885,KS
Kansas,1972,2258000,4737,91,4.0301151461,401,NA,1556,2689,KS
Kansas,1973,2279000,4956,137,6.0114085125,411,NA,1781,2627,KS
Kansas,1974,2270000,6272,157,6.9162995595,447,NA,2447,3221,KS
Kansas,1975,2267000,6307,122,5.3815615351,391,NA,2103,3691,KS
Kansas,1976,2310000,6529,104,4.5021645022,506,NA,1983,3936,KS
Kansas,1977,2326000,7206,153,6.5778159931,511,NA,2343,4199,KS
Kansas,1978,2348000,7471,133,5.66439523,586,NA,2201,4551,KS
Kansas,1979,2369000,8376,130,5.4875474884,626,NA,2423,5197,KS
Kansas,1980,2354783,9168,163,6.9220815676,742,NA,2664,5599,KS
Kansas,1981,2381000,8796,151,6.3418731625,733,NA,2611,5301,KS
Kansas,1982,2408000,8088,138,5.73089701,596,NA,2095,5259,KS
Kansas,1983,2425000,7919,137,5.6494845361,627,NA,2038,5117,KS
Kansas,1984,2438000,8147,89,3.650533224,669,NA,1745,5644,KS
Kansas,1985,2450000,8716,121,4.9387755102,719,NA,1929,5947,KS
Kansas,1986,2461000,9076,108,4.3884599756,810,NA,1958,6200,KS
Kansas,1987,2476000,8932,110,4.4426494346,808,NA,2032,5982,KS
Kansas,1988,2487000,9083,85,3.4177724166,779,NA,2136,6083,KS
Kansas,1989,2513000,10073,138,5.4914444887,917,NA,2508,6510,KS
Kansas,1990,2477574,11093,98,3.955482258,1002,NA,2914,7079,KS
Kansas,1991,2495000,12465,153,6.1322645291,1118,NA,3453,7741,KS
Kansas,1992,2523000,12888,151,5.9849385652,1042,NA,3277,8418,KS
Kansas,1993,2531000,12564,161,6.3611220861,1016,NA,3128,8259,KS
Kansas,1994,2554000,11314,170,6.6562255286,1055,NA,2940,7149,KS
Kansas,1995,2565000,10792,159,6.1988304094,938,NA,2775,6920,KS
Kansas,1996,2572000,10642,170,6.6096423017,1096,NA,2476,6900,KS
Kansas,1997,2595000,11151,150,5.7803468208,1179,NA,2535,7287,KS
Kansas,1998,2629000,10972,173,6.5804488399,1128,NA,2287,7384,KS
Kansas,1999,2654052,10159,160,6.0285179039,1065,NA,2047,6887,KS
Kansas,2000,2688418,10470,169,6.2862248356,1022,NA,2048,7231,KS
Kansas,2001,2702125,10909,92,3.4047277606,945,NA,2423,7449,KS
Kansas,2002,2711769,10229,78,2.8763511936,1035,NA,2165,6951,KS
Kansas,2003,2724786,10831,125,4.5875162306,1085,NA,2247,7374,KS
Kansas,2004,2733697,10330,122,4.4628208613,1142,NA,1812,7254,KS
Kansas,2005,2748172,10701,101,3.6751702586,1098,NA,1795,7707,KS
Kansas,2006,2764075,11960,125,4.5223085481,1279,NA,1878,8678,KS
Kansas,2007,2775997,12730,106,3.8184479306,1287,NA,2022,9315,KS
Kansas,2008,2802134,11554,113,4.0326408373,1226,NA,1681,8534,KS
Kansas,2009,2818747,11460,125,4.4345945202,1179,NA,1786,8370,KS
Kansas,2010,2859143,10602,97,3.3926249929,1146,NA,1538,7821,KS
Kansas,2011,2870386,10209,111,3.8670757173,1122,NA,1448,7528,KS
Kansas,2012,2885398,10292,85,2.9458674332,1105,NA,1493,7609,KS
Kansas,2013,2895801,9928,117,4.040332882,1003,1295,1339,7177,KS
Kansas,2014,2904021,10123,91,3.1335861552,1075,1411,1362,7259,KS
Kentucky,1960,3038156,2957,205,6.7475139525,163,NA,1001,1588,KY
Kentucky,1961,3076000,2907,201,6.5344603381,146,NA,1085,1475,KY
Kentucky,1962,3082000,2963,201,6.5217391304,177,NA,1122,1463,KY
Kentucky,1963,3095000,2849,172,5.5573505654,166,NA,1109,1402,KY
Kentucky,1964,3159000,3486,164,5.1915163026,254,NA,1140,1928,KY
Kentucky,1965,3179000,3463,168,5.2846807172,209,NA,1167,1919,KY
Kentucky,1966,3183000,4191,223,7.0059692114,265,NA,1362,2341,KY
Kentucky,1967,3189000,4484,230,7.2122922546,291,NA,1502,2461,KY
Kentucky,1968,3229000,5317,288,8.9191700217,330,NA,1941,2758,KY
Kentucky,1969,3232000,5745,336,10.396039604,370,NA,2236,2803,KY
Kentucky,1970,3219311,7157,357,11.0893293627,441,NA,2344,4015,KY
Kentucky,1971,3282000,7717,358,10.9079829372,489,NA,2541,4329,KY
Kentucky,1972,3299000,7446,323,9.7908457108,517,NA,2744,3862,KY
Kentucky,1973,3342000,7356,323,9.6648713345,545,NA,2843,3645,KY
Kentucky,1974,3357000,7857,347,10.3366100685,592,NA,3100,3818,KY
Kentucky,1975,3396000,8967,345,10.1590106007,523,NA,3504,4595,KY
Kentucky,1976,3428000,8987,362,10.5600933489,611,NA,3382,4632,KY
Kentucky,1977,3458000,8077,349,10.0925390399,659,NA,2806,4263,KY
Kentucky,1978,3498000,7807,316,9.033733562,725,NA,2845,3921,KY
Kentucky,1979,3527000,8748,335,9.498157074,719,NA,3247,4447,KY
Kentucky,1980,3641479,9711,321,8.815099579,698,NA,3468,5224,KY
Kentucky,1981,3661000,10599,308,8.413001912,766,NA,3687,5838,KY
Kentucky,1982,3667000,11550,355,9.6809380965,734,NA,3568,6893,KY
Kentucky,1983,3714000,11967,364,9.8007539041,817,NA,3236,7550,KY
Kentucky,1984,3723000,10342,244,6.5538544185,826,NA,2631,6641,KY
Kentucky,1985,3726000,11384,256,6.8706387547,806,NA,2821,7501,KY
Kentucky,1986,3728000,12467,248,6.652360515,860,NA,3076,8283,KY
Kentucky,1987,3727000,12589,280,7.512744835,781,NA,3361,8167,KY
Kentucky,1988,3721000,12284,229,6.1542596076,835,NA,2764,8456,KY
Kentucky,1989,3727000,13302,293,7.8615508452,917,NA,2836,9256,KY
Kentucky,1990,3685296,14386,264,7.1636036834,1068,NA,2545,10509,KY
Kentucky,1991,3713000,16262,253,6.8138971182,1315,NA,3084,11610,KY
Kentucky,1992,3755000,20107,216,5.7523302264,1209,NA,3273,15409,KY
Kentucky,1993,3789000,17530,249,6.5716547902,1301,NA,3425,12555,KY
Kentucky,1994,3827000,16991,244,6.3757512412,1350,NA,3595,11802,KY
Kentucky,1995,3860000,14079,276,7.1502590674,1231,NA,4001,8571,KY
Kentucky,1996,3884000,12448,228,5.8702368692,1230,NA,3643,7347,KY
Kentucky,1997,3908000,12386,228,5.8341862845,1304,NA,3546,7308,KY
Kentucky,1998,3936000,12909,237,6.0213414634,1107,NA,3468,8097,KY
Kentucky,1999,3960825,12212,203,5.1251948773,1148,NA,3104,7757,KY
Kentucky,2000,4041769,11903,193,4.7751368275,1091,NA,3256,7363,KY
Kentucky,2001,4068816,10510,181,4.4484685471,1051,NA,3269,6009,KY
Kentucky,2002,4089822,11101,191,4.6701298981,1087,NA,3131,6692,KY
Kentucky,2003,4118189,10232,181,4.3951358231,1124,NA,3224,5703,KY
Kentucky,2004,4141835,10152,236,5.6979575478,1238,NA,3268,5410,KY
Kentucky,2005,4172608,11134,190,4.5535070632,1421,NA,3690,5833,KY
Kentucky,2006,4206074,11361,173,4.113099294,1312,NA,3850,6026,KY
Kentucky,2007,4241474,12329,206,4.85680214,1365,NA,4068,6690,KY
Kentucky,2008,4269245,12690,201,4.7080924145,1457,NA,4080,6952,KY
Kentucky,2009,4314113,11000,184,4.2650714063,1531,NA,3642,5643,KY
Kentucky,2010,4347223,10604,188,4.3245998652,1438,NA,3748,5230,KY
Kentucky,2011,4366814,10465,151,3.4578985961,1499,NA,3705,5110,KY
Kentucky,2012,4379730,9852,201,4.5893239994,1312,NA,3547,4792,KY
Kentucky,2013,4399583,9280,172,3.9094614194,951,1646,3247,4215,KY
Kentucky,2014,4413457,9340,160,3.6252760591,883,1440,3336,4404,KY
Louisiana,1960,3257022,4990,270,8.2897812787,279,NA,1484,2957,LA
Louisiana,1961,3321000,4508,211,6.3535079795,267,NA,1476,2554,LA
Louisiana,1962,3330000,4570,225,6.7567567568,226,NA,1298,2821,LA
Louisiana,1963,3418000,5798,235,6.8753657109,212,NA,1446,3905,LA
Louisiana,1964,3468000,7140,287,8.2756632065,384,NA,1849,4620,LA
Louisiana,1965,3534000,7178,285,8.064516129,394,NA,1813,4686,LA
Louisiana,1966,3603000,8689,355,9.8529003608,597,NA,2407,5330,LA
Louisiana,1967,3662000,10071,341,9.3118514473,603,NA,3005,6122,LA
Louisiana,1968,3732000,11742,354,9.4855305466,613,NA,3369,7406,LA
Louisiana,1969,3745000,13492,356,9.5060080107,829,NA,3843,8464,LA
Louisiana,1970,3643180,15063,426,11.6930813191,841,NA,5131,8665,LA
Louisiana,1971,3681000,15208,409,11.1111111111,872,NA,4974,8953,LA
Louisiana,1972,3720000,15712,491,13.1989247312,855,NA,4963,9403,LA
Louisiana,1973,3764000,16020,581,15.435706695,837,NA,5218,9384,LA
Louisiana,1974,3764000,17794,604,16.0467587673,949,NA,5885,10356,LA
Louisiana,1975,3791000,18137,477,12.582432076,899,NA,5804,10957,LA
Louisiana,1976,3841000,18161,506,13.1736526946,1028,NA,4776,11851,LA
Louisiana,1977,3921000,20577,609,15.5317521041,1213,NA,5602,13153,LA
Louisiana,1978,3966000,23197,625,15.7589510842,1379,NA,6887,14306,LA
Louisiana,1979,4026000,27229,682,16.9398907104,1554,NA,8832,16161,LA
Louisiana,1980,4199542,27926,661,15.7398116271,1867,NA,8271,17127,LA
Louisiana,1981,4305000,27478,673,15.6329849013,1782,NA,8698,16325,LA
Louisiana,1982,4362000,29185,698,16.0018340211,1740,NA,9275,17472,LA
Louisiana,1983,4438000,28444,629,14.1730509238,1770,NA,8433,17612,LA
Louisiana,1984,4462000,30251,575,12.8865979381,1864,NA,8501,19311,LA
Louisiana,1985,4481000,31108,487,10.8681097969,1782,NA,8526,20313,LA
Louisiana,1986,4501000,34128,575,12.7749389025,1806,NA,10071,21676,LA
Louisiana,1987,4461000,30916,496,11.1185832773,1600,NA,7987,20833,LA
Louisiana,1988,4420000,31711,512,11.5837104072,1702,NA,9238,20259,LA
Louisiana,1989,4382000,34257,653,14.9018712916,1675,NA,10397,21532,LA
Louisiana,1990,4219973,37914,724,17.1565078734,1781,NA,11387,24022,LA
Louisiana,1991,4252000,40438,720,16.9332079022,1738,NA,11860,26120,LA
Louisiana,1992,4287000,42209,747,17.4247725682,1813,NA,11636,28013,LA
Louisiana,1993,4295000,45600,874,20.3492433062,1817,NA,12182,30727,LA
Louisiana,1994,4315000,42369,856,19.8377752028,1923,NA,11530,28060,LA
Louisiana,1995,4342000,43741,740,17.0428374021,1855,NA,11662,29484,LA
Louisiana,1996,4351000,40426,762,17.5132153528,1805,NA,12036,25823,LA
Louisiana,1997,4352000,37248,682,15.6709558824,1799,NA,10407,24360,LA
Louisiana,1998,4369000,34057,560,12.8175783932,1609,NA,8651,23237,LA
Louisiana,1999,4372035,32033,468,10.7043973802,1448,NA,7591,22526,LA
Louisiana,2000,4468976,30440,560,12.5308348042,1497,NA,7532,20851,LA
Louisiana,2001,4470368,30678,501,11.207131046,1403,NA,7864,20910,LA
Louisiana,2002,4476192,29690,593,13.2478678305,1529,NA,7123,20445,LA
Louisiana,2003,4493665,28622,584,12.9960733611,1601,NA,7008,19429,LA
Louisiana,2004,4506685,28844,574,12.7366345773,1616,NA,6564,20090,LA
Louisiana,2005,4507331,26889,450,9.9837353858,1421,NA,5337,19681,LA
Louisiana,2006,4287768,30923,555,12.9437973323,1587,NA,5928,22853,LA
Louisiana,2007,4293204,31789,625,14.5578919613,1427,NA,6316,23421,LA
Louisiana,2008,4410796,29613,544,12.3333747469,1250,NA,6241,21578,LA
Louisiana,2009,4492076,28878,529,11.7762922978,1351,NA,6150,20848,LA
Louisiana,2010,4545343,25241,500,11.0002699466,1230,NA,5297,18214,LA
Louisiana,2011,4574766,25373,506,11.0606750159,1262,NA,5235,18370,LA
Louisiana,2012,4602134,22839,489,10.625505472,1155,NA,5458,15737,LA
Louisiana,2013,4629284,24127,494,10.6711966689,1248,1763,5539,16331,LA
Louisiana,2014,4649676,23934,477,10.2587793214,992,1375,5695,16387,LA
Maine,1960,969265,289,16,1.650735351,48,NA,77,148,ME
Maine,1961,992000,334,16,1.6129032258,58,NA,87,173,ME
Maine,1962,999000,277,14,1.4014014014,28,NA,78,157,ME
Maine,1963,982000,306,19,1.9348268839,36,NA,64,187,ME
Maine,1964,989000,506,15,1.5166835187,77,NA,75,339,ME
Maine,1965,993000,437,21,2.1148036254,43,NA,40,333,ME
Maine,1966,983000,486,22,2.2380467955,48,NA,58,358,ME
Maine,1967,973000,621,4,0.4110996917,58,NA,94,465,ME
Maine,1968,979000,633,29,2.962206333,66,NA,86,452,ME
Maine,1969,978000,733,16,1.63599182,58,NA,111,548,ME
Maine,1970,993663,887,15,1.5095661205,70,NA,125,677,ME
