State,Year,Population,Violent_crime_total,Murder_and_nonnegligent_Manslaughter,Murder_per100000,Legacy_rape_/1,Revised_rape_/2,Robbery,Aggravated_assault,State_code
Alabama,1960,3266740,6097,406,12.4282924261,281,NA,898,4512,AL
Alabama,1961,3302000,5564,427,12.9315566323,252,NA,630,4255,AL
Alabama,1962,3358000,5283,316,9.4103633115,218,NA,754,3995,AL
Alabama,1963,3347000,6115,340,10.1583507619,192,NA,828,4755,AL
Alabama,1964,3407000,7260,316,9.2750220135,397,NA,992,5555,AL
Alabama,1965,3462000,6916,395,11.4095898325,367,NA,992,5162,AL
Alabama,1966,3517000,8098,384,10.9183963605,341,NA,1124,6249,AL
Alabama,1967,3540000,8448,415,11.7231638418,371,NA,1167,6495,AL
Alabama,1968,3566000,8288,421,11.8059450365,396,NA,1462,6009,AL
Alabama,1969,3531000,8842,485,13.7354856981,494,NA,1448,6415,AL
Alabama,1970,3444165,10185,404,11.7299839003,637,NA,1731,7413,AL
Alabama,1971,3479000,10835,524,15.0617993676,661,NA,2005,7645,AL
Alabama,1972,3510000,10994,496,14.1310541311,660,NA,2407,7431,AL
Alabama,1973,3539000,12390,468,13.2240745973,751,NA,2809,8362,AL
Alabama,1974,3577000,13338,536,14.9846239866,811,NA,3562,8429,AL
Alabama,1975,3614000,14201,577,15.9656889873,738,NA,4446,8440,AL
Alabama,1976,3665000,14248,553,15.0886766712,794,NA,3520,9381,AL
Alabama,1977,3690000,15293,524,14.2005420054,929,NA,3572,10268,AL
Alabama,1978,3742000,15682,499,13.3351149118,954,NA,3708,10521,AL
Alabama,1979,3769000,15578,496,13.1599893871,1037,NA,4127,9918,AL
Alabama,1980,3861466,17320,509,13.1815222509,1158,NA,5102,10551,AL
Alabama,1981,3916000,18423,465,11.8743615935,1021,NA,4952,11985,AL
Alabama,1982,3943000,17653,417,10.5757037788,1026,NA,4417,11793,AL
Alabama,1983,3959000,16471,364,9.1942409699,931,NA,3895,11281,AL
Alabama,1984,3990000,17204,374,9.373433584,1002,NA,3833,11995,AL
Alabama,1985,4021000,18398,396,9.8482964437,1079,NA,4237,12686,AL
Alabama,1986,4053000,22616,409,10.0912904022,1150,NA,4523,16534,AL
Alabama,1987,4083000,22833,380,9.3068821945,1137,NA,4581,16735,AL
Alabama,1988,4127000,23052,408,9.8861158226,1228,NA,4860,16556,AL
Alabama,1989,4118000,24329,421,10.223409422,1276,NA,5515,17117,AL
Alabama,1990,4040587,28630,467,11.5577266372,1319,NA,5805,21039,AL
Alabama,1991,4089000,34518,469,11.4697970164,1455,NA,6246,26348,AL
Alabama,1992,4136000,36052,455,11.000967118,1704,NA,6819,27074,AL
Alabama,1993,4187000,32676,484,11.5595892047,1471,NA,6677,24044,AL
Alabama,1994,4219000,28844,501,11.8748518606,1487,NA,7223,19633,AL
Alabama,1995,4253000,26894,475,11.1685868798,1350,NA,7900,17169,AL
Alabama,1996,4273000,24159,444,10.3908261175,1397,NA,7124,15194,AL
Alabama,1997,4319000,24379,426,9.8633943042,1396,NA,6931,15626,AL
Alabama,1998,4352000,22286,354,8.1341911765,1443,NA,5698,14791,AL
Alabama,1999,4369862,21421,345,7.8949861575,1513,NA,5297,14266,AL
Alabama,2000,4447100,21620,329,7.3980796474,1482,NA,5702,14107,AL
Alabama,2001,4468912,19582,379,8.4808114369,1369,NA,5584,12250,AL
Alabama,2002,4478896,19931,303,6.7650599612,1664,NA,5962,12002,AL
Alabama,2003,4503726,19331,299,6.638947396,1656,NA,6038,11338,AL
Alabama,2004,4525375,19324,254,5.6127945198,1742,NA,6042,11286,AL
Alabama,2005,4548327,19678,374,8.2228036814,1564,NA,6447,11293,AL
Alabama,2006,4599030,19553,382,8.3060993296,1646,NA,7062,10463,AL
Alabama,2007,4627851,20775,412,8.9026202443,1548,NA,7398,11417,AL
Alabama,2008,4661900,21110,351,7.5291190287,1618,NA,7346,11795,AL
Alabama,2009,4708708,21194,322,6.8383938864,1504,NA,6265,13103,AL
Alabama,2010,4785401,18363,275,5.7466448475,1355,NA,4864,11869,AL
Alabama,2011,4803689,20166,299,6.224382969,1370,NA,4906,13591,AL
Alabama,2012,4817528,21693,342,7.0990765388,1296,NA,5020,15035,AL
Alabama,2013,4833996,20834,346,7.1576393526,1449,2055,4645,13788,AL
Alabama,2014,4849377,20727,276,5.6914527371,1436,2005,4701,13745,AL
Alaska,1960,226167,236,23,10.1694765372,47,NA,64,102,AK
Alaska,1961,234000,208,27,11.5384615385,31,NA,29,121,AK
Alaska,1962,246000,225,11,4.4715447154,46,NA,34,134,AK
Alaska,1963,248000,272,16,6.4516129032,37,NA,55,164,AK
Alaska,1964,250000,375,26,10.4,56,NA,53,240,AK
Alaska,1965,253000,377,16,6.3241106719,45,NA,101,215,AK
Alaska,1966,272000,409,35,12.8676470588,53,NA,98,223,AK
Alaska,1967,272000,437,26,9.5588235294,48,NA,96,267,AK
Alaska,1968,277000,486,29,10.4693140794,60,NA,146,251,AK
Alaska,1969,282000,624,30,10.6382978723,83,NA,190,321,AK
Alaska,1970,302173,840,37,12.2446413147,79,NA,217,507,AK
Alaska,1971,313000,1112,42,13.4185303514,136,NA,210,724,AK
Alaska,1972,325000,1204,31,9.5384615385,136,NA,216,821,AK
Alaska,1973,330000,1269,33,10,147,NA,221,868,AK
Alaska,1974,337000,1527,46,13.649851632,166,NA,298,1017,AK
Alaska,1975,352000,1900,43,12.2159090909,157,NA,456,1244,AK
Alaska,1976,382000,2063,43,11.2565445026,179,NA,477,1364,AK
Alaska,1977,407000,1804,44,10.8108108108,210,NA,394,1156,AK
Alaska,1978,403000,1781,52,12.9032258065,224,NA,368,1137,AK
Alaska,1979,406000,1994,54,13.3004926108,292,NA,445,1203,AK
Alaska,1980,440142,1919,39,8.8607767493,250,NA,360,1270,AK
Alaska,1981,412000,2537,60,14.5631067961,421,NA,472,1584,AK
Alaska,1982,438000,2732,81,18.4931506849,374,NA,586,1691,AK
Alaska,1983,479000,2940,66,13.7787056367,486,NA,465,1923,AK
Alaska,1984,500000,3108,58,11.6,458,NA,547,2045,AK
Alaska,1985,521000,3031,51,9.7888675624,402,NA,484,2094,AK
Alaska,1986,534000,3046,46,8.6142322097,388,NA,470,2142,AK
Alaska,1987,525000,2391,53,10.0952380952,341,NA,384,1613,AK
Alaska,1988,513000,2682,29,5.6530214425,296,NA,374,1983,AK
Alaska,1989,527000,2623,42,7.9696394687,279,NA,356,1946,AK
Alaska,1990,550043,2885,41,7.4539626902,401,NA,422,2021,AK
Alaska,1991,570000,3499,42,7.3684210526,523,NA,645,2289,AK
Alaska,1992,587000,3877,44,7.4957410562,579,NA,640,2614,AK
Alaska,1993,599000,4557,54,9.0150250417,502,NA,733,3268,AK
Alaska,1994,606000,4644,38,6.2706270627,418,NA,886,3302,AK
Alaska,1995,604000,4656,55,9.1059602649,485,NA,937,3179,AK
Alaska,1996,607000,4417,45,7.413509061,398,NA,710,3264,AK
Alaska,1997,609000,4270,54,8.8669950739,403,NA,648,3165,AK
Alaska,1998,614000,4015,41,6.67752443,421,NA,532,3021,AK
Alaska,1999,619500,3908,52,8.393866021,517,NA,566,2773,AK
Alaska,2000,626932,3554,27,4.3066871686,497,NA,490,2540,AK
Alaska,2001,633630,3735,39,6.1550115998,501,NA,514,2681,AK
Alaska,2002,641482,3627,33,5.1443376431,511,NA,489,2594,AK
Alaska,2003,648280,3877,39,6.0159190473,605,NA,446,2787,AK
Alaska,2004,657755,4159,37,5.6251947914,558,NA,447,3117,AK
Alaska,2005,663253,4194,32,4.8247049014,538,NA,537,3087,AK
Alaska,2006,670053,4610,36,5.372709323,512,NA,600,3462,AK
Alaska,2007,683478,4520,43,6.2913510018,545,NA,581,3351,AK
Alaska,2008,686293,4475,27,3.9341797162,447,NA,645,3356,AK
Alaska,2009,698473,4424,22,3.1497280496,513,NA,654,3235,AK
Alaska,2010,714146,4537,31,4.3408490701,533,NA,594,3379,AK
Alaska,2011,723860,4416,30,4.1444478214,436,NA,576,3374,AK
Alaska,2012,730307,4412,30,4.1078614884,583,NA,630,3169,AK
Alaska,2013,737259,4709,34,4.6116764936,657,925,623,3127,AK
Alaska,2014,736732,4684,41,5.5651173018,555,771,629,3243,AK
Arizona,1960,1302161,2704,78,5.9900427059,209,NA,706,1711,AZ
Arizona,1961,1391000,2288,84,6.0388209921,200,NA,786,1218,AZ
Arizona,1962,1509000,2610,86,5.6991385023,198,NA,851,1475,AZ
Arizona,1963,1559000,3027,93,5.9653624118,222,NA,897,1815,AZ
Arizona,1964,1581000,3368,83,5.2498418722,259,NA,967,2059,AZ
Arizona,1965,1608000,3092,80,4.9751243781,286,NA,895,1831,AZ
Arizona,1966,1618000,3272,98,6.0568603214,296,NA,898,1980,AZ
Arizona,1967,1634000,3892,91,5.5691554468,273,NA,1224,2304,AZ
Arizona,1968,1670000,4402,105,6.2874251497,313,NA,1448,2536,AZ
Arizona,1969,1693000,5742,102,6.0248080331,390,NA,1692,3558,AZ
Arizona,1970,1772482,6564,168,9.4782344757,478,NA,2130,3788,AZ
Arizona,1971,1849000,7407,124,6.7063277447,553,NA,2095,4635,AZ
Arizona,1972,1945000,8731,142,7.3007712082,650,NA,2350,5589,AZ
Arizona,1973,2058000,9877,167,8.1146744412,637,NA,3031,6042,AZ
Arizona,1974,2153000,12202,206,9.5680445889,807,NA,4396,6793,AZ
Arizona,1975,2224000,12184,191,8.5881294964,789,NA,3780,7424,AZ
Arizona,1976,2270000,10335,177,7.7973568282,674,NA,2949,6535,AZ
Arizona,1977,2296000,11347,217,9.4512195122,786,NA,3173,7171,AZ
Arizona,1978,2354000,12996,221,9.3882752761,1040,NA,3835,7900,AZ
Arizona,1979,2450000,14528,219,8.9387755102,1120,NA,4305,8884,AZ
Arizona,1980,2715357,17673,279,10.2748920308,1227,NA,5258,10909,AZ
Arizona,1981,2793000,16082,227,8.1274615109,1064,NA,4961,9830,AZ
Arizona,1982,2860000,14785,236,8.2517482517,1100,NA,4537,8912,AZ
Arizona,1983,2963000,14642,213,7.1886601417,1241,NA,3923,9265,AZ
Arizona,1984,3053000,15756,238,7.7956108745,1316,NA,4003,10199,AZ
Arizona,1985,3187000,19202,254,7.9698776279,1458,NA,4670,12820,AZ
Arizona,1986,3317000,21835,307,9.255351221,1425,NA,5614,14489,AZ
Arizona,1987,3386000,20742,253,7.4719432959,1396,NA,4687,14406,AZ
Arizona,1988,3466000,21147,294,8.4824004616,1345,NA,4750,14758,AZ
Arizona,1989,3556000,21320,237,6.664791901,1286,NA,4944,14853,AZ
Arizona,1990,3665228,23911,284,7.748494773,1500,NA,5897,16230,AZ
Arizona,1991,3750000,25152,291,7.76,1590,NA,6215,17056,AZ
Arizona,1992,3832000,25706,312,8.1419624217,1647,NA,5867,17880,AZ
Arizona,1993,3936000,28142,339,8.612804878,1488,NA,6412,19903,AZ
Arizona,1994,4075000,28653,426,10.4539877301,1465,NA,6601,20161,AZ
Arizona,1995,4218000,30095,439,10.4077761972,1418,NA,7329,20909,AZ
Arizona,1996,4428000,27963,377,8.5140018067,1381,NA,7429,18776,AZ
Arizona,1997,4555000,28411,375,8.2327113063,1492,NA,7547,18997,AZ
Arizona,1998,4669000,26984,376,8.053116299,1451,NA,7715,17442,AZ
Arizona,1999,4778332,26334,384,8.0362770942,1383,NA,7288,17279,AZ
Arizona,2000,5130632,27281,359,6.9971886504,1577,NA,7504,17841,AZ
Arizona,2001,5306966,28675,400,7.5372632875,1518,NA,8868,17889,AZ
Arizona,2002,5441125,30171,387,7.1124997128,1608,NA,8000,20176,AZ
Arizona,2003,5579222,28638,441,7.9043278794,1856,NA,7619,18722,AZ
Arizona,2004,5739879,28952,414,7.2126955986,1896,NA,7721,18921,AZ
Arizona,2005,5953007,30478,445,7.4752137869,2006,NA,8579,19448,AZ
Arizona,2006,6166318,33456,533,8.6437319645,2449,NA,9491,20983,AZ
Arizona,2007,6338755,32835,548,8.6452308064,2353,NA,9764,20170,AZ
Arizona,2008,6500180,31567,462,7.1074954847,2200,NA,9809,19096,AZ
Arizona,2009,6595778,28128,380,5.7612612189,2279,NA,8199,17270,AZ
Arizona,2010,6413158,26528,408,6.3619202895,2191,NA,6953,16976,AZ
Arizona,2011,6467315,26789,397,6.1385598196,2499,NA,7145,16748,AZ
Arizona,2012,6551149,28077,358,5.4646902398,2282,NA,7383,18054,AZ
Arizona,2013,6634997,27576,355,5.3504168879,2344,3174,6656,17391,AZ
Arizona,2014,6731484,26916,319,4.7389253246,2464,3378,6249,16970,AZ
Arkansas,1960,1786272,1924,152,8.5093423622,159,NA,443,1170,AR
Arkansas,1961,1797000,1809,163,9.0706733445,130,NA,446,1070,AR
Arkansas,1962,1823000,1667,144,7.8990674712,124,NA,400,999,AR
Arkansas,1963,1858000,1991,137,7.3735199139,113,NA,466,1275,AR
Arkansas,1964,1933000,2641,147,7.6047594413,157,NA,565,1772,AR
Arkansas,1965,1960000,2662,115,5.8673469388,203,NA,465,1879,AR
Arkansas,1966,1955000,3185,139,7.1099744246,192,NA,574,2280,AR
Arkansas,1967,1968000,4320,173,8.7906504065,279,NA,693,3175,AR
Arkansas,1968,2012000,4360,163,8.1013916501,349,NA,796,3052,AR
Arkansas,1969,1995000,4390,197,9.8746867168,347,NA,885,2961,AR
Arkansas,1970,1923295,4276,195,10.1388502544,328,NA,877,2876,AR
Arkansas,1971,1944000,4680,204,10.4938271605,332,NA,947,3197,AR
Arkansas,1972,1978000,4840,206,10.4145601618,342,NA,1084,3208,AR
Arkansas,1973,2037000,5905,180,8.8365243004,398,NA,1456,3871,AR
Arkansas,1974,2062000,6521,231,11.2027158099,492,NA,1664,4134,AR
Arkansas,1975,2116000,7369,213,10.0661625709,547,NA,1854,4755,AR
Arkansas,1976,2109000,6410,213,10.0995732575,510,NA,1618,4069,AR
Arkansas,1977,2144000,6924,188,8.7686567164,592,NA,1784,4360,AR
Arkansas,1978,2186000,7522,199,9.1033851784,505,NA,1748,5070,AR
Arkansas,1979,2180000,7984,198,9.0825688073,595,NA,1626,5565,AR
Arkansas,1980,2284037,7656,210,9.1942468533,609,NA,1848,4989,AR
Arkansas,1981,2294000,7119,209,9.1107236269,577,NA,1776,4557,AR
Arkansas,1982,2291000,7438,187,8.1623745089,622,NA,1805,4824,AR
Arkansas,1983,2328000,6930,178,7.64604811,586,NA,1614,4552,AR
Arkansas,1984,2349000,7549,176,7.4925500213,697,NA,1587,5089,AR
Arkansas,1985,2359000,8199,187,7.927087749,686,NA,1617,5709,AR
Arkansas,1986,2372000,9365,191,8.0522765599,686,NA,1890,6598,AR
Arkansas,1987,2388000,9839,182,7.621440536,779,NA,1890,6988,AR
Arkansas,1988,2422000,10237,211,8.7118084228,780,NA,2037,7209,AR
Arkansas,1989,2406000,11397,203,8.4372402328,924,NA,2660,7610,AR
Arkansas,1990,2350725,12511,241,10.2521562497,1019,NA,2661,8590,AR
Arkansas,1991,2372000,14072,264,11.1298482293,1058,NA,3217,9533,AR
Arkansas,1992,2399000,13831,259,10.7961650688,990,NA,3011,9571,AR
Arkansas,1993,2424000,14381,247,10.1897689769,1028,NA,3027,10079,AR
Arkansas,1994,2453000,14598,294,11.9853240929,1028,NA,3158,10118,AR
Arkansas,1995,2484000,13741,259,10.4267310789,925,NA,3122,9435,AR
Arkansas,1996,2510000,13161,219,8.7250996016,1046,NA,2864,9032,AR
Arkansas,1997,2523000,13293,250,9.9088386841,1098,NA,2814,9131,AR
Arkansas,1998,2538000,12442,201,7.9196217494,893,NA,2442,8906,AR
Arkansas,1999,2551373,10848,143,5.6048253235,710,NA,2024,7971,AR
Arkansas,2000,2673400,11904,168,6.2841325653,848,NA,2001,8887,AR
Arkansas,2001,2694698,12190,148,5.4922666659,892,NA,2181,8969,AR
Arkansas,2002,2706268,11501,142,5.2470782642,754,NA,2524,8081,AR
Arkansas,2003,2727774,12449,180,6.5987871429,911,NA,2227,9131,AR
Arkansas,2004,2750000,13814,176,6.4,1183,NA,2372,10083,AR
Arkansas,2005,2775708,14670,189,6.8090735769,1202,NA,2532,10747,AR
Arkansas,2006,2810872,15538,205,7.2931104654,1325,NA,2749,11259,AR
Arkansas,2007,2834797,15226,198,6.9846271179,1294,NA,3105,10629,AR
Arkansas,2008,2855390,14649,165,5.7785451374,1463,NA,2777,10244,AR
Arkansas,2009,2889450,14905,179,6.1949505961,1378,NA,2576,10772,AR
Arkansas,2010,2921588,14711,134,4.5865467684,1321,NA,2369,10887,AR
Arkansas,2011,2938582,14173,160,5.4448029696,1230,NA,2357,10426,AR
Arkansas,2012,2949828,13851,174,5.898649006,1233,NA,2310,10134,AR
Arkansas,2013,2958765,13705,158,5.3400658721,1135,1490,2261,9796,AR
Arkansas,2014,2966369,14243,165,5.5623558633,1182,1763,2050,10265,AR
California,1960,15717204,37558,616,3.9192721555,2859,NA,15287,18796,CA
California,1961,16397000,38154,605,3.6896993352,3033,NA,14832,19684,CA
California,1962,16970000,39846,657,3.8715380082,2946,NA,15598,20645,CA
California,1963,17590000,42419,673,3.8260375213,3080,NA,16458,22208,CA
California,1964,18084000,48026,740,4.0920150409,3621,NA,18667,24998,CA
California,1965,18602000,52490,880,4.7306741211,3948,NA,21081,26581,CA
California,1966,18918000,57718,868,4.5882228565,4432,NA,22317,30101,CA
California,1967,19153000,67446,1039,5.424737639,4792,NA,28539,33076,CA
California,1968,19221000,81293,1150,5.983039384,5744,NA,36991,37408,CA
California,1969,19443000,89878,1386,7.1285295479,7053,NA,39240,42199,CA
California,1970,19953134,94741,1376,6.8961597712,7005,NA,41277,45083,CA
California,1971,20223000,104872,1642,8.1194679326,7300,NA,47626,48304,CA
California,1972,20468000,110667,1791,8.7502442838,8127,NA,48829,51920,CA
California,1973,20601000,116563,1862,9.0383961944,8357,NA,49531,56813,CA
California,1974,20907000,127658,1985,9.4944277036,8494,NA,52822,64357,CA
California,1975,21185000,138842,2209,10.4271890489,8807,NA,59827,67999,CA
California,1976,21520000,144041,2220,10.3159851301,9614,NA,59318,72889,CA
California,1977,21896000,154582,2515,11.4861161856,10825,NA,62852,78390,CA
California,1978,22294000,165626,2611,11.7116713017,11316,NA,68235,83464,CA
California,1979,22696000,184087,2952,13.0066972154,12239,NA,75767,93129,CA
California,1980,23532680,210290,3411,14.4947366811,13693,NA,90420,102766,CA
California,1981,24159000,208485,3143,13.0096444389,13566,NA,93781,97995,CA
California,1982,24724000,201429,2779,11.2400906002,12529,NA,91988,94133,CA
California,1983,25174000,194491,2639,10.4830380551,12093,NA,85826,93933,CA
California,1984,25622000,195589,2717,10.6041682929,11702,NA,83924,97246,CA
California,1985,26365000,201763,2770,10.5063531197,11421,NA,86387,101185,CA
California,1986,26981000,248370,3038,11.2597753975,12119,NA,92512,140701,CA
California,1987,27663000,253943,2924,10.5700755522,12109,NA,83341,155569,CA
California,1988,28168000,261912,2936,10.4231752343,11780,NA,86141,161055,CA
California,1989,29063000,284136,3158,10.8660496164,11966,NA,96431,172581,CA
California,1990,29760021,311051,3553,11.9388356614,12688,NA,112208,182602,CA
California,1991,30380000,331122,3859,12.702435813,12896,NA,124939,189428,CA
California,1992,30867000,345624,3921,12.7028865779,12761,NA,130897,198045,CA
California,1993,31211000,336381,4096,13.1235782256,11766,NA,126436,194083,CA
California,1994,31431000,318395,3703,11.7813623493,10984,NA,112160,191548,CA
California,1995,31589000,305154,3531,11.1779416886,10554,NA,104611,186458,CA
California,1996,31878000,274996,2916,9.1473743648,10244,NA,94222,167614,CA
California,1997,32268000,257582,2579,7.992438329,10189,NA,81468,163346,CA
California,1998,32667000,229883,2171,6.6458505525,9782,NA,68782,149148,CA
California,1999,33145121,207879,2005,6.0491557717,9363,NA,60039,136472,CA
California,2000,33871648,210531,2079,6.1378767281,9785,NA,60249,138418,CA
California,2001,34600463,212867,2206,6.3756372277,9960,NA,64614,136087,CA
California,2002,35001986,208388,2395,6.8424688816,10198,NA,64968,130827,CA
California,2003,35462712,205551,2407,6.7874109572,9994,NA,63770,129380,CA
California,2004,35842038,189175,2392,6.6737276491,9615,NA,61768,115400,CA
California,2005,36154147,190178,2503,6.92313388,9392,NA,63622,114661,CA
California,2006,36457549,194483,2486,6.8188895529,9235,NA,71142,111620,CA
California,2007,36553215,191561,2262,6.1882381618,9046,NA,70706,109547,CA
California,2008,36756666,185329,2142,5.8275143888,8903,NA,69388,104896,CA
California,2009,36961664,174934,1972,5.3352576334,8713,NA,64093,100156,CA
California,2010,37338198,164133,1809,4.8449044059,8331,NA,58116,95877,CA
California,2011,37683933,154943,1792,4.7553422834,7665,NA,54291,91195,CA
California,2012,37999878,160944,1884,4.9579106543,7837,NA,56521,94702,CA
California,2013,38431393,154739,1746,4.5431608477,7464,10324,53640,89029,CA
California,2014,38802500,153709,1699,4.3785838541,8398,11527,48680,91803,CA
Colorado,1960,1753947,2408,73,4.1620413844,229,NA,1362,744,CO
Colorado,1961,1781000,2659,83,4.6603032004,230,NA,1633,713,CO
Colorado,1962,1907000,2990,96,5.0340849502,283,NA,1624,987,CO
Colorado,1963,1961000,2555,94,4.793472718,285,NA,1340,836,CO
Colorado,1964,1966000,3119,82,4.1709053917,336,NA,1323,1378,CO
Colorado,1965,1969000,3007,69,3.5043169121,318,NA,1073,1547,CO
Colorado,1966,1977000,3340,79,3.9959534648,343,NA,1064,1854,CO
Colorado,1967,1975000,3789,81,4.1012658228,412,NA,1342,1954,CO
Colorado,1968,2048000,5387,110,5.37109375,535,NA,1977,2765,CO
Colorado,1969,2100000,6275,112,5.3333333333,605,NA,2324,3234,CO
Colorado,1970,2207259,7874,137,6.2067931312,795,NA,2849,4093,CO
Colorado,1971,2283000,8530,149,6.526500219,877,NA,3080,4424,CO
Colorado,1972,2357000,9555,196,8.3156554943,905,NA,3332,5122,CO
Colorado,1973,2437000,10088,193,7.9195732458,944,NA,3970,4981,CO
Colorado,1974,2496000,10728,151,6.0496794872,910,NA,4137,5530,CO
Colorado,1975,2534000,11735,188,7.4191002368,1051,NA,4412,6084,CO
Colorado,1976,2583000,10770,176,6.8137824235,873,NA,3608,6113,CO
Colorado,1977,2619000,13407,166,6.3382970599,1100,NA,4471,7670,CO
Colorado,1978,2670000,13296,196,7.34082397,1323,NA,4251,7526,CO
Colorado,1979,2772000,14472,161,5.8080808081,1472,NA,4353,8486,CO
Colorado,1980,2878407,15215,198,6.8788048389,1510,NA,4608,8899,CO
Colorado,1981,2963000,15755,239,8.0661491731,1352,NA,4726,9438,CO
Colorado,1982,3045000,15354,182,5.9770114943,1356,NA,4587,9229,CO
Colorado,1983,3139000,14955,202,6.4351704364,1316,NA,3968,9469,CO
Colorado,1984,3178000,14548,184,5.7898049087,1238,NA,3623,9503,CO
Colorado,1985,3231000,15219,189,5.8495821727,1321,NA,4012,9697,CO
Colorado,1986,3267000,17105,230,7.0400979492,1382,NA,4731,10762,CO
Colorado,1987,3296000,15409,191,5.7949029126,1344,NA,3916,9958,CO
Colorado,1988,3290000,15548,187,5.6838905775,1269,NA,3250,10842,CO
Colorado,1989,3317000,15636,146,4.4015676816,1202,NA,2984,11304,CO
Colorado,1990,3294394,17328,138,4.1889342926,1521,NA,2985,12684,CO
Colorado,1991,3377000,18887,199,5.8928042641,1588,NA,3628,13472,CO
Colorado,1992,3470000,20086,216,6.2247838617,1641,NA,4180,14049,CO
Colorado,1993,3566000,20229,206,5.7767807067,1633,NA,4160,14230,CO
Colorado,1994,3656000,18632,199,5.443107221,1579,NA,3910,12944,CO
Colorado,1995,3747000,16494,216,5.7646116894,1480,NA,3604,11194,CO
Colorado,1996,3823000,15463,180,4.7083442323,1765,NA,3755,9763,CO
Colorado,1997,3893000,14139,157,4.0328795274,1677,NA,3242,9063,CO
Colorado,1998,3971000,15008,183,4.6084109796,1883,NA,3238,9704,CO
Colorado,1999,4056133,13811,185,4.560994425,1679,NA,3056,8891,CO
Colorado,2000,4301261,14367,134,3.1153654707,1774,NA,3034,9425,CO
Colorado,2001,4430989,15492,158,3.5657953563,1930,NA,3555,9849,CO
Colorado,2002,4501051,15882,179,3.9768489626,2066,NA,3579,10058,CO
Colorado,2003,4547633,15757,185,4.0680503462,1913,NA,3738,9921,CO
Colorado,2004,4601821,17121,201,4.367836124,1945,NA,3739,11236,CO
Colorado,2005,4663295,18498,173,3.7098232044,2026,NA,3948,12351,CO
Colorado,2006,4753377,18794,171,3.5974424078,2158,NA,3824,12641,CO
Colorado,2007,4861515,17101,155,3.1883065258,2075,NA,3461,11410,CO
Colorado,2008,4939456,17480,165,3.3404488268,2151,NA,3404,11760,CO
Colorado,2009,5024748,17022,159,3.1643377937,2269,NA,3371,11223,CO
Colorado,2010,5047692,16339,129,2.5556234414,2230,NA,3164,10816,CO
Colorado,2011,5116302,16085,155,3.0295318767,2285,NA,3299,10346,CO
Colorado,2012,5189458,15951,152,2.9290149376,2122,NA,3392,10285,CO
Colorado,2013,5272086,16099,174,3.3004013971,2198,2963,3136,9826,CO
Colorado,2014,5355866,16554,151,2.8193386466,2121,3039,3039,10325,CO
Connecticut,1960,2535234,928,41,1.6172077213,103,NA,236,548,CT
Connecticut,1961,2614000,878,25,0.9563886764,64,NA,238,551,CT
Connecticut,1962,2597000,938,34,1.3092029265,81,NA,258,565,CT
Connecticut,1963,2666000,1192,47,1.7629407352,88,NA,366,691,CT
Connecticut,1964,2766000,1773,49,1.7715112075,152,NA,414,1158,CT
Connecticut,1965,2832000,1973,46,1.6242937853,148,NA,546,1233,CT
Connecticut,1966,2875000,2146,57,1.9826086957,172,NA,601,1316,CT
Connecticut,1967,2925000,2804,70,2.3931623932,164,NA,941,1629,CT
Connecticut,1968,2959000,3825,73,2.4670496789,238,NA,1332,2182,CT
Connecticut,1969,3000000,4415,86,2.8666666667,260,NA,1696,2373,CT
Connecticut,1970,3032217,5167,106,3.4957920228,276,NA,2136,2649,CT
Connecticut,1971,3081000,5968,96,3.1158714703,367,NA,2563,2942,CT
Connecticut,1972,3082000,6138,100,3.2446463335,275,NA,2437,3326,CT
Connecticut,1973,3076000,6421,102,3.3159947984,342,NA,2589,3388,CT
Connecticut,1974,3088000,7045,101,3.2707253886,345,NA,2850,3749,CT
Connecticut,1975,3095000,8308,120,3.8772213247,385,NA,4069,3734,CT
Connecticut,1976,3117000,8516,97,3.1119666346,448,NA,3831,4140,CT
Connecticut,1977,3108000,8774,132,4.2471042471,521,NA,4026,4095,CT
Connecticut,1978,3099000,9762,129,4.1626331075,533,NA,4798,4302,CT
Connecticut,1979,3115000,12902,131,4.2054574639,752,NA,6021,5998,CT
Connecticut,1980,3095224,12768,146,4.7169445572,670,NA,6749,5203,CT
Connecticut,1981,3132000,14033,168,5.3639846743,687,NA,7709,5469,CT
Connecticut,1982,3153000,12597,164,5.2013954964,692,NA,6574,5167,CT
Connecticut,1983,3138000,11767,129,4.1108986616,627,NA,6296,4715,CT
Connecticut,1984,3154000,12422,122,3.8681039949,759,NA,6009,5532,CT
Connecticut,1985,3174000,12758,120,3.7807183365,763,NA,6032,5843,CT
Connecticut,1986,3189000,13578,148,4.6409532769,760,NA,6129,6541,CT
Connecticut,1987,3211000,13455,156,4.8582995951,800,NA,5720,6779,CT
Connecticut,1988,3241000,14759,174,5.3687133601,849,NA,6080,7656,CT
Connecticut,1989,3239000,16576,190,5.8660080272,892,NA,6956,8538,CT
Connecticut,1990,3287116,18201,166,5.0500195308,918,NA,7717,9400,CT
Connecticut,1991,3291000,17761,187,5.6821634761,960,NA,7384,9230,CT
Connecticut,1992,3281000,16252,166,5.0594330997,884,NA,6918,8284,CT
Connecticut,1993,3277000,14949,206,6.2862374123,800,NA,6447,7496,CT
Connecticut,1994,3275000,14916,215,6.5648854962,806,NA,6150,7745,CT
Connecticut,1995,3275000,13293,150,4.5801526718,776,NA,5345,7022,CT
