RegionID,SizeRank,RegionName,RegionType,StateName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021
30,7,Michigan,State,MI,110580,110904,111242,111966,112687,113428,114116,114786,115338,115902,116518,117262,118020,118758,119483,120130,120776,121382,122058,122735,123559,124350,125141,125699,126238,126742,127291,127800,128384,128952,129587,130233,130980,131728,132352,133036,133717,134616,135481,136505,137387,138403,139267,140241,141067,142010,142924,143917,144939,145861,146785,147591,148541,149429,150554,151460,152312,152916,153732,154545,155357,156046,156702,157361,158007,158641,159211,159825,160495,161253,161924,162563,163139,163725,164375,164972,165470,165913,166247,166674,167067,167493,167833,168139,168430,168813,168998,169287,169609,170048,170499,170885,171323,171710,172168,172588,173049,173388,173855,174230,174628,175011,175446,175825,176096,176393,176631,176921,177194,177433,177672,177877,178125,178176,178163,178249,178492,178701,178837,178875,178919,178919,178864,178744,178494,178146,177709,177172,176596,175900,175128,174265,173410,172564,171605,170587,169271,168096,166842,165952,164739,163364,161791,160552,159374,158283,156825,154982,153094,151319,149601,147322,145098,143444,142107,140228,137544,134672,132153,130201,128511,126675,125043,123477,122112,120363,118750,117418,116888,116323,115784,115181,114759,114463,113718,113023,112173,111421,110494,109697,108864,108295,107571,106881,106074,105329,104870,104644,104784,104993,105254,105532,105685,105813,106350,106986,107797,108513,109493,110452,111275,112325,113447,114526,115648,117064,118655,120254,121873,123664,125565,127612,129809,131790,133654,135453,137280,138891,140089,141304,142416,143584,144469,145092,145601,146071,146836,147496,148199,148784,149629,150242,150765,151213,151818,152528,152922,153427,153934,155003,156030,156975,157459,158163,158960,159920,160873,161896,163171,164377,165318,165987,166690,167633,169008,170344,171726,172702,173518,174348,175301,176381,177623,178772,180063,181276,182297,183418,184643,186334,187702,188745,189429,189999,190562,191298,191975,192548,192714,192828,193598,194806,195948,196178,196079,195913,196105,196276,196980,197687,198857,199850,200350,200438,200841,202181,203999,205990,207765,209593,211100
31,20,Minnesota,State,MN,75944,75909,75980,76199,76528,76934,77266,77659,77937,78242,78572,78955,79305,79740,80205,80689,81047,81367,81779,82180,82677,83152,83613,84121,84665,85225,85706,86001,86350,86617,87058,87530,88268,89044,89755,90273,90886,91707,92660,93625,94529,95549,96393,97005,97485,98061,99017,100122,101217,102264,103217,104382,105591,106871,108244,110059,111771,113407,114630,116054,117454,118844,120326,121813,123083,124344,125592,126977,128443,130000,131533,132756,133857,134931,135989,136997,138328,139631,140968,142001,143083,144151,145285,146545,147812,148964,150067,150971,151870,152615,153534,154367,155147,155846,156752,157633,158411,159169,160093,161137,162029,162940,163717,164613,165433,166188,166650,167140,167915,168835,169474,170085,170746,171427,171960,172271,172831,173236,173791,174061,174126,174061,174041,174120,174119,174025,173890,173668,173211,172775,172332,172184,172075,172113,171886,171313,170312,169198,168164,167477,166809,166292,165422,164165,162635,160850,159518,158328,157189,155948,154418,152614,150798,148967,147474,146052,144685,143240,141188,139386,138021,137330,136699,136307,135814,135270,134423,133835,133346,133070,132895,132511,132045,131134,130246,128830,127261,125629,124370,123111,121699,120123,118693,117217,115639,113868,112216,110821,109697,108702,107658,106616,105884,105466,105331,105388,105420,105985,106656,107655,108686,109854,111071,112216,113293,114080,114728,115519,116857,118143,119550,120992,122574,124005,125197,126234,127331,128346,129643,130678,131689,132437,132937,133069,132979,133085,133390,134092,134645,135768,136621,137607,138078,138468,138968,139492,140229,140832,141573,142231,143183,143881,144531,144960,145381,146076,146921,148126,149177,150274,151163,151971,152545,153229,154164,155488,156997,158374,159543,160246,160937,161550,162549,163650,164990,166282,167585,168581,169505,170274,171108,172185,173177,174123,174768,175496,176269,176909,177296,177751,178477,179541,180565,181278,181998,182636,183499,184508,185326,186206,187017,188069,188924,189642,190430,191465,192580,193833,195017,196054,197211
34,30,Mississippi,State,MS,87515,87346,87270,87207,87283,87481,87607,87905,88026,88248,88437,88825,89169,89260,89555,89540,89890,89843,90209,90422,91061,91480,91730,91633,91788,92684,93347,94384,94320,94867,94959,95418,95632,96215,97112,98181,98893,99488,100021,100766,102146,103166,104221,104139,104156,103895,104154,104574,105237,105624,105988,105915,106181,106386,106629,107266,108157,108883,109204,109353,109678,109568,109678,110003,110167,110158,110002,110250,110478,110884,111340,111228,110568,110437,110672,111247,111743,112205,113221,113454,113585,113242,112815,112886,113493,114449,114709,114634,114247,114394,114073,114207,114515,114999,115739,116174,116713,117000,117488,117699,117879,117772,118047,118469,118691,118987,119330,120332,121154,121473,121927,122862,124263,125687,126735,127760,128791,130246,131331,132048,132504,133735,134979,136308,136855,137716,138528,139822,140600,141022,141082,141466,141958,142436,142406,142194,142649,142762,142879,142423,142607,142941,143630,143736,143877,143343,143352,142976,142587,142203,141878,141514,140867,140195,139487,138972,138328,137973,137414,137017,136427,135819,135452,135052,134661,134034,133380,132605,131965,131508,131176,130760,130091,129465,128475,127689,126919,126439,126014,125727,125350,124804,124131,123609,123204,122725,122398,122062,122021,121874,121843,121520,121176,120687,120260,119984,119939,119985,120030,120081,119759,119401,118874,118740,118725,118856,118963,118880,118816,118924,118961,118967,119068,119149,119207,119221,119161,119102,119080,119306,119552,119412,119458,119445,119593,119883,120293,120782,121492,122281,122987,123312,123542,124001,124419,124789,125096,125235,125456,125510,125469,125467,125597,125896,126177,126455,126730,127154,127435,127762,127990,128529,129002,129316,129465,129733,130047,130366,130595,130868,131312,131939,132628,133145,133616,134063,134610,135158,135811,136424,137023,137522,138058,138426,138611,138565,138715,139296,140040,140710,141191,141702,142314,142773,143223,143593,144107,144569,145113,145435,145759,145997,146346,146722,147074,147602,148100,148715,149316,150122,150801
32,17,Missouri,State,MO,82476,82862,83275,83997,84573,84999,85408,85880,86313,86735,87074,87363,87465,87463,87293,87127,87017,87050,87024,86904,86895,86976,87135,87174,87306,87452,87720,88092,88568,89027,89545,89907,90113,90186,90381,90884,91558,92388,93146,93809,94465,95100,95616,96305,96951,97426,97584,97672,98004,98416,98981,99458,99832,100247,100795,101517,102201,103132,104117,105036,105626,106129,106683,107496,108323,109192,110080,110933,111942,112850,113812,114777,115723,116677,117452,118238,119074,120021,121038,121902,122662,123281,123861,124354,124995,125788,126769,127625,128453,129141,129636,130096,130694,131587,132582,133570,134434,135054,135481,135894,136386,136978,137726,138550,139196,139605,139980,140528,141206,141928,142699,143462,144187,144792,145295,145853,146457,147103,147684,148264,148684,149070,149382,149779,150117,150478,150760,150875,150952,151120,151376,151439,151430,151299,151243,151259,151309,151411,151400,151323,151059,150662,150121,149609,149148,148823,148332,147570,146841,146104,145655,145208,144999,144520,143768,142807,142018,141599,141318,140814,139909,138927,137983,137292,136519,136180,136169,136460,136490,135904,135305,134936,134985,134785,134329,133679,132934,132053,131100,130169,129190,128345,127276,126222,125014,124185,123490,122659,121947,121311,120639,119786,118963,118563,118435,118431,118393,118211,118017,118066,118222,118058,118143,118286,119033,119253,119472,119454,119471,119446,119342,119346,119315,119661,119957,120320,120387,120509,120625,120825,121321,121904,122568,122957,123265,123529,123719,123859,123607,123656,123738,124191,124397,124632,124852,125249,125639,125912,126010,126397,126994,127594,127975,128282,128786,129446,130125,130596,131049,131589,132441,133003,133673,134277,135117,135672,136058,136380,136801,137379,138096,138700,139193,139637,140013,140341,140890,141732,142507,142934,143198,143657,144055,144580,145016,145632,146386,147184,147797,148115,148600,148982,149248,149102,149107,149169,149325,149529,149933,150492,151077,151692,152311,153254,154408,155827,157214,158607,160097,161601,163027
35,43,Montana,State,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162287,162178,162140,162489,163116,163954,164406,164938,165426,166102,166608,167190,167617,168267,168894,169084,168596,168021,168152,168590,168928,169123,169677,170221,171374,172558,174252,175529,177604,179603,181799,183179,184744,185907,187099,187975,189328,191195,193246,195597,197286,198399,198266,198663,199620,201574,203310,205891,205325,203873,201197,200701,200917,201513,203019,204571,205926,206798,207715,208494,210875,213732,216776,218676,220210,221998,223677,225323,226755,227849,228670,228793,229242,230372,232258,233620,234062,233992,234424,234822,235581,236232,237056,237393,237433,235523,233791,232295,232832,233811,233892,233623,232754,232464,232308,233268,233944,234990,234730,234275,233002,231583,230249,229034,227779,226523,225346,224286,223523,223357,223391,223547,223010,222515,221896,221714,221515,221124,220172,218707,217361,215949,215284,214707,214673,214462,214419,214186,214344,214435,214822,215476,216087,216764,217165,217812,218421,219098,219842,220553,221065,221814,222705,223607,224156,224814,225330,225558,225652,226349,227185,228096,228833,229842,230743,231130,231488,231944,232699,233219,233646,233383,233541,234049,235057,235175,234984,235504,236907,237920,238564,239507,241030,242618,243492,243203,242965,243251,244597,245479,245824,246369,247194,248420,249242,250103,251541,253504,255592,257080,258283,259735,261296,263141,264990,266471,267784,269568,270817,272917,274306,276910,278754,280359,281811,283091,284670,286511,288782,290683,292385,294225,296492,298026,298799,299541,300566,301555,302440,303839,305713,307872,309731,312830,314702,316733,316343,317135,317784,319644,321288,322576,323523,324591,326353,327091,328947,331043,335869,340095
38,37,Nebraska,State,NE,98752,99105,99092,99171,99117,98913,98673,98411,98363,98515,98787,99118,99276,99053,99173,99685,100481,101328,102262,103162,103904,104083,104169,104206,104772,105331,105596,105125,104600,104505,104494,104591,104542,104934,105212,105444,105382,105553,105926,106606,107195,107557,107760,108095,108359,108780,109175,109634,109772,109929,110029,110472,110722,110861,110884,111045,111324,111480,111718,111980,112565,112966,113252,113161,113352,113838,114344,114648,114727,114959,115137,115523,115900,116317,116638,116955,117159,117221,117431,117707,118314,118708,119145,119161,119234,119378,119836,120289,120819,121280,121684,121780,122046,122527,123244,123914,124542,125207,125615,126035,126399,126915,127456,128291,128383,128352,128012,128412,128720,128918,129205,129548,129989,130372,130743,131137,131695,132201,132709,132918,133280,133687,134047,134364,134641,134995,135100,134995,135133,135634,136179,136474,136627,136877,136993,136996,136726,136176,135982,135988,136217,135910,135624,135195,134691,133855,133065,132423,132043,132059,132062,132004,131298,130498,129671,129020,128345,127922,128019,128182,128377,128290,128348,128300,128665,129280,129895,130572,131312,131921,131858,131873,131674,131283,130104,128889,127887,126977,126001,125124,124669,124368,123980,123155,122514,122122,122167,122444,122204,122084,121790,121535,120399,119191,118771,118984,119426,119667,120069,120322,121086,121524,122554,123284,125042,126420,127008,126700,126248,126324,126523,126797,126928,127232,127175,127285,126883,126925,127323,128467,129335,129819,130014,130223,130296,130389,130570,131116,131684,132477,133209,133807,134444,135051,135627,136122,136623,137170,137767,138025,138453,138532,138644,138721,139177,139853,140661,141541,142531,143458,144190,144945,145610,146627,147830,149072,149793,150376,150991,151765,152618,153551,154533,155501,156442,157296,157830,158361,159281,160276,161021,161355,161559,161819,162269,162807,163322,163636,164154,164890,165827,166719,167720,168566,169303,169542,169967,170496,171295,172055,172772,173418,173879,174432,175090,176113,177345,179005,180496,181950,183314
42,34,Nevada,State,NV,94630,94588,94614,94600,94694,94730,94810,95003,95281,95515,95612,95766,95986,96262,96409,96690,96836,97003,97084,97074,97117,97195,97421,97653,97944,98251,98578,98691,98758,98930,99049,99126,98940,98907,98932,98861,98539,98200,98047,98055,98198,98392,98919,99329,99738,99915,100192,100452,100785,101016,101276,101604,101866,102102,102087,102175,102435,102805,103218,103540,103946,104477,104943,105315,105717,106173,106723,107278,107809,108277,108597,109042,109471,109884,110268,110751,111171,111534,111819,112236,112598,113241,113949,114807,115561,116320,116834,117336,117812,118391,119069,120004,121464,123084,125000,126746,128927,130866,133683,136068,139649,143422,147824,151379,154408,157160,159948,163129,165968,169769,172627,176516,178611,180920,182468,184954,187230,189238,191001,192189,193589,194157,195530,196622,198030,198718,199242,199204,199233,198813,198488,198262,198163,198274,197724,196168,194264,192546,190646,188626,186269,183833,179975,175613,170642,165400,160324,156239,153176,149538,145577,141170,136431,131765,127768,124645,121354,118087,114546,110715,106350,102072,98456,95533,93387,91579,89986,88168,86706,85469,84432,83683,82825,82656,82056,81643,80709,79954,79230,78457,77297,76122,74983,73765,72862,71438,70625,69367,68879,68367,67967,67634,67683,67748,67974,68476,69118,70104,70800,72123,73186,74295,75487,77012,78787,80710,82969,84940,87091,89260,91751,93821,95964,97781,99483,100389,101233,101982,102567,102899,102776,102601,102610,102613,102255,102474,102784,103850,104406,105028,105283,105703,106422,107028,107240,107665,108327,108913,109122,109699,110447,111199,111457,112087,112617,113343,113941,114516,115202,115441,116048,115790,116266,116734,118559,120040,121666,123227,125240,127072,129230,131802,134643,137527,139791,142337,144232,146356,148537,151541,154362,157086,158761,159997,160569,161679,162549,163372,163472,163840,164592,165409,165518,164912,164040,164002,164474,164935,165548,165926,166827,167556,167941,167863,168305,169413,171197,172492,173648,174578,175654
39,41,New Hampshire,State,NH,80952,80260,79902,79176,78930,78870,79014,79160,79299,79476,79741,80156,80724,81594,82343,82947,83128,83194,83169,83346,83680,84178,84584,84943,85023,85282,85653,86355,86970,87599,88182,88727,89305,89790,90388,90918,91672,92430,93300,94256,95245,96319,97308,98111,98871,99601,100688,101842,103219,104453,105719,106453,107141,107786,108866,110180,111520,113088,114521,116081,117374,118831,120227,121944,123881,125778,127468,128988,130562,131994,133380,134738,136256,137765,139217,140863,142287,143941,145563,147363,149133,150963,152842,154841,156667,158475,160228,161718,163287,164698,166312,167817,169480,171170,172686,173906,175303,176929,178704,180372,182193,184064,185719,187263,188669,190084,191545,193071,194563,196162,197734,199418,200768,201911,203049,204067,205241,206376,207506,208623,209551,209728,209476,209458,209571,209873,209651,209643,209154,208501,207825,207219,206575,205790,205523,204757,204750,204310,204345,203848,203462,203011,202113,201092,199554,198542,197181,196705,194753,192808,190642,189330,188044,186596,185368,183819,183084,182317,181790,180303,179228,178476,177849,176855,175749,174918,174605,174670,174440,173566,172684,172112,172005,171695,171463,171153,171067,170699,169881,168902,168121,167939,167675,167113,166076,164994,163726,162686,161623,160944,160393,159966,159468,158870,158019,157511,157379,157691,158213,158588,159034,159392,159724,160039,160304,160819,161720,162590,163303,163735,164231,164908,165590,166121,166456,166796,167172,167538,167759,168053,168142,168421,168625,168886,169051,169475,170202,170791,171324,171734,172439,173180,174261,175076,175871,176348,176799,177109,177457,178288,179055,179572,179788,180245,181140,182084,182826,183595,184560,185675,186622,187320,188272,189919,191535,192894,193421,194204,195326,196568,197834,199019,200660,202078,203392,204051,205071,206010,207251,208417,209530,210946,212075,213138,213563,214309,215073,215731,215926,216256,217657,219299,220844,221556,222141,222806,223613,224338,225347,226889,228909,230827,232067,233260,234661,236723,239219,241903,244918,248110,251305
40,10,New Jersey,State,NJ,127412,127110,126903,126495,126146,125843,125611,125516,125503,125552,125584,125633,125769,126045,126365,126649,127012,127398,127818,128137,128411,128625,128936,129283,129617,129900,130103,130355,130522,130756,130945,131241,131623,132194,132733,133316,133821,134416,135087,135861,136724,137593,138533,139358,140159,140866,141825,142895,144143,145320,146544,147749,149016,150318,151688,153103,154565,156012,157418,158823,160234,161864,163441,165124,166706,168376,170021,171697,173432,175335,177166,178930,180595,182294,184109,185983,187869,189768,191733,194033,196535,199146,201754,204348,207014,209568,212086,214465,216871,219291,221722,223983,226047,228012,229994,232197,234573,237181,239940,242605,245520,248492,251815,255263,258748,262161,265516,268875,272217,275326,278262,281467,284744,288174,291437,294727,297996,301380,304699,307816,310431,312737,314854,316920,318737,320199,320987,321134,320820,320104,319358,318204,316958,315677,315187,314973,314765,313741,312512,311304,310274,309284,308225,307186,305725,304421,302036,299571,296744,294914,293367,291475,289412,287175,284669,282188,280351,278933,277773,275514,273388,271012,269546,268543,267973,267478,267236,266959,266533,265567,264521,264665,264893,265073,264005,262405,260262,258132,256041,254497,252775,251307,249371,247324,245084,243219,241502,240464,239617,238865,237895,236581,235182,233924,233342,232754,232336,231420,230821,230046,229810,229888,230264,230600,231846,232826,233831,233940,234113,234824,236011,237595,238769,239673,240763,241849,242570,243144,244069,245542,246640,247292,247492,247686,247747,247777,247594,247674,247793,248175,248071,248238,248694,249216,249491,249529,249813,250161,250612,250845,250842,250916,250875,250682,250419,250629,251140,251578,251854,252311,252585,253010,253444,253866,254633,255478,256778,257574,258570,259488,260573,261375,262402,263506,264744,266043,267238,268459,269196,269973,270382,270907,271378,272103,272660,272986,273376,273659,274117,274248,275004,275906,276990,277406,277330,276939,276628,276739,277402,278365,279366,280388,281256,282260,283427,285245,287632,290406,293391,296391,299164
41,35,New Mexico,State,NM,,,,,,,,,,,,,,,,,,,,,,,,,,,,123208,122102,121318,120041,119647,119613,119659,119687,119821,120118,120341,120540,120717,121299,121976,122421,122292,122016,121935,121880,121818,121596,121552,121610,121849,122345,122978,123811,123933,123856,123411,123306,123329,123562,124046,124450,124852,125143,125774,126161,126584,126814,127412,127860,128135,128391,128458,128947,129119,129328,129020,129000,129213,129461,129538,129590,129673,129942,130189,130713,131025,131461,131498,131865,132379,133152,133749,134541,135277,135928,136874,137033,137503,137912,139355,140307,140740,140865,141313,141574,142194,142792,143372,144188,145002,145834,146422,147373,148528,149986,151515,153396,155071,156758,158288,160317,162350,164407,166038,167357,168889,170539,172082,173170,173879,174644,175396,175839,176361,176909,177893,178964,179918,180203,180293,180386,180918,180986,181055,180884,180483,179744,178595,177656,176672,176213,175393,174617,173726,172980,172061,170592,169675,168849,168529,167662,166812,165725,165361,165077,164533,163754,162930,162753,162096,161435,160375,159413,158567,157481,155954,154401,153233,152750,152353,151907,151159,150414,149677,149307,148569,148176,147805,147477,147052,146432,145936,145220,144776,144525,144421,144232,144075,144082,144006,144020,143684,143449,143288,143595,143896,144184,144568,144846,145482,145581,145999,146047,146668,146923,146972,146669,146479,146263,145698,145175,144543,144462,144427,144827,144822,144844,144851,145003,145311,145626,146162,146715,147349,147754,147822,147428,147341,147547,148029,148478,148726,149015,149389,149836,150193,150489,151055,151964,152839,153481,154027,154386,154746,155032,155478,156068,156582,157108,157358,157687,157736,157899,158194,159024,160040,160821,161273,161413,161750,162193,163185,164164,165509,166884,168202,168977,169686,170671,171897,173006,173968,174900,175407,175627,175955,176456,177165,177940,178774,179624,180520,181745,183113,184567,186252,188289,190267,192254
43,2,New York,State,NY,161740,161324,161083,160784,160809,160827,160760,160576,160600,160665,160929,161210,161646,162443,163333,164096,164532,165108,165839,166776,167621,168619,169637,170773,171955,172800,173583,174164,174870,175631,176533,177768,179009,180321,181432,182630,183669,184936,186179,187694,189336,191158,193352,195371,197349,199016,200638,202177,203727,206069,208764,211752,214411,217079,219588,221756,224064,226603,229582,232570,235402,238949,242645,246377,249043,251125,252825,254598,256527,258726,261276,263832,266895,266490,265243,263687,264933,266534,267799,270103,272801,275681,277747,279988,282091,286137,291178,296191,300331,305398,311372,316142,318918,320823,323286,325969,328928,332284,335156,338485,341525,344384,347504,351191,357361,363330,369134,373462,377904,382328,388667,394893,400849,405721,410943,417520,423940,431837,437911,444156,449913,455654,458039,459215,460992,465417,468099,467422,462546,456878,454410,456242,457266,457477,458109,459955,461318,459364,458496,458423,462146,465781,468632,468734,469292,469510,468949,468306,466290,465053,462651,461908,460456,458507,455490,451065,445933,440530,437322,432806,430351,426825,423794,419242,414976,412168,410498,409450,409472,410126,409200,409133,408490,410228,412222,413638,414596,414397,413364,412017,410948,410666,412500,413059,413067,411326,410308,410299,410333,410228,410108,410532,410176,409240,406919,406265,405996,406825,407025,407593,408152,409434,411092,413201,415415,417428,419239,421076,423390,425796,428263,430693,433434,436102,438740,441083,443963,447372,451587,455126,458030,460072,462181,464489,466873,469146,470876,472821,475545,478734,481573,483989,486299,489156,491677,494235,496650,499336,502408,504942,505604,505751,506005,508197,510274,512322,513813,515179,516213,516815,517831,519749,522742,524558,526222,526962,528995,531348,534998,538118,541197,544713,547528,549831,551654,555314,558613,561712,563746,565731,567233,569272,572175,574070,575900,576503,577311,577238,578602,579297,580550,580033,580274,578921,577074,573833,571571,571030,572381,573572,573367,573306,573087,574103,574464,575796,577063,579745,581848,583310,583341
36,9,North Carolina,State,NC,95624,95850,96042,96453,96819,97195,97563,97989,98374,98777,99183,99646,100051,100477,100960,101484,101969,102437,102923,103416,103982,104481,105001,105471,106160,106689,107146,107456,108022,108601,109243,109752,110222,110752,111222,111663,111860,112168,112461,112879,113160,113456,113609,113741,113936,114177,114455,114700,114987,115472,116039,116631,117049,117456,117877,118318,118688,119022,119492,119910,120372,120515,120671,120736,120971,121215,121480,121758,122038,122307,122460,122630,122764,122997,123192,123445,123641,123841,124038,124224,124417,124588,124769,124975,125184,125459,125744,125970,126187,126323,126449,126625,126816,127102,127371,127632,127997,128293,128637,128903,129232,129638,130120,130628,131187,131640,132134,132715,133196,133801,134299,135005,135635,136323,137053,137726,138436,139259,140170,141047,141895,142730,143570,144393,145292,146205,147165,148145,149019,149781,150386,151004,151668,152171,152758,153366,154080,154742,155142,155481,155698,155895,156116,156269,156380,156285,156084,155725,155320,154808,154288,153869,153439,152908,152045,151054,149968,149324,148699,147954,146915,145915,145117,144100,143219,142520,142198,141820,141432,140794,140208,139805,139508,139113,138440,137769,136983,136195,135311,134551,133803,133083,132239,131241,130298,129516,128901,128368,127918,127349,126821,126362,125997,125671,125352,125252,125075,124820,124581,124570,124674,124836,124899,124838,124784,124745,124949,125189,125652,126206,126759,127153,127375,127621,127908,128417,128892,129388,129684,129822,129853,129770,129693,129591,129663,129818,130100,130318,130643,130980,131418,131777,132067,132402,132833,133339,133682,133968,134200,134418,134646,134983,135353,135911,136557,137300,137981,138580,139289,139984,140768,141513,142119,142573,143144,143844,144626,145301,145966,146759,147571,148491,149262,150151,151181,152366,153428,154264,155139,156100,157108,158006,158870,159636,160536,161400,162311,162969,163621,164405,165131,165933,166658,167428,168167,168932,169786,170548,171166,171926,172792,173801,174884,175965,177183,178496,179951,181527,183115,184903,186899
37,47,North Dakota,State,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110707,109947,109961,109711,109951,110179,110590,111121,111285,111329,111317,111795,112294,113281,113368,113458,113195,113317,113373,113411,113962,114793,115576,115818,115988,116519,117742,118851,119576,119769,119854,119842,119960,120109,120483,120741,120989,121096,121246,121714,122087,122490,122545,122464,122337,121980,121927,121792,121912,121673,121246,120524,120052,119940,120273,120524,120512,120536,120491,120538,120342,120387,120763,121236,121594,121690,121931,122307,122615,122816,122720,122788,122653,122627,122203,121864,121633,121805,121791,121731,121761,121980,122385,122681,123308,124029,124883,125785,126624,127361,128115,128914,130033,130989,132130,133219,134493,135481,136506,137385,138297,138865,139504,140071,140851,141792,142692,143466,143761,144119,144519,145192,145876,146974,147968,149307,149734,150134,150260,150886,151821,152898,154011,154798,155323,155712,155959,156008,156300,156522,156941,157119,157361,157682,157685,157727,157669,157553,157564,157570,157789,158098,158019,157982,157589,157162,156943,157018,157457,157703,157831,157844,157944,157797,157848,157595,157818,157736,157945,157632,157373,156885,156729,156570,156619,156594,156734,156897,156876,156701,156458,156605,156855,156854,157172,157355,157816,157675,157623,157573,157638,157996,158250,158410,158423,158797,158820,158997,158884,159340,159657
