RegionID,SizeRank,RegionName,RegionType,StateName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021
16,8,Georgia,State,GA,94104,94310,94530,95006,95483,96032,96548,97076,97580,98082,98631,99165,99563,100006,100488,101125,101691,102175,102680,103225,103831,104494,105132,105806,106762,107707,108608,109193,109958,110727,111556,112350,113188,114025,114895,115825,116746,117707,118729,119815,120909,122066,123362,124693,125984,127238,128421,129577,130528,131544,132622,133888,135077,136253,137386,138518,139660,140762,141790,142782,143791,144795,145707,146532,147346,148083,148744,149379,149984,150617,151252,151874,152419,152865,153191,153546,153865,154238,154495,154679,154880,155121,155485,155746,156039,156208,156534,156701,156855,156918,157133,157368,157610,157729,157757,157906,158078,158481,158742,159121,159402,159641,159847,160130,160420,160746,161040,161256,161501,161684,162014,162387,162840,163352,163589,163871,164137,164513,164975,165382,165874,166208,166368,166303,166214,166284,166656,166917,167170,167359,167568,167797,168054,168423,168888,169226,169388,169339,169209,169029,168603,168071,167469,167134,166493,165429,164169,163118,162454,161604,160554,159411,158408,157363,155871,153809,151746,150074,148558,146810,145044,143590,142719,141798,141163,140288,139799,139274,138738,138012,137270,137017,136698,136004,134449,132758,130611,128873,127018,125890,124604,123627,122191,120642,118691,116980,115696,114986,114723,114365,113862,112910,112130,111391,111209,111065,111245,111623,112034,112175,111979,112064,112693,113524,114720,115761,117004,118253,119683,121240,122884,124720,126653,128288,129654,131077,132307,133699,134756,135713,136476,137006,137887,138664,139640,140544,141455,142406,143215,143883,144503,145429,146720,148154,149110,150022,150944,151878,152870,153517,154645,155744,157294,158653,159697,160364,160853,161495,161842,162832,163924,165525,166685,168044,169229,170291,171329,172711,174437,176052,178030,179593,181069,182467,184125,185815,187138,188457,189943,191624,193199,194551,195780,197078,198357,199196,199877,200087,200642,201374,202682,203276,203734,204014,204510,204694,204914,205316,205918,206777,207626,208453,208818,209633,210610,211943,213198,214831,216563,218488,220424
18,39,Hawaii,State,HI,192742,192083,191317,189969,188402,187058,185728,184590,183242,181809,180372,178975,177867,176709,175310,173420,171830,170347,169066,168024,167403,166941,166255,165624,164316,163047,162409,162668,163045,162806,162316,160897,159302,157590,156330,154941,153928,153166,152290,151144,149795,148776,147797,147474,147277,147454,147870,148577,149928,150885,151835,152142,152806,153591,154398,155280,155978,156793,157128,157592,157645,157870,158001,158693,159558,160328,161178,161918,162994,163899,164986,166105,167045,167955,168999,170212,171288,172385,173732,175388,177372,179031,180602,181996,183985,186181,188661,190873,193390,195678,197800,199882,202065,205372,209104,212415,215947,219555,223348,227021,230634,235235,240165,245094,249436,253669,257842,262910,266774,271250,275909,281591,287666,293550,299793,305838,311837,317067,321857,326938,332704,338379,342412,345992,347986,349790,351206,352539,354461,355445,357205,357601,358024,357683,358029,357153,355897,354418,353628,353867,354648,356362,357882,358510,357223,354758,353600,355169,360159,364510,368107,368734,369088,367494,364756,361080,358781,357303,355560,353169,349029,344201,337438,332667,326590,322984,318907,319241,321010,323867,325834,327457,328854,331083,333762,335899,337887,338263,340554,339705,338134,335961,332887,327360,320446,317927,316603,315424,311983,309917,307274,305744,305616,306357,308774,312191,315398,313497,310377,307860,310006,313040,315946,318425,318738,318436,317531,318012,320162,322750,328404,335221,341553,346224,350931,357074,363115,368212,372015,374778,377356,381617,384168,385942,386123,386257,386841,386743,387447,388004,389893,392193,394528,395831,396907,396869,396933,397731,398850,399143,399618,401071,402660,404209,405056,406874,408596,411427,414275,416702,418293,420181,421876,423155,424332,425907,429126,431581,433832,434294,435769,437615,440188,442260,443872,445466,446975,448279,448534,448845,449432,451232,452255,452788,452639,452703,453086,453874,454795,454609,454128,453668,454288,454790,454817,454676,453911,453237,452990,452957,453003,453498,454426,455467,455658,455725,456367,457380,459157,460965,462494
20,38,Idaho,State,ID,139418,139989,140422,141365,141699,141852,141628,141433,140993,140316,139686,139021,138523,137552,136587,134541,133664,133626,135008,135828,135960,136007,135951,135885,135655,135779,135726,137127,137710,137007,134479,132670,132549,132900,133211,133538,133636,133868,134214,134411,134420,134500,134805,135041,134884,134815,134744,134553,134603,134717,135057,134961,135011,135402,136234,137303,138011,138562,138837,139502,140025,140498,140732,141549,142372,143110,143554,143293,143003,142555,142930,143206,143627,144039,144541,144612,144630,144286,144195,144540,145424,146388,146796,146457,146115,145425,145393,145295,145362,145765,146251,146785,146791,146995,147267,148294,148890,150002,150238,150728,150995,151576,152069,152409,152817,153304,154207,155292,156860,158289,160238,162348,164871,167280,169987,173475,176942,180448,182629,184365,185984,188251,190678,193233,195589,198024,199739,200639,201607,201640,202762,203645,204891,205009,204873,204646,204827,204700,204731,204635,204440,204621,204573,204943,205315,206323,206635,206350,204641,203066,201457,200186,199045,197693,196444,194564,192505,189875,188010,186109,184766,183369,182262,180811,179285,178092,176925,176088,174627,173259,171128,169568,168268,166741,164823,163074,161341,159501,157518,155709,154179,152847,151719,150278,148928,148008,147453,146703,146302,146243,146642,146698,146904,147081,147671,148675,149604,150249,150821,151936,152865,153704,153908,154551,155130,155853,156802,157603,158586,159527,160625,161535,162214,162904,163729,164421,165070,165826,166334,166667,166724,167067,167367,167598,168057,168329,168895,169411,170165,170792,171321,172062,172969,173821,174579,175319,175805,176283,176826,177765,179119,180395,181793,182673,183756,184707,185736,186804,188204,189996,191598,193037,193914,195074,196236,198128,199743,201387,203006,204844,206856,208686,210577,212509,214594,216702,218591,220585,222807,225490,228175,230439,232323,234346,236535,238513,240427,241805,243762,245203,247136,248869,250917,253136,255136,256297,256922,257601,258847,260846,262691,264865,266822,268968,271179,273750,276993,281236,286210,291675,297157
21,4,Illinois,State,IL,129690,129494,129252,129013,128651,128494,128162,128679,129324,130613,131556,132318,132613,132692,132887,132859,133069,132950,132861,131294,129506,126790,124780,123289,122813,122878,122989,123119,123226,123336,123801,124797,126098,127668,129133,130318,130951,131368,131818,132396,132917,133731,134617,135539,136223,137019,137893,138809,139845,140891,141959,142956,143937,144880,145725,146717,147847,149056,150244,151416,152583,153610,154686,155780,157017,158240,159472,160683,161935,163229,164531,165764,166860,167987,169211,170298,171484,172558,173801,174989,176146,177236,178082,179072,180059,181207,182167,183201,183998,184746,185416,186215,187103,187973,188989,189847,190889,191797,192767,193855,194974,196341,197520,198712,199711,200784,202005,203333,204481,205629,206766,207991,209175,210406,211679,212897,214310,215697,216862,217909,218872,219939,220778,221703,222492,223101,223415,223829,224046,224261,224244,224487,224889,225635,225451,225333,224307,224187,223363,223169,222385,222114,221822,221424,220920,218583,218257,215756,215710,212988,212490,210057,209223,206988,205444,202575,199662,197522,195084,193890,191790,190721,189767,189177,187739,186512,185074,184987,184483,184607,183084,182666,180782,180251,177206,175499,173121,171807,169500,167404,165301,163537,162072,159993,158584,156397,155568,153985,152952,150662,149375,147534,146306,144151,143324,142433,142062,141265,140412,139604,138932,139117,139572,140032,140795,141865,142626,143566,144349,145819,147226,149082,150712,152586,153579,154864,155630,156738,157292,157514,158067,158965,159946,160574,161374,161930,162746,163340,163888,164159,164854,166122,167139,167488,167638,167874,168225,168526,168920,169512,170182,171364,172245,172855,173272,173906,174890,175747,176410,177075,177892,178794,179825,180648,181802,182759,183605,184191,184720,185451,186265,187088,187869,188750,189760,190394,190620,190859,191421,192184,192645,193016,193331,193632,193920,194071,194011,194117,194347,194908,195515,196020,196259,196221,195862,195541,195280,195225,195682,196143,196842,197111,197276,197518,198155,199063,200292,201569,202885,204177,205245
22,14,Indiana,State,IN,114318,114253,113598,112574,111119,109377,107819,106283,105784,104653,103843,102636,102078,101356,101046,100457,99578,99094,98896,99563,99147,99667,99955,100920,101238,101049,100841,101225,103330,105744,107496,108212,108511,108712,108877,109454,110088,110863,111490,111824,111899,111763,111863,111412,111794,112277,112723,112102,111509,111709,112159,112382,112388,112393,112763,113537,114030,114394,114738,115413,116064,116149,116221,116316,116539,116732,116798,116966,117002,117035,117075,117292,117569,117864,118020,118127,118184,118216,118260,118114,118133,118189,118333,118398,118311,118329,118413,118684,118845,118862,118913,118996,119219,119331,119561,119694,119904,120133,120534,120988,121387,121697,121851,122152,122338,122626,122690,122871,123292,123607,123685,123279,122983,123060,123367,123653,123756,123857,123957,124028,123877,123800,123747,123983,124286,124575,124799,124973,125287,125534,125642,125753,125882,126128,126277,126495,126554,126479,126361,126310,126266,126219,126461,126795,126955,126846,126673,126408,126175,125917,125713,125346,124877,124475,123913,123179,122667,122198,121945,121603,121481,121428,121327,121204,121323,121332,121503,121489,121417,121442,121381,121448,121280,121113,120720,120216,119266,118505,117752,117439,117103,116600,116046,115391,114710,114099,113777,113831,114053,114077,113980,113658,113239,112879,112694,112595,112675,112539,112483,112245,112190,112240,112097,112044,112122,112448,112633,112907,113166,113531,113685,113833,113979,114116,114473,114852,115380,115849,116454,116850,117112,117313,117680,118030,118262,118524,118862,119204,119281,119274,119263,119510,119813,120097,120118,120182,120369,120683,121083,121535,122126,122636,122865,122965,123096,123595,124411,125274,126055,126580,126936,127192,127550,128117,128930,129793,130711,131403,131892,132363,132877,133714,134531,135321,135922,136644,137578,138592,139435,140243,141143,141999,142637,143061,143634,144469,145460,146098,146643,147043,147777,148435,149085,149772,150654,151493,152093,152445,152920,153682,154446,155286,156007,156922,157909,158974,160075,161346,162836,164499,166136
19,29,Iowa,State,IA,93101,93167,92870,92780,92986,93576,94279,94506,94750,94735,95112,95280,95326,95130,95565,95931,95874,95330,94636,94734,94880,95464,95456,95621,95947,96607,97202,97563,97931,98255,98638,98770,98848,98823,98987,99344,99619,99928,99957,100218,100484,100733,100875,101144,101345,101557,101718,101895,102276,102546,103094,103394,103849,104248,104699,104911,105200,105628,106074,106509,106744,107032,107141,107399,107581,107834,108063,108464,108894,109215,109499,109758,109985,110244,110545,110866,111194,111474,111774,111900,111866,111849,111942,112218,112594,112898,113093,113157,113325,113454,113740,114001,114528,114957,115448,115606,115739,115646,115719,115835,115995,116294,116262,116421,116354,116533,116398,116475,116444,116890,117320,117928,118233,118482,118931,119383,119741,119982,120319,120657,121013,121248,121457,121463,121635,121784,121999,122093,122309,122437,122595,122703,122782,122795,122816,122927,122931,122840,122600,122371,122142,122060,121972,121886,121854,121788,121582,121232,120985,120872,120731,120551,120345,120079,119842,119591,119224,118757,118358,118110,117940,117661,117540,117470,117490,117371,117221,117082,117070,117133,117243,117297,117238,117115,116887,116608,116196,115827,115453,115073,114679,114302,113927,113576,113234,113050,112869,112734,112650,112594,112596,112620,112586,112466,112358,112309,112353,112382,112490,112645,112812,113083,113372,113607,113856,114157,114304,114353,114407,114585,114769,114904,115113,115230,115318,115469,115685,115970,116378,116879,117211,117342,117378,117517,117706,117919,118107,118318,118601,118867,119152,119378,119794,120292,120880,121274,121503,121866,122304,122719,122978,123315,123636,123893,124082,124317,124559,124957,125501,125868,126199,126480,126952,127318,127827,128416,128997,129506,129929,130333,130609,130988,131384,131823,132140,132513,132885,133389,133996,134450,134892,135268,135723,136085,136371,136754,137104,137535,137896,138181,138136,138174,138218,138602,138881,139210,139396,139610,139804,139933,140008,140175,140557,140982,141448,141707,142052,142413,142949,143445,144026
23,32,Kansas,State,KS,69872,70045,70177,70530,70864,71152,71261,71304,71394,71596,71756,71969,71920,72013,72027,72111,72221,72361,72787,73294,73727,73993,74128,74265,74728,74949,75291,75339,75375,75406,75494,75653,75803,75934,76330,76592,76940,77302,77723,78283,78797,79389,79612,79669,79761,79938,80211,80458,80613,80838,80994,81338,81744,82197,82610,82991,83340,83662,83844,84100,84446,84833,85171,85186,85339,85328,85702,86040,86432,86895,87127,87448,87597,87771,88133,88680,88867,89024,88700,88648,88384,88185,88508,88830,89367,89615,89538,89125,89150,89490,90491,91200,91524,91644,91495,91722,91720,91842,92312,93165,93704,94270,94507,94899,95884,96996,98244,98354,98524,98802,99344,99903,100646,100951,101092,101141,101786,102292,102663,103842,105194,106419,106764,106970,107030,107076,107330,107831,108003,108202,108360,108624,108687,108899,109213,109685,110035,110806,111294,111623,111522,111623,111883,111860,111951,111816,112013,111802,111832,111558,111766,112016,112320,112402,112087,111853,111407,111302,111028,111129,111084,111290,111185,111040,110865,110630,110631,110656,110762,110504,110469,110378,110285,109935,109426,108807,108229,107867,107506,106979,106412,105947,105348,104658,103897,103042,102267,101699,101383,101012,100515,99960,99670,99542,99371,98949,98766,98988,99339,99465,99161,98761,98450,98441,98299,98122,98225,98644,99015,99039,99089,99099,99352,99799,100445,101054,101191,101143,100761,100773,100657,100695,100702,101013,101337,101470,101423,101313,101855,102533,103374,103607,103992,104475,104819,105052,105175,105583,105945,106382,106895,107592,108283,108989,109474,109949,110489,110989,111485,111717,112048,112269,112012,111648,111460,111704,112218,112596,113133,113593,114142,114858,115598,116366,117292,118102,118910,119470,120100,120729,121228,121858,122521,123110,123652,124142,124799,125403,125873,126333,126759,127261,127713,127884,127987,127847,128008,128639,129297,129976,130422,131155,131878,132620,133479,134565,135735,137186,138496,139537,140541
24,25,Kentucky,State,KY,87088,87214,87318,87499,87646,87796,87998,88199,88434,88633,88944,89244,89641,89880,90115,90299,90556,90807,91046,91280,91544,91858,92125,92399,92395,92524,92640,93071,93525,94028,94456,94920,95262,95627,95819,96081,96590,97277,97991,98422,98746,99035,99314,99582,99886,100205,100603,100946,101387,101655,102028,102352,102778,103077,103358,103653,104030,104399,104743,105123,105301,105537,105551,105716,105766,106053,106404,106785,107001,107213,107457,107785,108128,108428,108779,109079,109411,109695,109909,110116,110412,110739,111071,111342,111665,111952,112231,112476,112788,113030,113316,113558,113865,114152,114405,114628,114876,115256,115648,116020,116354,116706,117102,117494,117760,118003,118254,118469,118613,118699,118872,119154,119402,119675,119906,120187,120512,120811,121129,121515,121904,122240,122534,122848,123130,123341,123489,123654,123881,124130,124384,124572,124727,124881,125037,125206,125351,125463,125565,125632,125661,125727,125800,125973,125873,125775,125445,125139,124963,124951,125043,125045,125008,124733,124344,123769,123921,124111,124522,124336,124142,123906,123727,123571,123365,123380,123483,123571,123248,122820,122477,122660,122779,122800,122544,122242,121872,121521,120958,120552,120068,119650,119057,118310,117616,116911,116414,116062,115808,115364,115216,115087,115063,114962,114904,114982,114938,114805,114562,114187,114054,114147,114263,114232,114177,114221,114437,114549,114754,115058,115518,116222,116671,117163,117353,117647,117705,117861,117720,117675,117658,117832,118019,117861,117736,117514,117553,117623,117951,118122,118405,118673,119048,119298,119467,119845,120284,120617,120894,121113,121437,121889,122434,122997,123347,123718,123998,124409,124894,125618,126320,127043,127556,127976,128520,129207,130068,130858,131800,132621,133315,133719,134308,134839,135636,136476,137270,137805,138215,138694,139173,139500,139819,140373,140641,141043,141306,141874,142292,142678,143235,143896,144502,144885,145175,145367,145732,146383,147299,148179,148949,149797,150583,151289,152021,153043,154186,155364,156535,157445,158190
25,24,Louisiana,State,LA,64029,64403,64691,65222,65469,65881,66436,67244,68156,69070,70385,72097,73789,74779,75219,75590,76261,76294,76247,75768,75445,74923,74352,73303,72438,72427,73423,74699,76104,78158,80078,82183,83602,85645,86726,87855,88634,89509,89920,90490,91502,92419,92828,92938,93583,93698,94189,94738,95824,96401,96759,96808,96792,96591,97161,97388,97909,98100,98838,99550,100352,101198,102237,103111,103689,104033,104280,104763,105236,105907,106332,106654,106672,107040,107427,107788,108423,109239,110072,110816,111434,112071,112597,113216,114001,114322,114599,115160,115813,116465,116651,116940,117139,117597,118125,118680,119296,120145,121108,121789,122374,122971,123869,124764,125676,126520,127264,127963,128321,128791,129101,129632,130218,130939,131883,132739,133736,134717,135885,137111,138618,140035,141639,143252,144676,145992,146960,148078,148939,149697,150429,151106,151808,152555,153233,153724,153811,153832,153863,153957,154053,154103,154344,154505,154829,154701,154427,153780,153692,153704,153901,154061,154293,154399,153790,153306,152028,151148,150190,150285,150226,150066,149705,149117,148381,147757,147456,146960,147268,147550,148153,147670,147161,146658,146212,145750,145402,145033,144823,144629,143911,143153,141887,141137,140403,139924,139338,138740,138101,137686,137197,136747,136320,135779,135719,135865,136221,136095,136048,136152,136501,136701,136620,136556,136698,137211,137609,137597,137418,137552,138084,138573,138817,138814,139107,139564,139963,139970,139759,139789,139687,139630,139201,139075,138986,139210,139499,139703,139909,140278,140989,141696,142574,143373,144216,144570,144891,145165,145373,145601,145868,146187,146225,146327,146491,146711,146714,146849,147108,147399,147695,147819,147849,147724,147998,148021,147909,147562,147674,147901,148107,148153,148354,148612,149030,149368,149304,149268,149129,149270,149116,149110,148972,149073,148556,148006,147355,147295,147291,147480,147714,148073,148269,148215,148174,147974,148157,148619,149106,149292,149406,149506,149677,149703,149945,150311,150760,151274,151787,152130,152515
28,40,Maine,State,ME,103309,102744,102333,101461,100830,100190,99629,99137,98834,98795,98834,98920,99366,100037,100690,101092,101172,101526,101898,102271,102384,102176,102200,102343,102004,101436,100822,100916,101398,101670,101915,102311,103153,104332,105091,105734,106362,107175,108184,108867,109541,110505,111829,112984,113590,113731,114206,114839,116099,117473,118784,120023,120828,121640,122191,123138,124357,126000,127553,129222,130759,132295,133713,135063,137050,139144,141335,143095,144748,146464,148516,150387,152098,153594,155489,157718,159356,160933,162317,164017,165780,167259,168923,170613,172585,174497,176155,177483,179260,181004,183076,185501,188003,190813,192439,194208,195576,197616,199652,202077,204629,207431,210179,211835,213440,214743,217432,219948,222835,225181,227584,229701,231470,233074,234673,236372,237736,238796,239367,239887,240155,240397,240583,240673,241111,241566,241858,242001,242035,242295,242444,242506,242315,241952,241289,240971,240598,239882,238967,239024,239422,239578,238853,238309,237624,236605,235568,233844,232918,231609,231025,228743,226447,224245,223019,221369,219847,218213,216070,213864,209587,207240,204452,203790,202843,202371,201902,201636,200018,198719,198201,199297,201255,200646,199550,197617,196510,195187,193121,190989,190288,190359,190391,189430,188306,188029,187917,188035,187741,187395,187289,187427,189168,190477,191719,191441,191565,192179,193393,194073,194717,195170,196660,198206,198534,198300,197949,198268,198547,198768,198901,199490,199967,200775,200787,200702,200365,200163,199825,200322,201135,202096,202635,202693,202978,203145,203338,203153,202725,203113,204278,205306,206118,206309,206981,207798,208367,209213,210082,211904,213631,214731,215223,215854,216509,217486,218090,219275,220699,221969,223270,224185,225333,226288,227233,228635,230097,231436,232790,233678,234667,235491,236434,237245,238781,240858,242852,243536,244057,245252,246991,248695,249870,250579,251141,251836,251643,251337,251131,252034,253694,255599,257328,258495,259900,261504,263140,264102,265750,267543,269707,271676,273306,274646,276121,278421,281030,284029,287317,291408,295539
27,18,Maryland,State,MD,112423,112250,112187,112036,111958,111862,111734,111633,111547,111506,111457,111445,111307,111249,111112,111080,111032,111042,111222,111336,111394,111419,111477,111518,111667,111817,112016,112084,112094,112077,111889,111791,111812,111816,111810,111836,112031,112341,112657,112956,113158,113408,113687,114026,114390,114847,115375,115811,116209,116478,116817,117120,117650,118219,118948,119550,120136,120773,121506,122416,123257,124147,124948,125936,126856,127802,128701,129740,130865,131959,133133,134340,135666,136915,138276,139751,141482,143184,144999,146768,148537,150384,152265,154254,156180,158322,160554,162615,164524,166476,168355,170277,172378,174758,177073,179306,181501,183908,186213,188670,191098,193871,196791,200061,203573,206824,210432,213717,217564,221071,224507,228142,231975,236209,240540,244744,248273,251823,254574,257992,260535,263187,265954,268580,271002,272377,273347,273922,274237,274290,274575,274326,274001,273554,273098,272540,271800,271168,270556,269792,269178,268011,266171,264020,262085,260148,258048,255670,253082,249756,246532,243267,240380,237349,234813,232378,229819,227137,224112,221176,218414,216700,214943,213632,211977,210883,209792,208944,208294,207080,206089,205178,204831,204032,202942,201310,199768,198368,196976,195528,193963,193149,192345,191394,189742,188176,186801,185798,184713,183654,182587,181617,180623,179672,179050,178670,178585,178649,178910,179132,179350,179439,179607,180028,180802,181537,182333,182948,183879,184546,185287,186006,187036,188152,189286,189979,190500,190923,191024,191493,191449,191762,191771,191992,192008,191912,192008,191986,191928,191892,192261,192247,192365,192392,192691,192805,192775,192826,192626,193165,193646,194173,194091,194190,194503,194666,194866,195062,195813,196406,196955,196938,197335,197677,198478,199136,199714,200333,200745,201300,201618,202262,203119,204029,204277,204797,205257,206190,206920,207669,208429,208908,209336,209562,209819,210275,211294,212103,212485,212627,213161,213906,214294,214598,214842,215193,215479,215602,215998,216512,217648,218560,219403,220185,221398,222905,224651,226501,228500,230712,232734
26,13,Massachusetts,State,MA,122323,122322,122368,122524,122731,123037,123436,123931,124370,124920,125514,126177,126439,126724,127070,127723,128470,129189,129884,130646,131499,132385,133179,134144,135512,137037,138546,139711,140789,141866,142882,143910,145144,146376,147860,148968,150608,152299,154253,156094,157885,159640,161622,163166,164791,166185,167763,169702,171630,173845,175758,177776,179815,182015,184366,187229,190099,192998,195658,198488,201168,203653,206197,208820,211604,214368,217097,219850,222447,225097,227595,229881,231944,234102,236402,238722,241010,243407,246127,248689,251305,254156,257283,260295,263118,265712,268252,270792,273298,275737,277534,279413,281177,283041,284926,287039,289300,291413,293461,295491,297552,299648,301991,304430,306924,309264,311436,313602,315593,318097,320364,322657,324453,325775,327160,328219,329670,330655,331489,331345,331116,330336,329706,328739,327876,327035,325687,324079,321803,319947,318018,316800,315826,315170,314370,313464,312253,311040,309933,308985,308218,307043,305759,304176,302220,299907,297830,295794,294128,292240,290337,288412,286445,284605,282775,280732,278961,277095,275323,273666,272486,271539,271039,270821,271130,271320,271552,271825,272266,273158,273836,274451,274451,274486,273942,273046,271565,270522,269526,268986,268249,267045,265441,263941,262682,261862,260978,260364,259603,258560,257544,256611,256061,255662,255949,256248,256743,256786,257249,257686,258407,259586,261370,263409,264828,266751,268401,270335,272041,273829,275923,278073,280828,283246,285052,285895,286875,287872,289452,291390,293053,294866,295905,297045,297515,298045,298851,300744,302933,304758,305854,306333,307297,308271,310246,312169,313969,315766,317056,318328,320050,322065,324073,325592,327295,329011,330037,331260,333035,335038,337395,339197,340453,341392,342811,345399,347786,349977,352270,354171,356133,357612,359642,361442,363586,366245,368976,371000,372598,374384,376248,377586,378145,379014,379679,380841,381659,382043,381677,381831,382871,384850,385665,385838,385721,385647,385736,386116,387519,389360,391508,393099,394400,395033,396612,399116,402308,405544,408758,411692,414092
