,State,CountyName,Housing Type,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
13,NY,New York County,Data_1_bed,679316.25,726907.0833333334,710877.0833333334,725302.3333333334,773576.0833333334,811167.8333333334,818090.3333333334,829670.6666666666,821454.1666666666,783550.1666666666,752744.5
14,FL,Sumter County,Data_1_bed,122644.5,117236.66666666667,116253.83333333333,130148.41666666667,141409.0,149076.83333333334,149526.66666666666,151548.08333333334,158329.75,166397.08333333334,170715.0
15,IL,Cook County,Data_1_bed,226579.41666666666,205542.25,190429.33333333334,204286.16666666666,223304.66666666666,229784.91666666666,249722.25,264479.4166666667,274385.8333333333,277437.0833333333,283508.75
16,NY,Kings County,Data_1_bed,480662.8333333333,490834.1666666667,500602.3333333333,551660.9166666666,619454.25,657003.8333333334,674598.0833333334,697760.4166666666,716512.9166666666,714091.0833333334,698149.3333333334
17,NY,Kings County,Data_1_bed,198614.75,188875.33333333334,209497.58333333334,219339.66666666666,221595.25,236735.41666666666,258368.91666666666,274494.3333333333,291658.5833333333,295917.1666666667,294599.8333333333
18,NY,Queens County,Data_1_bed,191776.16666666666,176385.41666666666,179611.91666666666,187611.25,195855.25,224838.91666666666,257554.58333333334,285647.0833333333,308246.4166666667,314376.4166666667,312173.8333333333
19,CA,Los Angeles County,Data_1_bed,348635.1666666667,323319.1666666667,308277.5833333333,350510.25,379231.0,401011.9166666667,442482.75,494912.5833333333,531471.0833333334,536131.8333333334,563060.9166666666
20,TX,Comal County,Data_1_bed,123933.0,121455.0,128620.41666666667,132163.5,129949.83333333333,139131.41666666666,152888.08333333334,163283.0,175303.66666666666,187579.75,206735.75
21,TN,Davidson County,Data_1_bed,50560.5,49788.416666666664,52691.5,56133.583333333336,60914.166666666664,64421.583333333336,77801.33333333333,90926.0,103114.16666666667,108984.33333333333,117518.5
22,NY,New York County,Data_1_bed,413621.1666666667,399829.8333333333,414113.4166666667,425257.0,461814.25,493631.3333333333,547482.0833333334,596194.75,613539.0833333334,592522.6666666666,568223.9166666666
23,NY,New York County,Data_1_bed,486146.75,537053.8333333334,548989.5833333334,571843.25,603621.0833333334,622346.6666666666,702430.8333333334,725037.75,704257.3333333334,693444.3333333334,660405.4166666666
25,IL,Cook County,Data_1_bed,218945.25,187481.5,156522.91666666666,165430.66666666666,188223.58333333334,194726.91666666666,204258.08333333334,211804.08333333334,220216.75,215458.58333333334,220679.25
27,NY,New York County,Data_1_bed,757552.1666666666,800244.75,796850.5,860878.3333333334,952576.9166666666,1039172.25,1042086.3333333334,1019287.5833333334,996509.3333333334,952658.8333333334,929262.6666666666
28,DC,District of Columbia,Data_1_bed,300234.4166666667,302567.8333333333,307083.75,334370.25,356960.3333333333,368543.0833333333,379412.6666666667,395379.8333333333,400401.9166666667,408754.8333333333,422499.5833333333
29,NY,New York County,Data_1_bed,558632.0,582639.8333333334,574281.6666666666,561891.75,611708.0833333334,646187.9166666666,675864.75,707991.25,716487.1666666666,679330.75,659485.4166666666
31,TX,Williamson County,Data_1_bed,188191.0,180953.08333333334,184467.0,201535.41666666666,225256.41666666666,247588.91666666666,267298.75,284025.25,293135.0,302641.6666666667,321748.5
35,TX,El Paso County,Data_1_bed,95664.16666666667,87080.33333333333,83693.41666666667,82168.33333333333,77946.0,80794.91666666667,79886.83333333333,82100.91666666667,81266.5,84355.5,88556.66666666667
36,TX,Dallas County,Data_1_bed,75593.25,69808.66666666667,69219.08333333333,75285.58333333333,82980.91666666667,102946.33333333333,131697.66666666666,163312.25,188551.91666666666,204507.0,210191.25
38,TN,Montgomery County,Data_1_bed,81706.5,83234.91666666667,82176.91666666667,85390.91666666667,90967.83333333333,99011.5,101969.33333333333,105190.75,114223.75,130453.75,153903.08333333334
39,NY,Kings County,Data_1_bed,326224.0,329269.1666666667,348259.5833333333,400712.0833333333,480734.6666666667,564339.0,611154.8333333334,627814.9166666666,641344.8333333334,638154.0,639057.8333333334
40,OK,Canadian County,Data_1_bed,96320.91666666667,84502.41666666667,86563.5,99317.66666666667,99692.41666666667,103588.41666666667,102024.33333333333,90237.25,96556.33333333333,101217.16666666667,101751.33333333333
41,CA,Los Angeles County,Data_1_bed,411190.0833333333,367287.0833333333,349111.75,410376.0833333333,448917.1666666667,478951.25,513774.6666666667,542627.6666666666,583062.0,589853.1666666666,616276.9166666666
42,DC,District of Columbia,Data_1_bed,350295.1666666667,352453.0833333333,357668.5833333333,380599.0,398288.1666666667,401173.75,409738.25,423252.3333333333,430262.75,438066.25,447739.1666666667
43,TX,Harris County,Data_1_bed,125724.16666666667,123551.91666666667,120735.91666666667,134425.08333333334,145582.0,148295.25,161162.08333333334,168851.5,170738.75,172099.91666666666,174203.83333333334
45,TX,Fort Bend County,Data_1_bed,206050.08333333334,194971.5,191320.58333333334,208134.08333333334,209367.0,216191.25,226728.16666666666,227281.0,236874.91666666666,234214.25,242840.75
46,NY,Bronx County,Data_1_bed,117805.58333333333,104903.25,95799.5,101509.08333333333,101078.25,110560.5,120086.91666666667,130006.41666666667,148363.91666666666,171292.16666666666,184136.0
47,NY,Bronx County,Data_1_bed,142571.66666666666,128786.83333333333,130704.33333333333,125892.41666666667,135682.33333333334,135727.25,146105.58333333334,161248.08333333334,184410.41666666666,190055.08333333334,193467.58333333334
48,IL,Cook County,Data_1_bed,188582.41666666666,157412.58333333334,138331.25,149162.58333333334,163524.16666666666,164508.5,170179.91666666666,177346.16666666666,180970.83333333334,179142.83333333334,180635.75
49,GA,Gwinnett County,Data_1_bed,95355.58333333333,83193.33333333333,83069.25,94535.75,109166.16666666667,121091.33333333333,134526.08333333334,147272.08333333334,161682.08333333334,174305.91666666666,185712.66666666666
50,NY,New York County,Data_1_bed,684990.75,730761.0,737755.0833333334,776600.6666666666,877988.25,948573.0833333334,964700.8333333334,949932.6666666666,939221.1666666666,893624.5,867976.9166666666
51,MO,Saint Charles County,Data_1_bed,85618.41666666667,82978.83333333333,81525.08333333333,79743.5,87792.41666666667,84216.5,86107.08333333333,95238.0,99058.83333333333,105257.0,116199.5
53,IL,Cook County,Data_1_bed,142901.91666666666,114396.58333333333,98650.83333333333,106395.5,120237.41666666667,128751.5,137094.75,141671.91666666666,151413.66666666666,154005.41666666666,154147.75
54,GA,Gwinnett County,Data_1_bed,176321.66666666666,150145.0,139845.83333333334,155129.33333333334,170846.91666666666,180479.41666666666,193110.0,205014.16666666666,221667.83333333334,238196.91666666666,251839.41666666666
55,NY,Kings County,Data_1_bed,190487.66666666666,206307.08333333334,218635.75,211483.91666666666,213447.0,239379.33333333334,253930.16666666666,277739.8333333333,296502.8333333333,302688.5833333333,300859.8333333333
56,NY,Kings County,Data_1_bed,356384.3333333333,356053.8333333333,357576.9166666667,374674.3333333333,407446.0,435614.5,493058.1666666667,557796.5833333334,605782.1666666666,646195.5833333334,692583.9166666666
59,IL,Cook County,Data_1_bed,91317.0,75628.66666666667,74269.5,77775.83333333333,83927.5,94816.75,104506.75,118087.75,128606.25,131685.66666666666,136805.91666666666
60,NY,Kings County,Data_1_bed,286242.75,257350.5,269321.8333333333,274707.5,317894.25,315711.9166666667,288172.0,323979.0833333333,345618.75,344957.6666666667,340552.75
61,GA,Gwinnett County,Data_1_bed,114851.41666666667,104106.5,99797.58333333333,108481.0,118450.83333333333,132353.08333333334,140432.66666666666,149507.66666666666,166055.58333333334,165396.91666666666,167751.58333333334
62,NY,Kings County,Data_1_bed,265491.25,267283.6666666667,281677.8333333333,324240.0833333333,400387.75,471333.9166666667,544556.6666666666,583435.1666666666,596702.25,619396.4166666666,661090.1666666666
63,NJ,Hudson County,Data_1_bed,365800.8333333333,343546.25,344071.6666666667,383550.3333333333,421049.3333333333,444648.5833333333,480041.9166666667,513088.25,531479.0,509312.1666666667,503201.3333333333
64,WA,King County,Data_1_bed,188762.91666666666,160909.33333333334,146983.41666666666,172629.91666666666,193786.66666666666,210806.58333333334,237835.08333333334,289860.5833333333,333696.5,327890.0,345338.8333333333
65,GA,Gwinnett County,Data_1_bed,209700.91666666666,198520.5,197511.83333333334,225180.25,241701.25,262790.4166666667,277420.8333333333,298625.75,323826.3333333333,332509.25,332573.1666666667
66,IL,Cook County,Data_1_bed,229494.75,204194.33333333334,195777.75,215638.58333333334,234067.25,234247.41666666666,237849.16666666666,245978.58333333334,247528.25,244310.33333333334,246205.66666666666
67,TX,Travis County,Data_1_bed,193491.41666666666,188526.08333333334,196848.25,213487.75,237310.66666666666,258716.58333333334,278488.25,285320.3333333333,294866.6666666667,306331.5,323890.9166666667
68,TX,Harris County,Data_1_bed,62490.0,61124.583333333336,61617.833333333336,69135.33333333333,79106.16666666667,83666.25,85705.16666666667,92444.0,92817.58333333333,95747.91666666667,93997.08333333333
69,AZ,Maricopa County,Data_1_bed,70136.5,68990.75,79249.16666666667,97374.08333333333,109316.66666666667,113693.83333333333,122165.08333333333,130937.41666666667,146403.25,160511.58333333334,178077.66666666666
70,TX,Harris County,Data_1_bed,66178.58333333333,61474.583333333336,65339.416666666664,71101.25,79928.66666666667,91516.0,100135.83333333333,105741.75,115618.5,119202.0,125905.25
72,NY,New York County,Data_1_bed,528544.0833333334,604884.6666666666,595912.25,630177.8333333334,700502.5,716535.1666666666,745450.5,765001.75,759343.5,718266.8333333334,696731.0
73,TX,Hays County,Data_1_bed,87568.5,86251.16666666667,87371.91666666667,89699.0,94264.5,111489.5,123984.41666666667,129513.66666666667,136620.25,143064.75,158032.16666666666
74,MD,Baltimore County,Data_1_bed,225456.66666666666,189652.5,169840.08333333334,177102.66666666666,174890.16666666666,171432.25,167462.5,167207.41666666666,169284.16666666666,168747.08333333334,172316.41666666666
75,FL,Miami-Dade County,Data_1_bed,109859.16666666667,109936.16666666667,122855.41666666667,146244.41666666666,166564.41666666666,177910.16666666666,182886.58333333334,182268.75,180738.91666666666,177459.83333333334,177044.5
77,FL,Orange County,Data_1_bed,53889.75,51649.166666666664,54623.083333333336,61037.583333333336,69991.16666666667,78432.08333333333,91016.58333333333,103217.66666666667,115893.33333333333,130900.75,136988.66666666666
78,TX,Cameron County,Data_1_bed,61465.333333333336,58749.75,62901.916666666664,64881.583333333336,61607.583333333336,61664.083333333336,65213.583333333336,65785.08333333333,63461.333333333336,70169.75,69132.66666666667
79,NJ,Ocean County,Data_1_bed,75307.41666666667,68186.5,59696.5,59699.666666666664,59199.916666666664,56569.833333333336,56981.583333333336,59666.25,63532.75,66247.08333333333,70803.58333333333
80,TX,Dallas County,Data_1_bed,47781.25,50347.083333333336,48632.583333333336,48205.5,46013.666666666664,47743.416666666664,53861.0,65881.83333333333,79479.33333333333,83724.33333333333,86556.41666666667
81,NY,Kings County,Data_1_bed,237883.41666666666,215970.33333333334,216250.25,218999.66666666666,226174.0,252388.33333333334,273669.0833333333,291645.3333333333,299978.3333333333,309407.75,315605.5
82,NC,Cabarrus County,Data_1_bed,101584.41666666667,85316.5,83079.33333333333,79109.5,75770.33333333333,81710.25,86004.16666666667,100088.16666666667,116050.08333333333,118494.75,139341.5
83,NY,Kings County,Data_1_bed,260616.16666666666,271143.5,265561.75,269907.5,274367.6666666667,274333.5,286430.0833333333,302820.8333333333,321751.0833333333,328641.75,322675.5
84,CA,Alameda County,Data_1_bed,266763.4166666667,230658.41666666666,217453.58333333334,278876.3333333333,332572.8333333333,370206.0833333333,416958.9166666667,449353.5,493937.0,476408.6666666667,491728.1666666667
85,MA,Norfolk County,Data_1_bed,196386.41666666666,183617.41666666666,181869.66666666666,200525.16666666666,216733.5,224719.25,241490.16666666666,264240.4166666667,287086.5833333333,291778.0,304074.8333333333
86,FL,Palm Beach County,Data_1_bed,41150.333333333336,37504.916666666664,36282.583333333336,42377.083333333336,48666.583333333336,52218.75,59090.166666666664,64951.583333333336,70655.25,75745.08333333333,78931.91666666667
87,NY,Kings County,Data_1_bed,161752.58333333334,165538.08333333334,174268.33333333334,169583.25,172820.75,184967.5,196845.5,215935.66666666666,234479.58333333334,245631.66666666666,248083.58333333334
89,TX,Travis County,Data_1_bed,144877.91666666666,137271.25,140532.75,157529.33333333334,168157.08333333334,186103.91666666666,206016.16666666666,222150.08333333334,232085.66666666666,242524.25,247929.91666666666
90,CA,San Francisco County,Data_1_bed,605274.1666666666,562050.1666666666,603037.4166666666,708995.1666666666,813777.6666666666,910907.0,951072.0,946501.25,1010655.3333333334,1030946.0,1043978.4166666666
91,VA,Virginia Beach City,Data_1_bed,169547.83333333334,148837.58333333334,130453.41666666667,137586.66666666666,125467.5,126859.33333333333,127391.66666666667,131924.58333333334,138789.83333333334,139713.66666666666,153497.83333333334
93,NY,Bronx County,Data_1_bed,127316.66666666667,117562.41666666667,119465.66666666667,106093.91666666667,104200.5,99367.5,112226.5,128897.58333333333,139332.5,151404.16666666666,156777.58333333334
94,TX,Denton County,Data_1_bed,89133.91666666667,78310.33333333333,80865.75,93009.5,100646.83333333333,111557.91666666667,120079.5,130094.0,139864.0,155470.5,163212.83333333334
95,CA,Los Angeles County,Data_1_bed,386217.25,344509.9166666667,319652.4166666667,374391.0833333333,399292.25,416306.5,450365.5833333333,493165.4166666667,524594.8333333334,534323.4166666666,585372.0833333334
97,FL,Miami-Dade County,Data_1_bed,194482.66666666666,184264.16666666666,196719.16666666666,228830.5,255552.16666666666,269184.3333333333,274251.9166666667,263766.3333333333,254680.5,246542.91666666666,241588.75
98,IL,Cook County,Data_1_bed,259812.33333333334,240494.41666666666,232261.5,256868.66666666666,275357.9166666667,277760.9166666667,280171.0,286421.9166666667,284284.0833333333,278903.4166666667,280687.0833333333
99,MI,Washtenaw County,Data_1_bed,81018.0,79491.25,82462.33333333333,94765.08333333333,101105.58333333333,94735.0,98297.0,112053.0,125083.83333333333,134147.91666666666,139332.08333333334
100,OH,Cuyahoga County,Data_1_bed,47102.333333333336,43996.583333333336,41791.0,41551.416666666664,38577.916666666664,42864.083333333336,48330.583333333336,53696.083333333336,62332.25,66666.75,74314.08333333333
101,KS,Johnson County,Data_1_bed,153098.08333333334,142303.58333333334,134465.91666666666,140667.16666666666,146572.08333333334,155802.66666666666,165397.16666666666,181460.41666666666,193221.08333333334,202082.16666666666,215174.33333333334
102,NY,Kings County,Data_1_bed,423188.75,419569.8333333333,457348.1666666667,535349.9166666666,633406.9166666666,702804.5,723382.75,726946.5833333334,741450.4166666666,734730.3333333334,732893.4166666666
104,AZ,Maricopa County,Data_1_bed,119304.25,96433.0,110770.75,139670.16666666666,153445.41666666666,166970.41666666666,182169.08333333334,187531.16666666666,203067.08333333334,213268.0,240541.91666666666
105,NY,Queens County,Data_1_bed,199010.58333333334,208740.25,207752.08333333334,217028.91666666666,221417.08333333334,253856.41666666666,278975.3333333333,319638.8333333333,349578.25,360778.5833333333,360055.0
107,CA,Los Angeles County,Data_1_bed,166901.5,161643.66666666666,168983.91666666666,202232.5,228502.33333333334,246162.0,259141.83333333334,284447.9166666667,319198.5833333333,336484.0,373139.0
108,NJ,Hudson County,Data_1_bed,356497.6666666667,349794.3333333333,365411.3333333333,409656.8333333333,464330.3333333333,509643.8333333333,561429.9166666666,607818.9166666666,636722.6666666666,611263.3333333334,606890.6666666666
109,CA,Los Angeles County,Data_1_bed,197185.91666666666,201287.16666666666,189716.83333333334,197448.25,215408.5,239482.66666666666,248194.83333333334,260106.16666666666,283721.5833333333,288973.3333333333,306018.25
110,CA,Los Angeles County,Data_1_bed,142107.41666666666,142327.41666666666,163914.25,200986.83333333334,221346.33333333334,242347.41666666666,277983.5833333333,326533.1666666667,360806.3333333333,398455.9166666667,448170.0833333333
111,AZ,Pima County,Data_1_bed,80687.0,66335.08333333333,60285.083333333336,62274.083333333336,70705.66666666667,69591.75,72862.5,77835.58333333333,86551.58333333333,88525.58333333333,95381.25
112,CA,Orange County,Data_1_bed,297389.3333333333,306652.3333333333,315952.3333333333,368467.25,400040.3333333333,439609.5833333333,479531.5833333333,522178.3333333333,535194.75,581198.75,615535.6666666666
113,AZ,Maricopa County,Data_1_bed,79814.0,65265.333333333336,66691.41666666667,77332.91666666667,84104.83333333333,89498.16666666667,98402.41666666667,109348.58333333333,125546.75,137475.58333333334,154855.58333333334
114,NY,Kings County,Data_1_bed,180342.83333333334,175086.25,171491.16666666666,172298.41666666666,187758.66666666666,198338.91666666666,207391.66666666666,223551.16666666666,240641.58333333334,247423.75,249627.33333333334
115,GA,Henry County,Data_1_bed,104819.25,92299.41666666667,88846.58333333333,95950.08333333333,112811.5,118990.33333333333,128355.58333333333,142667.83333333334,157180.58333333334,171772.91666666666,179779.16666666666
116,TN,Sumner County,Data_1_bed,153654.0,150361.91666666666,145457.41666666666,150123.33333333334,164774.08333333334,173514.5,197212.83333333334,217148.16666666666,238439.41666666666,251503.25,266840.5833333333
117,NY,Queens County,Data_1_bed,234526.58333333334,235961.83333333334,246601.66666666666,258282.08333333334,281476.5,300632.5,317772.75,350015.4166666667,379779.0,387396.1666666667,382847.25
118,NY,Kings County,Data_1_bed,382766.25,366693.0833333333,369672.9166666667,416399.8333333333,511158.75,583314.8333333334,629744.9166666666,650985.9166666666,671368.0833333334,670224.25,665561.75
119,TX,Williamson County,Data_1_bed,196052.91666666666,180093.91666666666,185245.08333333334,195975.5,213816.5,232413.91666666666,249732.41666666666,264745.0,272612.9166666667,283877.75,305761.5
120,NY,Richmond County,Data_1_bed,256936.16666666666,247857.58333333334,229143.58333333334,228809.08333333334,231116.16666666666,239037.91666666666,253252.5,286923.0833333333,322174.4166666667,323325.25,319278.0
121,PA,Philadelphia County,Data_1_bed,144520.75,135741.66666666666,136207.16666666666,137770.08333333334,162399.91666666666,173389.83333333334,190479.58333333334,210918.25,229205.83333333334,240649.83333333334,246759.91666666666
122,TX,El Paso County,Data_1_bed,111142.91666666667,101191.91666666667,94469.0,87400.33333333333,83325.16666666667,84962.58333333333,92561.91666666667,103911.41666666667,95870.5,97611.66666666667,107051.58333333333
123,CA,San Bernardino County,Data_1_bed,240751.5,232209.5,227350.66666666666,268826.5833333333,304494.0833333333,306943.0833333333,309158.1666666667,331059.1666666667,360758.5833333333,367626.5833333333,383946.1666666667
124,NY,Kings County,Data_1_bed,439667.6666666667,432847.1666666667,433914.3333333333,476124.1666666667,575902.5833333334,643937.6666666666,666443.75,678120.5833333334,689316.75,677274.0833333334,682186.5833333334
126,NM,Bernalillo County,Data_1_bed,140510.41666666666,131167.33333333334,122904.25,138803.83333333334,137918.08333333334,131177.5,136470.5,143600.66666666666,147440.75,154828.75,169184.25
127,FL,Duval County,Data_1_bed,87368.16666666667,69950.75,60041.5,60246.833333333336,64609.166666666664,66957.25,71570.75,73794.33333333333,85518.0,90495.08333333333,94770.41666666667
129,CA,Napa County,Data_1_bed,278433.1666666667,261288.16666666666,258288.58333333334,297890.8333333333,321915.75,344146.0833333333,382693.1666666667,421549.8333333333,468341.3333333333,473760.1666666667,482678.75
130,CA,Los Angeles County,Data_1_bed,278016.5,273495.75,279851.4166666667,308585.9166666667,352729.0,423062.25,485699.75,551117.0,635303.5,692191.0,745108.6666666666
131,TX,Tarrant County,Data_1_bed,126848.66666666667,110224.33333333333,107688.16666666667,105316.66666666667,109984.08333333333,119629.83333333333,118635.41666666667,123257.5,132250.5,149007.91666666666,163278.25
132,TX,Fort Bend County,Data_1_bed,187161.16666666666,182825.75,183381.08333333334,194013.75,218747.41666666666,239975.33333333334,245185.58333333334,253719.58333333334,254596.41666666666,264037.1666666667,260300.25
133,CA,San Diego County,Data_1_bed,129893.33333333333,120527.75,114892.25,130884.66666666667,145039.16666666666,154200.41666666666,179658.66666666666,207249.91666666666,231920.91666666666,235231.08333333334,252524.16666666666
134,NC,Wake County,Data_1_bed,135968.58333333334,127296.66666666667,123452.16666666667,123075.75,126320.75,130491.5,135474.66666666666,142307.25,151271.75,157792.58333333334,166460.58333333334
135,GA,Forsyth County,Data_1_bed,119110.75,107495.66666666667,104568.41666666667,114429.91666666667,119649.5,128437.91666666667,139319.66666666666,152259.66666666666,170912.08333333334,177677.16666666666,188046.5
136,OR,Multnomah County,Data_1_bed,186457.5,163262.41666666666,157154.91666666666,172418.33333333334,190216.08333333334,211732.91666666666,244738.33333333334,278430.9166666667,298619.3333333333,295885.3333333333,291896.4166666667
138,PA,Lancaster County,Data_1_bed,87591.0,79382.83333333333,80970.16666666667,82734.08333333333,85476.58333333333,85022.0,84699.75,92688.33333333333,103402.08333333333,114795.33333333333,118834.83333333333
139,TX,Johnson County,Data_1_bed,92386.33333333333,86869.16666666667,84640.25,86400.25,93668.08333333333,97809.83333333333,106668.5,122471.25,138747.5,150003.16666666666,158580.0
140,FL,Lee County,Data_1_bed,81277.08333333333,78532.0,77319.5,82120.16666666667,84350.83333333333,91623.66666666667,101338.0,106298.0,111839.25,112821.0,115962.83333333333
142,TX,Denton County,Data_1_bed,107982.5,98462.25,95686.25,102064.5,117669.5,129793.16666666667,148494.58333333334,166780.25,195908.16666666666,201869.66666666666,212490.75
144,AZ,Maricopa County,Data_1_bed,119628.75,102221.16666666667,108491.16666666667,120861.58333333333,132900.58333333334,141486.33333333334,150571.83333333334,160519.66666666666,172123.5,182091.83333333334,201368.08333333334
145,TX,Hidalgo County,Data_1_bed,64599.0,66426.41666666667,63022.5,56551.5,60600.5,62605.333333333336,61097.916666666664,57952.833333333336,56900.166666666664,55445.333333333336,59404.75
146,TX,Bexar County,Data_1_bed,66339.33333333333,64326.0,62868.333333333336,68799.08333333333,77350.25,80121.91666666667,87193.33333333333,93071.75,99324.75,107512.0,108704.25
147,NM,Bernalillo County,Data_1_bed,132008.75,120490.33333333333,122523.5,126464.58333333333,130489.33333333333,132170.08333333334,129852.41666666667,130040.16666666667,132917.5,142829.08333333334,153033.91666666666
148,NY,Tompkins County,Data_1_bed,123516.91666666667,121500.91666666667,121481.5,127852.25,137456.75,140213.5,140224.08333333334,144625.66666666666,150113.91666666666,148156.5,154750.75
149,FL,Broward County,Data_1_bed,50688.416666666664,43497.0,46330.25,57815.416666666664,70643.41666666667,76105.08333333333,81375.83333333333,87112.0,96371.08333333333,101818.0,110011.75
151,MI,Wayne County,Data_1_bed,38544.0,35495.75,30182.666666666668,35209.5,40295.666666666664,43558.333333333336,47779.0,53176.25,62528.666666666664,68483.83333333333,77780.58333333333
152,TX,Brazos County,Data_1_bed,176308.75,171142.25,175880.83333333334,178282.66666666666,192437.83333333334,209265.91666666666,224476.75,242293.25,251433.91666666666,262380.8333333333,279807.0833333333
153,GA,Fulton County,Data_1_bed,77277.91666666667,87076.08333333333,90578.16666666667,96834.25,102820.25,110433.91666666667,121454.33333333333,139215.75,158486.91666666666,165551.41666666666,164835.58333333334
154,OH,Lake County,Data_1_bed,80157.91666666667,70014.33333333333,67748.75,66587.41666666667,66287.5,65153.833333333336,74123.75,78425.91666666667,81489.66666666667,87803.66666666667,91733.83333333333
155,AZ,Yuma County,Data_1_bed,75283.91666666667,65124.583333333336,68703.0,64903.083333333336,64582.416666666664,67126.25,77481.83333333333,78131.25,83198.5,92563.16666666667,97404.91666666667
156,CA,Sacramento County,Data_1_bed,188611.5,178118.91666666666,165533.5,201823.33333333334,238926.0,257033.91666666666,284685.8333333333,315870.1666666667,335601.8333333333,335619.4166666667,358779.9166666667
157,OH,Licking County,Data_1_bed,79088.08333333333,75955.08333333333,70308.33333333333,70635.25,77152.16666666667,73887.58333333333,71366.91666666667,68908.08333333333,73225.91666666667,81238.16666666667,87634.25
158,NY,Queens County,Data_1_bed,348871.4166666667,340199.25,340968.3333333333,349268.0833333333,391540.3333333333,435501.4166666667,500699.5,546142.3333333334,592841.0833333334,597043.9166666666,611570.25
159,FL,Hillsborough County,Data_1_bed,52753.333333333336,48337.666666666664,51268.583333333336,51073.583333333336,58284.166666666664,61929.916666666664,69546.5,81389.41666666667,90511.91666666667,93565.41666666667,99608.0
160,CA,Orange County,Data_1_bed,224942.5,200241.75,194475.16666666666,250674.91666666666,285160.5,297466.6666666667,315850.5833333333,334645.0,356640.5,356588.0,368525.3333333333
161,OH,Medina County,Data_1_bed,160006.91666666666,149251.83333333334,147781.5,154395.41666666666,164659.25,170007.83333333334,175760.08333333334,181701.83333333334,193228.16666666666,206626.75,220829.16666666666
162,MA,Middlesex County,Data_1_bed,182483.58333333334,168416.25,168726.58333333334,177901.33333333334,189297.83333333334,203079.08333333334,222476.58333333334,249356.58333333334,289089.1666666667,300452.75,309119.4166666667
164,CO,Arapahoe County,Data_1_bed,96645.66666666667,82282.83333333333,77683.66666666667,86462.66666666667,96567.33333333333,113332.58333333333,132877.83333333334,152562.58333333334,173143.08333333334,183817.25,192470.08333333334
165,CA,Los Angeles County,Data_1_bed,361714.75,332879.5,323652.9166666667,381698.25,432157.8333333333,461540.0,508012.4166666667,563439.5,619119.8333333334,624606.0,662943.5
166,MD,Montgomery County,Data_1_bed,97124.16666666667,87863.33333333333,83174.5,88346.75,95417.5,102007.75,105609.0,108158.83333333333,113149.25,121523.5,125645.08333333333
167,IN,Tippecanoe County,Data_1_bed,104254.33333333333,98091.25,97913.83333333333,107224.5,116753.25,126023.41666666667,129933.66666666667,143342.25,155156.08333333334,161002.83333333334,166400.66666666666
