,State,CountyName,Housing Type,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
1904,GA,Fulton County,Data_5_bed,1165325.8333333333,1142741.6666666667,1196809.75,1295341.8333333333,1390354.1666666667,1440998.4166666667,1476724.6666666667,1516594.6666666667,1611221.25,1681996.6666666667,1693369.9166666667
1905,MI,Lenawee County,Data_5_bed,110889.66666666667,105785.83333333333,103968.41666666667,112420.33333333333,123748.08333333333,134202.58333333334,146072.83333333334,160425.0,168706.33333333334,175108.58333333334,184463.75
1906,ND,Cass County,Data_5_bed,321519.6666666667,326498.5,322629.6666666667,345918.0833333333,371386.75,394785.5833333333,412893.8333333333,417983.3333333333,418491.8333333333,416653.75,424005.1666666667
1907,OH,Franklin County,Data_5_bed,251571.66666666666,245028.25,235743.25,247350.83333333334,258966.25,271999.5833333333,286867.4166666667,302080.3333333333,325523.0,338333.25,355327.75
1908,FL,Polk County,Data_5_bed,189710.33333333334,169735.41666666666,165378.41666666666,177198.83333333334,197174.5,209122.41666666666,222190.75,238297.75,254572.91666666666,270927.1666666667,291563.75
1909,FL,Hillsborough County,Data_5_bed,163650.41666666666,157105.5,181832.66666666666,206989.0,221462.66666666666,230838.91666666666,238848.66666666666,244100.0,254425.08333333334,256962.41666666666,264959.5
1910,FL,Hillsborough County,Data_5_bed,563168.0,537010.25,565913.0,661059.0833333334,716894.6666666666,750039.9166666666,800930.1666666666,858049.1666666666,904070.3333333334,929128.4166666666,951915.0833333334
1911,OK,Tulsa County,Data_5_bed,332001.3333333333,322768.3333333333,327113.8333333333,333641.75,333586.6666666667,341189.25,341759.0833333333,349267.5833333333,353979.75,358314.0,371394.25
1912,IN,Marion County,Data_5_bed,122330.83333333333,115155.16666666667,115857.66666666667,123159.58333333333,135017.75,134897.33333333334,140190.16666666666,155119.75,165214.83333333334,179829.83333333334,194403.16666666666
1913,MI,Kent County,Data_5_bed,151028.66666666666,144943.33333333334,144965.25,159522.58333333334,169905.58333333334,174110.25,187034.16666666666,204309.41666666666,223064.91666666666,242101.58333333334,260184.16666666666
1914,CA,Butte County,Data_5_bed,391697.1666666667,363692.9166666667,366997.5833333333,401823.0833333333,431716.9166666667,431604.8333333333,444139.3333333333,462814.3333333333,495064.6666666667,553881.4166666666,559053.1666666666
1915,NJ,Hudson County,Data_5_bed,402591.6666666667,350224.1666666667,350014.25,374656.5,411262.9166666667,434136.9166666667,500937.0,568423.75,659260.0,694488.8333333334,711506.8333333334
1916,NY,Ulster County,Data_5_bed,279671.9166666667,261039.33333333334,247303.91666666666,245753.33333333334,251820.16666666666,259894.75,254231.41666666666,273255.25,297369.6666666667,318965.6666666667,345227.75
1917,DE,Sussex County,Data_5_bed,331924.3333333333,326239.1666666667,322497.9166666667,341870.1666666667,361788.9166666667,365717.25,372305.1666666667,373002.3333333333,379704.5,383769.5,391082.0
1918,NC,Forsyth County,Data_5_bed,77785.0,74863.83333333333,73184.33333333333,64541.916666666664,66821.91666666667,68571.83333333333,69050.33333333333,73458.58333333333,81993.08333333333,82251.75,87781.08333333333
1919,PA,Delaware County,Data_5_bed,168282.08333333334,163981.83333333334,156861.91666666666,157914.25,158308.5,152526.41666666666,152584.83333333334,162245.08333333334,175094.91666666666,186555.83333333334,210387.16666666666
1920,NV,Clark County,Data_5_bed,250962.41666666666,225533.58333333334,216710.0,257940.66666666666,293204.0,308698.9166666667,325640.9166666667,347130.5,391776.5,406713.25,428998.0833333333
1921,NC,Lincoln County,Data_5_bed,225368.91666666666,218058.58333333334,211672.83333333334,213131.16666666666,218235.33333333334,230987.25,241442.25,257965.33333333334,271383.3333333333,281896.6666666667,301945.6666666667
1922,NC,Durham County,Data_5_bed,197966.0,184410.08333333334,170858.75,182143.58333333334,193205.5,196278.66666666666,204465.41666666666,220067.41666666666,242303.5,257773.16666666666,270070.4166666667
1923,NJ,Middlesex County,Data_5_bed,499369.25,482465.5833333333,464264.75,489711.5,508151.4166666667,525437.5,508809.25,519799.1666666667,527073.0833333334,561215.25,587819.3333333334
1924,CA,Santa Clara County,Data_5_bed,1576563.1666666667,1530495.9166666667,1660782.5833333333,1970996.4166666667,2203457.8333333335,2481800.75,2501700.6666666665,2662834.4166666665,3092076.5,2862102.3333333335,3068438.5833333335
1925,TX,Denton County,Data_5_bed,231606.83333333334,225570.08333333334,233719.75,247232.25,263055.6666666667,281895.1666666667,301950.1666666667,318430.1666666667,329276.8333333333,337199.5,346137.8333333333
1926,TN,Davidson County,Data_5_bed,180515.58333333334,168818.5,169990.25,180554.58333333334,193146.41666666666,214979.16666666666,251103.75,283441.9166666667,309737.5,319284.3333333333,340777.5833333333
1928,AZ,Maricopa County,Data_5_bed,285845.0833333333,277072.1666666667,312267.5833333333,362915.0833333333,383900.4166666667,392382.25,407100.8333333333,417968.8333333333,434835.0833333333,451178.25,488533.8333333333
1929,NC,Lee County,Data_5_bed,208587.16666666666,200417.25,198606.66666666666,200453.5,204825.41666666666,212200.16666666666,221667.91666666666,232969.91666666666,245934.41666666666,257017.33333333334,263788.25
1930,GA,Dekalb County,Data_5_bed,252915.58333333334,232736.33333333334,235689.5,259964.5,276052.6666666667,289207.5833333333,303024.75,321658.75,349026.75,358770.25,379339.9166666667
1931,CO,Douglas County,Data_5_bed,466036.25,458045.1666666667,478614.0,515831.75,547935.0,582347.25,615757.0833333334,642417.5,676545.75,700755.5833333334,727804.0
1932,AZ,Maricopa County,Data_5_bed,97036.25,81205.5,88122.08333333333,108158.08333333333,126909.41666666667,137340.41666666666,157956.16666666666,173743.25,189609.5,202697.83333333334,224190.41666666666
1933,NY,New York County,Data_5_bed,2902238.75,2677673.4166666665,2376485.0833333335,2240748.5833333335,2603938.0,2511027.6666666665,2623616.1666666665,2902174.25,2818437.0833333335,2662892.0833333335,2686590.6666666665
1934,DE,Sussex County,Data_5_bed,593677.9166666666,563195.5833333334,555419.8333333334,570449.5,576028.25,606526.9166666666,632108.1666666666,650269.5,666213.1666666666,663727.5,694542.0
1935,VA,Hanover County,Data_5_bed,343486.25,323561.25,310416.25,318576.3333333333,336952.5,335010.5,341493.75,352806.9166666667,367143.9166666667,370764.5833333333,378401.0
1936,IL,Cook County,Data_5_bed,289733.75,267663.1666666667,256457.58333333334,270989.25,292311.6666666667,295259.6666666667,305975.75,316022.9166666667,322824.6666666667,325537.4166666667,329268.6666666667
1937,OR,Multnomah County,Data_5_bed,278118.75,259701.25,263674.75,289413.0833333333,307384.5,333647.6666666667,369664.6666666667,403175.8333333333,426022.1666666667,434089.1666666667,458877.25
1938,OH,Fairfield County,Data_5_bed,309329.0,297120.3333333333,281892.6666666667,280276.0833333333,291903.0833333333,304139.8333333333,312467.9166666667,327055.25,344815.5,357014.1666666667,369463.25
1939,TX,Bexar County,Data_5_bed,235092.58333333334,230123.41666666666,234477.75,246412.5,258917.0,274364.4166666667,287083.25,302774.4166666667,308542.5,320061.6666666667,330854.5
1940,FL,Saint Lucie County,Data_5_bed,175030.16666666666,170506.58333333334,170387.75,186454.25,215019.33333333334,239946.5,267841.4166666667,284634.8333333333,303604.75,316479.3333333333,331457.0833333333
1941,TX,Nueces County,Data_5_bed,256079.91666666666,259029.5,259128.58333333334,277805.9166666667,305233.8333333333,327374.25,337092.4166666667,340410.3333333333,340082.0,346796.1666666667,362316.8333333333
1942,FL,Leon County,Data_5_bed,132943.33333333334,121401.66666666667,115304.66666666667,119624.91666666667,124422.25,125905.33333333333,128958.25,137075.16666666666,147473.66666666666,157368.58333333334,170378.83333333334
1943,FL,Miami-Dade County,Data_5_bed,536529.5,481508.5833333333,496963.5,539678.8333333334,581252.25,611761.0833333334,651103.3333333334,660632.75,667910.8333333334,688027.3333333334,692010.1666666666
1944,NJ,Essex County,Data_5_bed,266530.5,254289.16666666666,243379.66666666666,246012.25,276164.8333333333,301416.1666666667,327739.9166666667,335675.0,389742.3333333333,444568.0833333333,503318.4166666667
1945,WA,Mason County,Data_5_bed,227132.08333333334,217094.5,214066.25,222147.75,232999.58333333334,248204.41666666666,265048.1666666667,281149.5833333333,306435.5833333333,338840.25,363761.4166666667
1946,CA,Alameda County,Data_5_bed,473936.8333333333,444096.8333333333,463957.0833333333,593135.0,700499.0833333334,815563.75,943893.75,1017383.3333333334,1095429.5833333333,1155764.5,1194983.6666666667
1948,KY,Jefferson County,Data_5_bed,207547.58333333334,200694.16666666666,193984.75,201843.33333333334,208908.16666666666,211929.0,222109.91666666666,236743.0,251623.91666666666,256060.75,269375.25
1949,MA,Middlesex County,Data_5_bed,858129.75,844227.0833333334,855422.75,995629.75,1114732.25,1245839.4166666667,1310080.5833333333,1449566.9166666667,1563945.0833333333,1629698.5,1705220.4166666667
1950,AR,Benton County,Data_5_bed,426829.3333333333,411251.1666666667,436004.3333333333,454190.9166666667,448656.1666666667,450254.0,463461.6666666667,476323.5833333333,488516.8333333333,491363.6666666667,520954.9166666667
1951,LA,Orleans Parish,Data_5_bed,285361.25,292903.9166666667,285895.4166666667,291095.9166666667,301303.1666666667,323275.25,343812.0,360674.9166666667,375793.9166666667,355609.6666666667,345187.8333333333
1952,AZ,Pinal County,Data_5_bed,150240.75,137284.08333333334,143470.91666666666,175162.83333333334,196639.66666666666,207179.91666666666,228198.91666666666,247130.25,264647.4166666667,285418.25,312273.6666666667
1953,MT,Silver Bow County,Data_5_bed,204647.83333333334,202493.83333333334,204785.83333333334,212729.58333333334,219316.91666666666,229391.0,237694.25,250752.16666666666,266473.4166666667,279262.5833333333,291692.9166666667
1954,IN,Marion County,Data_5_bed,106363.16666666667,99022.66666666667,97466.75,101267.25,110544.83333333333,109856.58333333333,115267.08333333333,122838.83333333333,137309.08333333334,152442.5,167496.08333333334
1955,IL,Rock Island County,Data_5_bed,129017.41666666667,123529.75,122616.08333333333,122097.5,125497.33333333333,123478.0,125524.41666666667,125028.41666666667,130908.33333333333,133858.5,133294.16666666666
1956,OH,Mahoning County,Data_5_bed,179329.91666666666,169848.66666666666,161297.91666666666,169177.83333333334,163342.08333333334,170085.83333333334,174018.66666666666,187715.16666666666,192817.0,195846.33333333334,204831.16666666666
1957,MO,Jackson County,Data_5_bed,146320.83333333334,135891.25,130546.66666666667,130488.25,137023.41666666666,144926.25,150782.66666666666,166911.5,179280.91666666666,187411.91666666666,201632.5
1958,NM,Sandoval County,Data_5_bed,230817.0,222546.0,221420.25,223694.33333333334,228887.75,235447.41666666666,241454.33333333334,245950.25,261322.83333333334,271917.8333333333,290735.9166666667
1959,AL,Coffee County,Data_5_bed,276052.75,267772.0833333333,266225.75,268288.0833333333,267551.1666666667,271885.5,278240.25,275866.1666666667,284294.25,294947.3333333333,304980.5833333333
1960,CA,San Diego County,Data_5_bed,620250.75,599228.9166666666,590727.0,676835.6666666666,733507.4166666666,750100.6666666666,772517.8333333334,812083.3333333334,859489.25,868457.3333333334,914719.0833333334
