,State,CountyName,Housing Type,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
971,GA,Clayton County,Data_condo,69263.66666666667,58807.333333333336,54595.25,59588.416666666664,67542.58333333333,66321.66666666667,68124.33333333333,74220.83333333333,85401.66666666667,101824.25,118500.58333333333
972,NC,Wake County,Data_condo,138602.08333333334,130916.41666666667,128017.5,131652.5,136381.16666666666,141227.25,149411.41666666666,161955.75,175425.5,191277.41666666666,200509.0
973,NC,Union County,Data_condo,156682.08333333334,139950.5,135456.0,139402.58333333334,151120.0,159173.58333333334,162495.58333333334,173637.83333333334,190569.75,201882.91666666666,213370.58333333334
974,NM,Santa Fe County,Data_condo,177351.91666666666,165722.5,152153.58333333334,153249.83333333334,154746.66666666666,161991.91666666666,175649.91666666666,186537.0,200423.83333333334,222744.66666666666,233228.5
975,CA,Fresno County,Data_condo,146109.08333333334,136922.41666666666,134051.33333333334,152152.0,164387.5,171393.5,170834.5,185208.66666666666,203025.5,218725.08333333334,229731.33333333334
976,CA,Los Angeles County,Data_condo,165866.58333333334,155260.83333333334,155790.41666666666,185716.33333333334,237277.16666666666,261511.83333333334,283059.1666666667,304400.9166666667,338479.0,352086.4166666667,380936.1666666667
977,FL,Brevard County,Data_condo,83354.0,76900.66666666667,78892.75,89280.58333333333,99982.58333333333,110902.08333333333,121936.91666666667,130036.41666666667,138600.08333333334,142680.66666666666,146752.08333333334
978,CO,Larimer County,Data_condo,173759.0,171420.91666666666,173587.25,182673.25,198374.66666666666,221764.91666666666,249969.41666666666,273322.3333333333,288549.5833333333,301222.5833333333,309531.0
981,NC,Wake County,Data_condo,104760.75,98439.33333333333,92941.0,96942.83333333333,100952.83333333333,107328.58333333333,113727.41666666667,122394.08333333333,132622.0,143306.41666666666,153688.33333333334
982,HI,Honolulu County,Data_condo,352117.5,375951.6666666667,383132.0833333333,399162.9166666667,462647.75,489940.25,519585.1666666667,553497.1666666666,579743.6666666666,578412.6666666666,571789.1666666666
983,MD,Anne Arundel County,Data_condo,265652.6666666667,251753.0,238269.91666666666,244736.91666666666,247238.5,246750.66666666666,250209.33333333334,258791.25,264393.6666666667,265666.3333333333,274863.9166666667
984,CA,San Francisco County,Data_condo,773435.3333333334,732208.0,790930.0,940728.5,1076469.5,1225688.75,1279244.5,1305534.5833333333,1440086.0,1471920.5,1470344.5
985,GA,Fulton County,Data_condo,207842.0,186494.5,179150.25,196657.66666666666,221003.0,239342.33333333334,257344.08333333334,276201.5833333333,301282.1666666667,308132.5833333333,314903.6666666667
987,WI,Sheboygan County,Data_condo,113725.0,106293.5,94397.58333333333,100550.83333333333,94437.41666666667,101317.5,106032.33333333333,115680.75,124264.08333333333,132036.33333333334,139485.91666666666
988,TX,Bell County,Data_condo,101353.83333333333,95028.0,84487.33333333333,85416.83333333333,79633.75,80708.5,86301.25,101148.5,103680.66666666667,109538.08333333333,124062.91666666667
989,NM,Bernalillo County,Data_condo,136537.5,123119.66666666667,115233.41666666667,114605.58333333333,107498.41666666667,105624.33333333333,106344.66666666667,111296.5,117801.33333333333,123635.08333333333,135021.41666666666
990,NJ,Burlington County,Data_condo,162228.0,148891.91666666666,139280.5,143031.83333333334,143393.5,141450.91666666666,140410.0,141459.0,144114.91666666666,148639.5,156968.25
992,FL,Hillsborough County,Data_condo,55031.333333333336,45661.25,45777.916666666664,51316.166666666664,54955.833333333336,55849.333333333336,62638.25,71094.16666666667,81088.75,88999.58333333333,94904.91666666667
993,TX,Bexar County,Data_condo,104176.58333333333,94309.83333333333,90465.83333333333,90196.58333333333,96841.66666666667,103838.83333333333,103945.33333333333,112580.33333333333,115027.66666666667,116256.58333333333,116606.91666666667
994,CT,New Haven County,Data_condo,188125.83333333334,175235.41666666666,170166.83333333334,170374.5,166847.91666666666,165003.5,160984.25,162177.16666666666,167219.41666666666,169632.75,174208.41666666666
995,CA,San Diego County,Data_condo,154971.5,150070.16666666666,149548.75,174822.08333333334,213326.58333333334,238942.66666666666,263829.4166666667,292091.0,319242.5833333333,325257.8333333333,347482.0
996,MN,Ramsey County,Data_condo,118773.58333333333,109093.91666666667,101698.33333333333,109326.91666666667,118336.08333333333,125992.83333333333,135609.41666666666,147396.75,161651.08333333334,169121.5,178937.83333333334
997,CA,Riverside County,Data_condo,150560.08333333334,142025.5,136103.66666666666,163757.0,184433.66666666666,192590.33333333334,205469.08333333334,218317.33333333334,237259.41666666666,248875.58333333334,258077.33333333334
998,NY,Erie County,Data_condo,162472.75,158403.16666666666,153866.41666666666,158731.83333333334,164129.75,165691.0,166908.41666666666,177893.41666666666,191455.41666666666,200485.75,210118.91666666666
1000,WA,King County,Data_condo,314782.25,286165.75,281863.9166666667,312695.8333333333,329407.4166666667,369710.0833333333,431787.9166666667,497524.0,565935.25,536837.1666666666,546576.6666666666
1001,MN,Ramsey County,Data_condo,91492.16666666667,76581.16666666667,75059.91666666667,81460.41666666667,92450.41666666667,97971.33333333333,103755.33333333333,113974.5,123745.58333333333,131198.75,138308.91666666666
1002,AZ,Maricopa County,Data_condo,134830.83333333334,103120.0,106512.66666666667,131901.91666666666,138214.66666666666,145040.25,154073.25,165192.33333333334,179692.16666666666,192931.08333333334,214367.75
1004,FL,Broward County,Data_condo,204346.91666666666,201820.83333333334,206937.16666666666,230829.66666666666,252509.66666666666,265070.4166666667,276246.8333333333,288192.4166666667,297830.1666666667,303295.1666666667,313183.4166666667
1005,CA,San Diego County,Data_condo,524214.0833333333,494237.4166666667,488540.8333333333,552285.0833333334,582609.4166666666,597425.25,631887.5,683148.0,738012.3333333334,744087.3333333334,772125.0833333334
1006,CA,Los Angeles County,Data_condo,316745.0833333333,289547.3333333333,286949.25,342959.0,377119.75,387902.0,413829.0833333333,438923.25,462826.3333333333,455483.75,466852.75
1008,VA,Newport News City,Data_condo,137888.41666666666,125837.75,120144.16666666667,110605.33333333333,107731.25,109533.16666666667,109319.83333333333,114452.66666666667,116862.25,120821.0,125079.41666666667
1009,CA,San Francisco County,Data_condo,548971.75,516480.0,535083.3333333334,649525.5833333334,748072.4166666666,839469.8333333334,874817.5,866264.6666666666,905865.25,911384.6666666666,916802.3333333334
1010,PA,Lycoming County,Data_condo,161701.25,158877.33333333334,158813.5,160023.08333333334,163757.83333333334,167876.75,174113.83333333334,172603.91666666666,174890.16666666666,182281.33333333334,191997.16666666666
1011,CA,San Bernardino County,Data_condo,195583.83333333334,183954.16666666666,175985.25,211513.66666666666,250501.83333333334,261866.83333333334,277748.9166666667,295883.25,310761.1666666667,316371.0,332207.5833333333
1013,FL,Saint Johns County,Data_condo,110537.16666666667,91773.08333333333,90550.25,105762.58333333333,123391.0,131537.33333333334,141333.41666666666,150016.83333333334,163133.66666666666,172195.91666666666,177663.83333333334
1014,CA,San Joaquin County,Data_condo,73485.25,63853.833333333336,60611.5,69823.83333333333,86029.25,90061.16666666667,101945.91666666667,118106.08333333333,146969.0,159996.33333333334,167917.25
1015,WA,Snohomish County,Data_condo,166327.5,137131.41666666666,123662.33333333333,138814.83333333334,161090.41666666666,177182.33333333334,196402.75,232108.41666666666,261093.83333333334,270808.8333333333,299132.9166666667
1016,PA,Philadelphia County,Data_condo,383224.5,353706.5833333333,350361.25,359530.25,376605.3333333333,393431.25,397193.0,414079.9166666667,424338.75,426185.0833333333,426089.25
1017,IN,Bartholomew County,Data_condo,88772.75,86722.33333333333,88259.58333333333,90111.91666666667,92896.91666666667,93834.08333333333,95852.08333333333,101376.33333333333,106485.91666666667,109288.0,117567.0
1018,CA,Sacramento County,Data_condo,145505.08333333334,121821.91666666667,114773.58333333333,140434.25,163172.5,187387.5,219372.91666666666,238562.58333333334,263085.0833333333,275559.5,298484.4166666667
1019,VA,Lynchburg City,Data_condo,124551.25,121914.0,121751.0,123201.5,123792.08333333333,126452.91666666667,130206.16666666667,134766.91666666666,136591.91666666666,144366.75,148653.41666666666
1020,CA,Shasta County,Data_condo,127390.58333333333,120221.25,119235.91666666667,134300.16666666666,152099.83333333334,161160.25,171753.08333333334,181084.08333333334,188869.75,199844.08333333334,205202.08333333334
1021,MO,Boone County,Data_condo,123245.91666666667,114763.0,114693.83333333333,116023.08333333333,118663.66666666667,122206.16666666667,121001.25,128272.41666666667,134047.25,134040.75,139792.16666666666
1022,FL,Volusia County,Data_condo,48486.75,43549.75,47550.666666666664,52322.166666666664,56485.0,57973.75,61195.916666666664,73453.41666666667,86635.33333333333,99166.91666666667,104778.0
1023,CA,Santa Barbara County,Data_condo,171176.58333333334,150750.66666666666,125836.91666666667,140691.16666666666,158730.83333333334,177674.0,190056.91666666666,202696.33333333334,228778.5,238307.33333333334,244726.75
1025,OR,Benton County,Data_condo,158100.25,152952.41666666666,149880.58333333334,158754.66666666666,167320.16666666666,172802.16666666666,186948.5,195370.83333333334,209085.58333333334,225221.66666666666,236197.33333333334
1027,TX,Harris County,Data_condo,269630.6666666667,261714.5,270126.6666666667,305113.5,323027.0833333333,324733.0,320119.8333333333,317977.9166666667,321679.75,325732.25,326728.3333333333
1028,CA,San Francisco County,Data_condo,732859.3333333334,687724.5,705223.75,818533.5,920925.5,1000371.3333333334,1065888.6666666667,1119921.6666666667,1208892.8333333333,1240808.5,1266420.4166666667
1030,TN,Sullivan County,Data_condo,92608.16666666667,91403.41666666667,91372.83333333333,91911.16666666667,94094.08333333333,93901.5,94778.25,98845.66666666667,103060.16666666667,108518.08333333333,115933.41666666667
1032,PA,Philadelphia County,Data_condo,128476.41666666667,115775.66666666667,103042.33333333333,104881.5,104071.83333333333,110865.16666666667,120521.33333333333,134814.16666666666,158987.16666666666,182589.5,203030.33333333334
1034,TN,Davidson County,Data_condo,143117.66666666666,135486.16666666666,132948.41666666666,137842.33333333334,147885.25,163540.33333333334,184564.75,206813.83333333334,219030.33333333334,221946.75,234429.33333333334
1035,NE,Lancaster County,Data_condo,161822.33333333334,159864.66666666666,160995.91666666666,172534.5,171265.0,183085.41666666666,188363.66666666666,200859.83333333334,211701.75,220556.5,229001.83333333334
1036,KY,Fayette County,Data_condo,171287.5,163074.83333333334,162548.08333333334,158474.33333333334,157201.25,159980.0,163063.58333333334,174359.5,181864.75,189219.16666666666,199413.66666666666
1038,CA,Sacramento County,Data_condo,131120.91666666666,120929.0,110646.25,130374.66666666667,147961.66666666666,164605.66666666666,181576.75,210834.58333333334,231759.16666666666,240321.66666666666,270565.8333333333
1039,CA,Yolo County,Data_condo,303064.8333333333,289339.0,267336.5,295798.25,329396.8333333333,331735.6666666667,351959.4166666667,378278.6666666667,418449.75,419731.5833333333,432835.3333333333
1040,CA,Los Angeles County,Data_condo,222339.25,202600.91666666666,196057.75,239653.5,280481.25,295124.9166666667,318653.75,342990.0833333333,372231.9166666667,387461.5,405132.5
1041,WA,King County,Data_condo,414024.8333333333,369416.9166666667,355025.0833333333,416558.5,448812.4166666667,504754.3333333333,580617.5833333334,661369.0833333334,756213.0833333334,745822.8333333334,792623.8333333334
1042,CA,Tulare County,Data_condo,127969.91666666667,110507.5,111075.91666666667,130298.16666666667,137859.33333333334,149805.08333333334,163491.5,169207.08333333334,178263.0,181542.66666666666,199106.25
1043,GA,Columbia County,Data_condo,134338.5,128810.0,123383.83333333333,125827.25,127870.5,130160.75,133774.41666666666,135658.75,144706.33333333334,149650.5,156852.5
1044,NY,Richmond County,Data_condo,314603.5833333333,309088.5833333333,296010.3333333333,297373.5,305906.0,319003.25,338515.9166666667,379802.5833333333,414790.25,430662.1666666667,427850.25
1045,CA,Los Angeles County,Data_condo,677145.9166666666,632025.75,618790.25,722099.3333333334,778849.4166666666,817382.0,873620.5833333334,929245.5,991705.9166666666,1003324.4166666666,1057212.5
1046,PA,Butler County,Data_condo,194982.16666666666,188695.83333333334,187312.25,187111.66666666666,177587.33333333334,189233.33333333334,186166.33333333334,201230.5,212785.91666666666,219484.33333333334,234482.66666666666
1047,OH,Wayne County,Data_condo,110271.5,108021.66666666667,110050.5,112480.58333333333,107797.25,114854.58333333333,117470.91666666667,123591.5,130546.08333333333,135440.5,144359.66666666666
1048,CA,Los Angeles County,Data_condo,226536.5,206476.41666666666,196853.75,233232.08333333334,279308.0833333333,283965.0,299106.1666666667,318923.6666666667,340878.9166666667,345214.5833333333,361085.0
1049,MI,Wayne County,Data_condo,66692.5,61979.583333333336,61340.5,72807.83333333333,83615.83333333333,87693.0,93375.58333333333,102185.16666666667,112102.16666666667,118204.5,123078.5
1050,NJ,Mercer County,Data_condo,286614.75,272882.4166666667,264478.1666666667,278370.0,299727.4166666667,306379.6666666667,308913.4166666667,318116.25,324050.1666666667,323286.0,322809.3333333333
1051,CA,Los Angeles County,Data_condo,222440.83333333334,212759.66666666666,200450.58333333334,241649.16666666666,287798.0,305094.25,322342.3333333333,343322.3333333333,374628.5833333333,379502.0833333333,397048.8333333333
1052,MD,Baltimore City,Data_condo,167793.91666666666,146282.0,141065.58333333334,145237.0,146436.91666666666,143534.33333333334,140925.66666666666,141424.75,143927.33333333334,147070.0,152978.66666666666
1053,MD,Howard County,Data_condo,200972.5,184955.25,177964.25,184803.08333333334,187467.83333333334,186041.33333333334,187120.5,192805.41666666666,196274.08333333334,201519.33333333334,207280.0
1054,CA,Riverside County,Data_condo,243824.75,231753.41666666666,227138.41666666666,256456.16666666666,279981.75,279066.8333333333,279850.0,282739.3333333333,294223.0,309163.9166666667,325829.9166666667
1055,IL,Cook County,Data_condo,65026.5,53120.166666666664,49245.75,42502.166666666664,46737.083333333336,55352.833333333336,65178.416666666664,71558.25,80364.91666666667,87597.41666666667,89208.58333333333
1056,CA,Los Angeles County,Data_condo,307919.9166666667,277752.9166666667,273792.25,338107.1666666667,386482.0,413982.0,444423.25,484576.75,528211.5833333334,537057.5,560616.1666666666
1057,TN,Hamilton County,Data_condo,174026.0,174114.75,171921.41666666666,178668.25,182443.41666666666,184575.08333333334,191669.91666666666,202531.41666666666,210072.08333333334,220342.08333333334,233538.08333333334
1058,SC,Horry County,Data_condo,140435.25,127568.16666666667,126450.08333333333,129078.91666666667,136168.08333333334,139785.08333333334,144219.25,149442.33333333334,159836.08333333334,166089.25,172053.75
1059,GA,Cobb County,Data_condo,128765.5,109090.83333333333,95892.0,104231.0,117627.16666666667,127024.25,133470.66666666666,146755.25,161883.41666666666,172646.58333333334,184144.41666666666
1060,GA,Fulton County,Data_condo,132161.83333333334,119193.75,107639.08333333333,112824.83333333333,130616.25,146743.33333333334,160744.16666666666,177303.0,195881.33333333334,205331.33333333334,214442.66666666666
1061,MS,Forrest County,Data_condo,123365.75,117975.66666666667,122956.66666666667,125843.0,120846.33333333333,124027.25,121678.25,121588.41666666667,118197.75,111523.5,115723.41666666667
1062,AZ,Yuma County,Data_condo,125030.33333333333,112268.58333333333,116848.75,117551.16666666667,123310.08333333333,121064.16666666667,122396.33333333333,130535.0,138419.5,144379.83333333334,157175.08333333334
1063,CA,Los Angeles County,Data_condo,251197.25,242382.41666666666,241045.41666666666,284452.25,326276.5,344046.5833333333,363570.6666666667,382604.25,410786.9166666667,418394.4166666667,442023.3333333333
1064,OH,Franklin County,Data_condo,38426.75,33228.083333333336,28987.916666666668,30861.333333333332,33129.5,34235.583333333336,37629.916666666664,43589.583333333336,43517.166666666664,48047.666666666664,53713.75
1065,GA,Gwinnett County,Data_condo,59124.083333333336,55860.75,53093.166666666664,61323.583333333336,72276.0,78316.33333333333,85360.25,94778.33333333333,105399.91666666667,116058.91666666667,125946.5
1066,GA,Gwinnett County,Data_condo,122102.33333333333,103448.91666666667,106026.0,121168.75,136909.16666666666,146281.16666666666,158119.0,171016.41666666666,187138.41666666666,197537.91666666666,211645.5
1067,AZ,Pima County,Data_condo,80852.08333333333,68748.0,61758.583333333336,64860.166666666664,71718.91666666667,77012.08333333333,75519.66666666667,75967.0,83646.33333333333,85420.66666666667,94449.66666666667
1068,NJ,Atlantic County,Data_condo,110159.5,95307.08333333333,95171.41666666667,96908.0,100090.58333333333,93586.83333333333,86876.58333333333,86240.33333333333,97184.5,104144.25,110546.16666666667
1069,PA,Montgomery County,Data_condo,169304.75,159549.5,149489.75,148011.33333333334,147233.5,145534.66666666666,145611.5,147719.41666666666,154773.41666666666,161115.5,166557.0
1070,TX,Collin County,Data_condo,77877.83333333333,76500.66666666667,80095.41666666667,88822.0,96496.66666666667,115986.5,134033.25,148401.66666666666,168665.91666666666,174525.08333333334,179492.41666666666
1071,FL,Broward County,Data_condo,53571.916666666664,48499.75,47216.583333333336,53006.916666666664,56974.916666666664,61146.916666666664,65902.5,69568.33333333333,74468.91666666667,78823.41666666667,84789.66666666667
1072,NC,New Hanover County,Data_condo,95628.08333333333,85341.91666666667,79663.83333333333,81374.66666666667,83746.75,85537.25,87887.0,93323.16666666667,100319.41666666667,110437.75,122661.41666666667
1073,FL,Osceola County,Data_condo,91085.75,84404.33333333333,88554.83333333333,100973.91666666667,111696.83333333333,115172.58333333333,118672.25,125340.25,135294.25,147733.58333333334,152880.41666666666
1074,MI,Wayne County,Data_condo,71169.66666666667,67026.91666666667,65073.333333333336,73956.5,85907.75,94826.66666666667,106148.5,116566.75,128068.91666666667,135664.5,141338.41666666666
1075,IA,Linn County,Data_condo,73132.5,71975.75,71692.66666666667,72950.33333333333,73318.16666666667,73836.41666666667,75190.75,77846.75,79669.25,80757.25,82207.16666666667
1076,MI,Isabella County,Data_condo,118369.75,109206.58333333333,107331.58333333333,112484.5,123017.25,132045.41666666666,137846.66666666666,143784.25,150876.25,158265.75,165067.75
1077,MN,Ramsey County,Data_condo,118813.16666666667,103201.41666666667,97769.58333333333,108143.0,126087.5,132259.41666666666,140547.83333333334,151624.33333333334,163188.58333333334,167815.25,178674.66666666666
1078,OR,Multnomah County,Data_condo,278864.6666666667,253918.0,252904.0,287508.75,313190.0,351451.0,399214.8333333333,424546.9166666667,426261.5,425112.6666666667,435549.1666666667
1079,LA,East Baton Rouge Parish,Data_condo,140460.58333333334,140569.5,140113.25,137190.66666666666,134842.91666666666,136861.41666666666,142240.33333333334,148287.41666666666,152895.5,144958.0,142059.41666666666
1080,CA,Orange County,Data_condo,260613.41666666666,239170.16666666666,240844.75,290896.4166666667,327191.0,347715.3333333333,378250.1666666667,397926.0,426025.3333333333,431815.0833333333,447713.5
1081,FL,Palm Beach County,Data_condo,54272.5,46610.833333333336,45034.166666666664,52250.333333333336,62276.5,68232.66666666667,76981.0,85695.25,94242.08333333333,99584.75,105967.66666666667
1082,WI,Eau Claire County,Data_condo,138007.66666666666,132438.41666666666,129488.25,135879.83333333334,139828.0,143187.33333333334,151085.25,164240.41666666666,172912.91666666666,176691.08333333334,193777.66666666666
1084,TX,Harris County,Data_condo,54898.25,51840.0,50363.083333333336,55164.666666666664,61365.25,73133.91666666667,80122.5,85540.16666666667,91515.16666666667,98509.83333333333,105290.66666666667
1085,FL,Miami-Dade County,Data_condo,265692.8333333333,263622.0833333333,279165.0833333333,319844.4166666667,349133.8333333333,359530.5,363685.0833333333,358059.75,348994.6666666667,335289.0,333943.25
1086,WA,King County,Data_condo,219278.16666666666,179024.58333333334,160805.08333333334,180418.91666666666,202898.66666666666,227086.0,253320.75,298496.3333333333,348381.8333333333,337979.75,364368.3333333333
1087,MI,Wayne County,Data_condo,127368.5,118676.0,124520.33333333333,146009.58333333334,170164.75,175107.91666666666,182690.16666666666,197934.33333333334,215967.33333333334,225000.58333333334,229423.75
1088,WA,Thurston County,Data_condo,144779.0,122128.58333333333,110653.83333333333,113934.5,125846.75,123571.25,142543.41666666666,154112.08333333334,185874.91666666666,210534.41666666666,234951.16666666666
1089,CA,Los Angeles County,Data_condo,681440.25,643763.25,647478.6666666666,743641.4166666666,778896.0833333334,815237.5833333334,857141.0,924402.6666666666,985579.5833333334,971878.25,989218.9166666666
1090,OR,Washington County,Data_condo,166702.83333333334,142374.33333333334,134048.66666666666,155052.0,175428.91666666666,191272.91666666666,219780.91666666666,249935.66666666666,277248.0833333333,287548.3333333333,295704.5833333333
1091,NY,Suffolk County,Data_condo,489192.0833333333,453114.9166666667,440103.3333333333,448566.0,452554.5,447157.5,450693.1666666667,467541.75,488622.3333333333,507743.6666666667,527125.8333333334
1092,WV,Monongalia County,Data_condo,161807.25,157599.41666666666,163056.41666666666,168425.58333333334,167900.83333333334,172625.0,175639.83333333334,178097.58333333334,184181.0,188889.33333333334,184635.08333333334
1093,CA,Orange County,Data_condo,232977.91666666666,217740.58333333334,219971.91666666666,274019.1666666667,311126.6666666667,333290.0833333333,356357.5,378686.0833333333,405384.9166666667,413387.9166666667,426731.75
1094,CA,Alameda County,Data_condo,272208.9166666667,246780.91666666666,249479.58333333334,313398.6666666667,370162.3333333333,430386.0,502077.9166666667,534568.9166666666,593175.5833333334,577008.4166666666,596662.0833333334
1095,CA,San Bernardino County,Data_condo,84860.25,84735.25,85780.83333333333,95804.25,120204.75,126136.33333333333,135370.41666666666,141277.83333333334,158276.0,179797.75,188875.58333333334
1096,CA,San Bernardino County,Data_condo,70942.66666666667,69350.0,69356.66666666667,82737.08333333333,104291.0,110366.0,121131.25,136416.75,143825.25,151178.25,165153.25
1097,NM,Bernalillo County,Data_condo,159843.66666666666,151640.0,148126.41666666666,149934.0,151077.0,152707.33333333334,154028.33333333334,157292.91666666666,162715.66666666666,171782.5,183355.58333333334
1098,VA,Loudoun County,Data_condo,282406.25,283777.75,292352.5833333333,315945.1666666667,326457.0,334558.1666666667,333763.0,344816.0833333333,356791.0833333333,374292.9166666667,394341.8333333333
1099,MI,Livingston County,Data_condo,129029.33333333333,129443.33333333333,135085.0,148523.58333333334,166533.91666666666,181049.41666666666,188226.75,201082.0,214979.16666666666,224328.83333333334,233049.16666666666
1100,MI,Ottawa County,Data_condo,132870.16666666666,134753.08333333334,134397.16666666666,145770.0,158967.58333333334,176394.08333333334,186401.0,199701.08333333334,217078.75,230918.33333333334,240929.33333333334
1101,WI,Dane County,Data_condo,273131.5833333333,263381.8333333333,260600.33333333334,269259.5833333333,277353.0833333333,293990.3333333333,306607.1666666667,324464.75,343626.5833333333,346986.75,354976.5
1102,AZ,Maricopa County,Data_condo,136761.83333333334,128228.5,142102.83333333334,160059.41666666666,164251.91666666666,171097.41666666666,179618.66666666666,189695.33333333334,201919.66666666666,217456.91666666666,239374.91666666666
1103,TN,Knox County,Data_condo,164995.16666666666,152526.08333333334,153431.41666666666,153638.83333333334,148773.75,147288.83333333334,146498.08333333334,150402.83333333334,154359.58333333334,160223.58333333334,176277.33333333334
1104,OH,Medina County,Data_condo,88165.0,84104.66666666667,83335.58333333333,84599.25,87896.5,90967.5,95051.66666666667,100174.5,107905.91666666667,115511.16666666667,124130.58333333333
1105,PA,Allegheny County,Data_condo,85505.83333333333,83523.5,83418.75,86594.16666666667,89089.5,89802.33333333333,92608.83333333333,95670.83333333333,98513.25,102691.16666666667,108713.58333333333
1106,MA,Essex County,Data_condo,253472.25,243943.25,235219.5,247865.08333333334,263488.5833333333,275579.9166666667,291413.4166666667,310074.9166666667,333785.8333333333,354296.25,371467.0833333333
1107,IL,Cook County,Data_condo,98150.625,92736.66666666667,84598.25,77848.0,83062.58333333333,87728.25,98104.25,104563.0,108761.0,108752.5,106927.91666666667
1108,NM,Bernalillo County,Data_condo,138748.08333333334,130448.58333333333,124068.25,130865.33333333333,122513.25,115726.25,117225.41666666667,120045.0,123397.33333333333,132049.66666666666,140499.58333333334
1109,OK,Oklahoma County,Data_condo,115157.83333333333,111559.83333333333,112169.66666666667,115078.58333333333,119669.5,119612.75,125817.58333333333,128369.83333333333,127854.5,131400.75,137888.0
1110,SC,Greenville County,Data_condo,100670.91666666667,96430.0,93116.58333333333,94329.75,96267.33333333333,98759.33333333333,109950.16666666667,119227.08333333333,130456.66666666667,137469.58333333334,146007.58333333334
1111,IL,Will County,Data_condo,114638.08333333333,99874.83333333333,83900.16666666667,79876.33333333333,86906.5,92001.33333333333,97003.0,102497.58333333333,110635.91666666667,116472.83333333333,120576.83333333333
1112,CA,San Bernardino County,Data_condo,145678.66666666666,139039.75,134083.25,165205.83333333334,217527.58333333334,231103.08333333334,247427.58333333334,272488.25,302481.1666666667,313034.5,326777.8333333333
1113,FL,Seminole County,Data_condo,64492.25,58237.25,61976.75,71662.33333333333,83310.75,92082.0,102132.83333333333,113791.33333333333,124863.83333333333,135305.91666666666,139498.33333333334
1114,IA,Dubuque County,Data_condo,143544.5,143954.41666666666,145555.58333333334,146928.83333333334,151638.75,157722.75,163134.83333333334,170541.91666666666,168232.08333333334,170366.75,178359.83333333334
1116,GA,Whitfield County,Data_condo,106339.33333333333,99213.91666666667,96222.83333333333,100402.25,107006.41666666667,113364.41666666667,120658.75,127327.83333333333,141588.75,149998.5,156862.08333333334
1117,NM,Bernalillo County,Data_condo,105748.16666666667,101080.66666666667,99146.5,103788.33333333333,102513.25,97046.0,95817.16666666667,99202.25,101842.66666666667,107160.16666666667,111698.25
1118,NY,Nassau County,Data_condo,388943.9166666667,407561.3333333333,389987.0833333333,392104.0833333333,395227.5,398629.5,416440.1666666667,425444.6666666667,437278.3333333333,433307.6666666667,441739.3333333333
1120,ID,Canyon County,Data_condo,130266.25,112360.41666666667,107475.58333333333,107000.58333333333,109763.58333333333,118051.91666666667,139895.16666666666,154838.66666666666,182743.33333333334,224200.41666666666,256897.16666666666
1122,MS,Forrest County,Data_condo,118845.08333333333,115674.25,115591.58333333333,114010.83333333333,115884.33333333333,114946.08333333333,116356.58333333333,120235.75,123737.0,127406.5,129715.16666666667
1123,CA,Sacramento County,Data_condo,165871.58333333334,137419.0,130428.83333333333,159677.5,180052.16666666666,188615.08333333334,203941.08333333334,228152.75,249537.41666666666,258370.83333333334,275737.5
1124,CA,Santa Cruz County,Data_condo,376804.75,339982.8333333333,352131.0,399485.5833333333,450358.4166666667,483784.6666666667,527497.75,557824.5,604553.25,589220.75,605569.8333333334
1125,SC,Greenville County,Data_condo,133508.66666666666,129256.0,125505.5,124025.75,127271.33333333333,131651.83333333334,139480.33333333334,149027.08333333334,163506.25,174591.08333333334,181646.58333333334
1126,OH,Erie County,Data_condo,136005.91666666666,129955.33333333333,129088.33333333333,128852.16666666667,128579.83333333333,137224.41666666666,142556.16666666666,150343.66666666666,152800.41666666666,162179.16666666666,167147.58333333334
1127,IN,Marion County,Data_condo,82422.83333333333,77865.5,75579.83333333333,76885.83333333333,84719.08333333333,85839.41666666667,89404.41666666667,96305.25,103757.16666666667,111838.25,122577.66666666667
1128,TX,Brazoria County,Data_condo,134228.5,122746.41666666667,121081.41666666667,120845.0,132794.91666666666,150752.66666666666,158774.16666666666,166570.16666666666,176961.41666666666,185075.16666666666,194039.5
1129,CA,Alameda County,Data_condo,335389.75,303172.4166666667,291850.6666666667,373797.0833333333,448163.4166666667,494726.0,536676.4166666666,564064.25,621464.4166666666,612411.8333333334,620385.3333333334
1130,GA,Fulton County,Data_condo,154500.25,140733.0,133334.91666666666,147059.25,166802.08333333334,182376.91666666666,198971.83333333334,215403.0,235696.08333333334,247652.41666666666,252810.66666666666
1131,NY,Monroe County,Data_condo,152166.91666666666,148266.33333333334,140213.41666666666,141027.83333333334,142270.41666666666,145364.58333333334,159874.66666666666,159856.5,149956.16666666666,156844.75,164227.33333333334
1132,FL,Miami-Dade County,Data_condo,232827.16666666666,236776.83333333334,268881.6666666667,330465.4166666667,366935.0833333333,370629.5,367314.9166666667,356759.25,350030.5,341207.6666666667,340236.1666666667
1133,SC,Charleston County,Data_condo,158844.91666666666,137162.75,127631.33333333333,142295.5,154431.41666666666,165886.83333333334,176951.5,187362.83333333334,198937.58333333334,202514.0,206591.0
1134,TN,Davidson County,Data_condo,126611.08333333333,120228.5,118236.5,121442.83333333333,127741.58333333333,134406.66666666666,148704.16666666666,165573.08333333334,179905.0,187004.58333333334,200060.16666666666
